	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
432	38_2	the man host promise save table party 7 sit party 2 table save mean open around	table	104--109	-1	2 party sit open table
945	2862_0	besides table promise give restaurant patron twice actually seat serve dish n't order three time receive one order 20 minute rest table serve order undercooked charge $ 45 bill	table	19--24	-1	20 give serve rest besides table minute
948	2862_3	besides table promise give restaurant patron twice actually seat serve dish n't order three time receive one order 20 minute rest table serve order undercooked charge $ 45 bill	table	231--236	-1	20 give serve rest besides table minute
3446	1558_1	while hardly call restaurant possibly best deal manhattan $ 4 plate heap rice 2 3 entree	entree	129--136	1	3 rice entree
505	1933_0	threw fiance 's surprise 30th birthday dinner could n't happy	dinner	41--47	0	30th fiance dinner birthday surprise happy
1303	1671_2	any reservation 'll wait max 5 minute drink bar	bar	85--88	0	5 drink bar minute wait
2259	3516_1	the price $ 9 entree dinner even less lunch	entree	31--37	1	9 entree $
1821	1015_0	a cool place hang friend couple healthy drink dessert	place	7--12	1	a dessert couple place cool
2650	417_1	a thai restaurant rice dinner	dinner	37--43	0	a dinner rice thai restaurant
1494	1324_0	a must dosa lover	dosa	19--23	1	a dosa lover must
732	3462_0	a great choice cost great deal	cost	22--26	1	a great cost deal choice
186	2469_0	a glass leaping lizard glass prosecco mussel everything happy	glass prosecco	29--46	1	a leaping glass lizard mussel prosecco
188	2469_2	a glass leaping lizard glass prosecco mussel everything happy	glass leaping lizard	2--25	1	a leaping glass lizard mussel prosecco
2352	834_0	a bit breezy mezzanine wind come track	mezzanine	29--38	-1	a mezzanine bit wind breezy
263	1554_0	a narrow corridor lead tiny space three tiny white tile counter great deal mess stack bottle small counter hold 12 14 entree	corridor	9--17	-1	a narrow corridor lead
537	778_0	a the service good excellent along attitude	service	10--17	1	a the attitude service excellent
1834	58_0	a cool bar great food ton excellent beer	bar	7--10	1	a ton beer bar cool
3535	482_0	a wonderful place	place	12--17	1	a wonderful place
1776	503_1	service excellent ac work well thank god hot	ac	31--33	1	ac work
403	2124_0	staff accomodating	staff	0--5	1	accomodating staff
271	1975_2	succulent steak cook precisely desired 'doneness ' accompany salad side n't look like leafy road kill	side	87--92	1	accompany side salad
109	3155_0	they often crowd weekend efficient accurate service	service	86--93	1	accurate weekend service crowd
2927	2409_0	and i would agree mass term service delivery achilles ' heel	service	54--61	-1	achilles service
51	391_1	i stumble upon second floor walk up two fridays ago i two friend town l a being serious sushi lover sit sushi bar close action	sushi bar	146--155	0	action sushi bar lover
50	391_0	i stumble upon second floor walk up two fridays ago i two friend town l a being serious sushi lover sit sushi bar close action	sushi	118--123	0	action sushi lover
2300	1591_1	i love everything especially show actor	actor	52--58	1	actor show
935	3315_2	add great service great food reasonable price beginning great evening	price	57--62	1	add beginning price reasonable
1476	3060_0	worse $ 60 erroneously add $ 80 bill	bill	51--55	-1	add bill
2304	2240_3	the service fast friendly food tasty best hot sauce add meal	meal	109--114	0	add meal
502	3085_0	the place large feature adequate seat unlike joint bar deserve mention	seat	52--59	1	adequate feature seat
611	2946_1	solid wine list knowledgeable staff friendly owner adventurous ever changing menu keep u come back	staff	31--36	1	adventurous staff
1709	3276_0	she get 10 excellent service advice	service	30--37	1	advice service
45	388_1	little place cute interior decor affordable city price	price	64--70	1	affordable cute price city
1739	714_0	very affordable excellent ambient	ambient	30--37	1	affordable excellent ambient
2244	3035_0	as i make title 's affordable restaurant great taste	taste	61--66	1	affordable great restaurant taste make title
510	2512_3	good music great food speedy service affordable price	price	50--56	1	affordable speedy price music service
3512	3494_0	went otto expect outstanding pizza i love la pizza afresca	pizza	45--50	0	afresca love pizza
2298	3275_0	again waitress awesome	waitress	11--19	1	again awesome waitress
2433	1318_2	it not ambience place cramped guest sit aisle	aisle	95--100	-1	aisle sit
700	2894_0	all co workers state food amazing wonder n't hear place	food	37--41	1	all co food workers amazing state wonder
1602	1822_0	all pizza terrific price even good	pizza	11--17	1	all price pizza
1319	2938_1	n't disappoint service second arrive door extremely pleasant attentive almost one server per table	server	123--129	1	almost table attentive one server
2548	2754_0	price quality fish alone keep u make return visit	price	0--5	-1	alone price fish keep
1078	280_1	the food delicious beautifully prepared along friendly personable service	service	86--93	1	along personable friendly service prepared
3453	3003_4	the fish fresh piece slice perfection season sushi chef usually little fresh wasabi soy sauce also sometimes sea salt	sea salt	167--175	1	also fish sometimes salt sea
2228	3684_0	also sandwich near $ 7 n't come anything like chip side	sandwich	10--20	-1	also sandwich 7
1596	664_0	the staff also attentive friendly	staff	4--9	1	also the friendly staff
2576	97_0	the wine list also really nice	wine list	4--13	1	also the nice list wine
2761	305_0	the sushi also great	sushi	4--9	1	also the sushi great
2205	1328_0	also hostess call today thank u come mention hop girlfriend enjoy birthday unexpected truly beyond thing	hostess	10--17	1	also unexpected thank hostess
48	425_1	the price reasonable although service poor	service	37--44	-1	although service reasonable
1505	1564_0	people always friendly	people	0--6	1	always friendly people
2347	1739_0	always great service	service	13--20	1	always great service
2781	2161_0	the lox always fresh	lox	4--7	1	always lox the fresh
1290	1050_1	not cuisine best around service always attentive charming	service	45--52	1	always service best around
345	3102_0	drink amaze half till 8pm	drink	4--10	1	amaze drink
170	1404_0	they authentic indian amaze price	indian	20--26	1	amaze indian
171	1404_1	they authentic indian amaze price	price	37--43	1	amaze price
3237	474_1	save money n't waste calorie go margharita 's washington street instead amaze food best service	service	132--139	1	amaze service
52	2384_0	the fried rice amaze	fry rice	4--14	1	amaze the rice fried
2226	2892_0	the staff always attentive kind i 've always amaze 've handle various different group size come	staff	4--9	1	amaze the staff 've
1351	3205_2	hard serve fresh fish trendy modern ambiance prime location park avenue south friendly service	ambiance	50--58	1	ambiance avenue
2933	2968_3	nice ambiance nice little bar good bartender francois good service	ambiance	5--13	1	ambiance bar
2306	2923_0	zero ambiance boot	ambiance	5--13	-1	ambiance boot
1719	768_0	if visiting 'll enjoy ambiance fact 's time sq	ambiance	35--43	1	ambiance fact
232	250_0	i understand area folk need not come romantic allure ambiance five star service feature sommelier complicated maze captain back waiter come authentic food taste experience	ambiance	82--90	1	ambiance feature
349	1969_2	the service wine selection ambiance outstanding deserve recognition	ambiance	29--37	1	ambiance outstanding
1249	1987_1	on hand not fool easily find hundred restaurant give service ambiance par alain ducasse food outshine presentation taste choice quality quantity	ambiance	118--126	0	ambiance presentation
2732	2897_1	while sapphire certainly not lack ambiance probably best decor indian restaurant i new york city food not i hop	ambiance	43--51	1	ambiance restaurant
1906	1947_0	the staff accomodating ambiance excite yet relax food world	staff	4--9	1	ambiance staff
1907	1947_1	the staff accomodating ambiance excite yet relax food world	ambiance	31--39	1	ambiance the accomodating excite staff
3169	722_0	i like ambience 's dark original	ambience	11--19	1	ambience 's original
2210	1372_1	service also horrible ambience not great	ambience	34--42	-1	ambience also great service horrible
1838	869_0	the ambience authentic relaxing always receive attentive prompt service	ambience	4--12	1	ambience authentic
2543	3268_0	the ambience calm quiet	ambience	4--12	1	ambience calm
2383	3056_0	however go ambience consider food companion trip across world	ambience	20--28	1	ambience consider
358	2823_0	i highly recommend cafe st bart 's food ambience wonderful service	food	45--49	1	ambience food
3049	928_0	i care food ambience	food	22--26	0	ambience food
359	2823_1	i highly recommend cafe st bart 's food ambience wonderful service	ambience	55--63	1	ambience food bart service st
3050	928_1	i care food ambience	ambience	31--39	0	ambience food care
2137	594_0	the food decent best ambience well 's matter opinion may consider sweet thing i think annoy	food	4--8	0	ambience food the decent
3376	2215_1	the ambience fun price great top fact food really tasty	price	33--39	1	ambience fun price food the
2822	3438_1	the service good ambience good date group outing	ambience	24--32	1	ambience good service
1226	3519_1	the price ambience especially great consider 's west village	ambience	15--23	1	ambience great the price consider
1702	2884_1	while i quite like food ambience i 'm not quite sure really deserve michelin rating display proudly window	ambience	37--45	1	ambience i while sure quite
1773	3493_0	ambience delightful service impeccable	ambience	0--8	1	ambience impeccable
2858	3412_2	this place correct ambience excellent staff make feel like guest friend time	staff	57--62	1	ambience make excellent staff
608	2627_0	the ambience nice service n't great	ambience	4--12	1	ambience nice
2431	1318_0	it not ambience place cramped guest sit aisle	ambience	17--25	-1	ambience not cramped it
2523	3544_0	the ambience romantic definitely good place bring date	ambience	4--12	1	ambience place
1225	3519_0	the price ambience especially great consider 's west village	price	4--10	1	ambience price
3375	2215_0	the ambience fun price great top fact food really tasty	ambience	4--12	1	ambience price
2209	1372_0	service also horrible ambience not great	service	0--7	-1	ambience service
3166	2580_2	if n't food a must service ambience	ambience	63--71	1	ambience service
2857	3412_1	this place correct ambience excellent staff make feel like guest friend time	ambience	31--39	1	ambience staff
2878	186_0	the ambience pretty nice conversation casual lunch would probably best	ambience	4--12	1	ambience the nice
2821	3438_0	the service good ambience good date group outing	service	4--11	1	ambience the outing service
3320	2571_0	ambience cute quaint good business although vacation	ambience	0--8	1	ambience vacation business
360	2823_2	i highly recommend cafe st bart 's food ambience wonderful service	service	78--85	1	ambience wonderful service
2199	2089_1	excellent dumpling serve amid clean chic decor	decor	44--49	1	amid decor serve clean chic
1314	767_1	if live new york city 'll find good food small restaurant outside time square spend half amount	amount	117--123	-1	amount spend half
369	90_1	the prix fixe menu worth every penny get enough quantity and quality	quantity	78--86	1	and enough quantity quality get
1849	2457_0	and staff also young energetic hot	staff	8--13	1	and hot staff
1125	2356_0	and fried clam enough kick make 'em worth eating	fry clam	8--19	1	and make clam fried
224	1110_1	and kruna beverage manager best bartender i yet come across	beverage manager	15--31	1	and manager beverage come kruna
2805	1010_0	and bill outrageous	bill	8--12	-1	and outrageous bill
3295	1302_0	and price high actually think get away charge price terrible food service	price	10--16	-1	and service get price charge think
3296	1302_1	and price high actually think get away charge price terrible food service	price	95--101	-1	and service get price charge think
959	2211_0	and tom kha soup pathetic	tom kha soup	8--20	-1	and soup kha pathetic tom
635	2012_0	while thoroughly enjoy food annoy scream across table conversation	food	32--36	1	annoy food
1479	2582_2	no reservation expensive tip annoy stuff	stuff	50--55	1	annoy reservation stuff
2143	656_0	this must anyone love shabu shabu	shabu shabu	37--48	1	anyone love shabu must
199	3175_0	but say murray 's anything service	service	40--47	0	anything say murray service
3087	2655_0	they could n't even make salad appeal	salad	26--31	-1	appeal salad
2596	3265_0	i must warn reader portion size small especially appetizer plan eat full not intend order chef 's special tasting menu prepare order pay appetizer 1 dish person portion not share main entree cold udon end meal	portion	32--40	-1	appetizer 1 person portion dish size
2604	3265_8	i must warn reader portion size small especially appetizer plan eat full not intend order chef 's special tasting menu prepare order pay appetizer 1 dish person portion not share main entree cold udon end meal	portion	270--278	-1	appetizer 1 person portion dish size
3496	2406_0	for appetizer i recommend shrimp fritter dumpling	appetizer	4--14	0	appetizer for recommend
1690	2702_0	guacamole shrimp appetizer really great filet good n't much like frites come filet good neither u care	guacamole shrimp appetizer	0--26	1	appetizer guacamole shrimp filet
3562	1605_1	i 've pizza time caprese salad appetizer	caprese salad appetizer	34--57	0	appetizer time caprese salad 've
714	1056_0	the appetizing excellent good kabars barney greengrass reasonable price buy pound	appetizing	4--14	1	appetizing excellent
2042	2020_0	we end dinner surprisingly light flaky apple tarte tatin	apple tarte tatin	56--73	1	apple light tatin flaky tarte dinner
2491	2648_1	the food tasty portion size appropriate	portion size	22--35	1	appropriate portion size
1886	1959_0	we wait bar approx	bar	27--30	0	approx bar
3341	1395_0	another plus entree approx	entree	28--35	1	approx entree
1002	2456_0	my first time i happen not like crab croquette apt order happy change without make no big deal	crab croquette apt	47--65	-1	apt order crab croquette
489	368_0	the table next u ask crush grape long overdue bottle wine finally arrive	bottle wine	84--98	0	arrive overdue bottle wine
929	1780_1	despite slightly limited menu everything prepare perfection ultra fresh work food art	food art	102--110	1	art prepare food work fresh ultra
2451	2016_0	we begin cheese fondue artisanal blend add apple kielbasa dip	cheese fondue	18--31	0	artisanal cheese fondue
1892	2028_0	my friend i experience amaze cheese delicious new summer menu artisanal last night	cheese	37--43	1	artisanal cheese i experience amaze my friend
1023	2015_0	my boyfriend i recently early dinner artisanal satisfy experience	dinner	41--47	1	artisanal dinner
1893	2028_1	my friend i experience amaze cheese delicious new summer menu artisanal last night	menu	72--76	1	artisanal menu
805	3353_2	bread beginning super tasty make want pizza delicious come personal size however warn peter 's favourite pizza prosciutto baby arugula actually margarite pizza cold prosciutto baby arugula top like salad	margarite pizza cold prosciutto baby arugula top	220--280	0	arugula peter salad favourite top actually warn prosciutto delicious baby cold margarite pizza
804	3353_1	bread beginning super tasty make want pizza delicious come personal size however warn peter 's favourite pizza prosciutto baby arugula actually margarite pizza cold prosciutto baby arugula top like salad	pizza	74--79	1	arugula top delicious pizza
2716	2529_0	as bar another bad idea	bar	11--14	-1	as bar idea
490	368_1	the table next u ask crush grape long overdue bottle wine finally arrive	grape	45--51	0	ask crush grape
321	3541_0	they n't give u dinner special ask	dinner special	24--38	-1	ask dinner u special give
2174	8_0	the service terrible wait everything ask several different people thing allow serve	service	4--11	-1	ask everything the service
599	491_1	pastrami corn beef juicy pile high ask extra rye bread	rye bread	64--73	1	ask extra rye bread
3433	1627_0	volare virgins weekly regular everyone get treat ca n't ask service friendly	service	112--119	1	ask friendly service
3158	2779_0	my host ask appetizer group waiter give u not order item not order	host	3--7	0	ask host my
3072	1417_0	i order lassi ask 4 time never get	lassi	12--17	0	ask lassi i order
2375	347_1	also n't plan ask favorite roll 's not menu ca n't	menu	70--74	-1	ask menu ca not roll
3066	390_0	would ask no oil next time	oil	24--27	-1	ask oil no
835	3554_0	happen ask real naan	naan	35--39	0	ask real naan
2461	1951_1	even though restaurant pack seat promptly even ask table upstairs no problem	seat	47--53	1	ask restaurant pack seat
1717	62_0	always ask bartender seasonal beer	seasonal beer	34--47	1	ask seasonal beer bartender
1645	163_1	we could n't carry conversation routinely interrupt waitress servant ask u order hinting 're take much time amazing sit	servant	84--92	-1	ask servant interrupt waitress
2686	1954_0	i suggest ask seat upstairs look little cozy	upstairs	33--41	1	ask upstairs
296	3202_0	we particular sushi please every choice include ceviche mix special crab dumpling assort sashimi sushi roll two type sake banana tempura	sushi	29--34	1	assort sushi please roll sashimi
300	3202_4	we particular sushi please every choice include ceviche mix special crab dumpling assort sashimi sushi roll two type sake banana tempura	sushi	147--152	1	assort sushi please roll sashimi
299	3202_3	we particular sushi please every choice include ceviche mix special crab dumpling assort sashimi sushi roll two type sake banana tempura	assort sashimi	129--145	1	assort sushi sashimi
859	882_0	while ambiance atmosphere great food service could lot well	ambiance	10--18	1	atmosphere ambiance
860	882_1	while ambiance atmosphere great food service could lot well	atmosphere	23--33	1	atmosphere ambiance service lot
2555	1894_3	the place bistro mean simple dish wine serve efficiently bustling atmosphere	atmosphere	91--101	1	atmosphere bustling efficiently
3258	1162_0	good atmosphere combination hot music dress code relatively strict except fridays	atmosphere	5--15	1	atmosphere combination
1387	1904_0	i n't complain i like atmosphere much	atmosphere	31--41	1	atmosphere complain like
3370	3071_0	cozy romantic atmosphere around 15 table	atmosphere	14--25	1	atmosphere cozy romantic
22	2200_0	the design atmosphere good	design	4--10	1	atmosphere design
2885	702_1	we love food drink atmosphere	drink	18--24	1	atmosphere drink
241	3686_0	eating atmosphere save desk 's disappointing experience	atmosphere	15--25	1	atmosphere eating experience
661	2901_2	while $ 20 entree range not overly expensive new york city definitely well food range sapphire despite 's lovely atmosphere likely not restaurant i return	entree range	14--26	1	atmosphere entree return $ food while range sapphire 20 's
1723	524_0	love atmosphere felt like i paris	atmosphere	9--19	1	atmosphere felt love
2901	959_1	the service friendly atmosphere casual	atmosphere	33--43	1	atmosphere friendly service
72	2983_1	nice atmosphere service pleasant desert good	service	21--28	1	atmosphere good desert service nice
23	2200_1	the design atmosphere good	atmosphere	15--25	1	atmosphere good design the
1820	94_2	excellent atmosphere delicious dish good friendly service	service	57--64	1	atmosphere good friendly service
757	556_2	i amaze poor reviews i find place standout italian area flood italian great price great atmosphere good service wonderful wine list	service	144--151	1	atmosphere good service i list flood
756	556_1	i amaze poor reviews i find place standout italian area flood italian great price great atmosphere good service wonderful wine list	atmosphere	127--137	1	atmosphere great service
1804	1281_0	great atmosphere worth every bit	atmosphere	6--15	1	atmosphere great worth
2221	2718_1	the first time i go completely take live jazz band atmosphere i order lobster cobb salad	atmosphere	74--84	1	atmosphere i jazz band live take
2122	1218_0	of course atmosphere lack expect 24 hour bagel place anyways	atmosphere	15--25	-1	atmosphere lack
425	318_0	the atmosphere great look laid back scene inexpensive way spend weekend afternoon	atmosphere	4--14	1	atmosphere look
2742	1724_0	but best part ls late night atmosphere delightfully free bts	atmosphere	45--55	1	atmosphere ls bts
112	598_0	the atmosphere unheralded service impedible food magnificent	atmosphere	4--14	1	atmosphere magnificent the service
1554	2267_0	good dark atmosphere music nice touch	atmosphere	11--21	1	atmosphere music
40	270_1	from incredible food warm atmosphere friendly service downtown neighborhood spot n't miss beat	atmosphere	38--48	1	atmosphere neighborhood
930	742_0	the outdoor atmosphere sit sidewalk watch world go 50 foot away 6th avenue cool evening wonderful	outdoor atmosphere	4--22	1	atmosphere outdoor the sit
2176	1713_0	other little crowded bit overpriced atmosphere fill energy beautiful people course food surprising good	atmosphere	60--70	1	atmosphere people
531	1652_2	otherwise place great service price nice friendly atmosphere	atmosphere	71--81	1	atmosphere place friendly
3492	1398_2	delicious food excellent service pretty atmosphere make great choice dinner $ 5 99 lunch buffet make even good choice lunch	atmosphere	48--58	1	atmosphere pretty service food make delicious excellent
2583	690_0	for price dress atmosphere expect get	price	10--16	-1	atmosphere price
367	3477_1	joya use cool spot decent food colorful not relax atmosphere	atmosphere	79--89	1	atmosphere relax
71	2983_0	nice atmosphere service pleasant desert good	atmosphere	5--15	1	atmosphere service
2191	584_0	rao 's best service atmosphere nyc	service	19--26	1	atmosphere service
2637	843_1	a restaurant n't try anything except serve great food great service pleasant atmosphere	service	80--87	1	atmosphere service
3491	1398_1	delicious food excellent service pretty atmosphere make great choice dinner $ 5 99 lunch buffet make even good choice lunch	service	26--33	1	atmosphere service
2861	1394_0	the atmosphere much good sripraphai modern sleek	atmosphere	4--14	1	atmosphere sleek the sripraphai
2139	2871_0	leon east village gem casual hip well prepared basic french bistro fare good special warm lively atmosphere	special	95--103	1	atmosphere special
1283	729_0	the atmosphere n't great i suppose 's keep price	atmosphere	4--14	0	atmosphere suppose the keep
3343	2987_1	the food delicious atmosphere relax adopt plate 347 secret second	atmosphere	28--38	1	atmosphere the delicious relax
113	598_1	the atmosphere unheralded service impedible food magnificent	service	34--41	1	atmosphere unheralded service
2734	872_0	i would highly recommend place anyone look casual atmosphere whisk away left bank river seine	atmosphere	67--77	1	atmosphere whisk casual
2564	204_1	though undoubtedly seat table seem like barely enough room no matter size party warm atmosphere worth cramped quarters 'll fun forget tight spot 're	atmosphere	139--150	1	atmosphere worth
471	925_0	the service attentive	service	4--11	1	attentive service
3224	1818_0	service friendly attentive	service	0--7	1	attentive service
1920	3186_0	the staff attentive smile face	staff	4--9	1	attentive staff
2038	3513_1	the service poor restaurant poorly lit staff not attentive i would rather eat mcdonald 's joint	staff	45--50	-1	attentive staff
2919	214_0	waitstaff great attentive	waitstaff	0--9	1	attentive waitstaff
538	778_1	a the service good excellent along attitude	attitude	55--63	1	attitude along service
1922	52_1	no dress code no attitude plenty comfort companionship great place relax always busy midtown	attitude	19--28	1	attitude place
3123	3247_1	my wife i also enjoy spinach shanghai low mein attraction	shanghai low mein	44--61	1	attraction shanghai low mein
773	2280_1	the restaurant not large seem several round table accomodate large group hop save buck eat authentic taiwanese	taiwanese	141--150	1	authentic taiwanese eat
396	2212_0	if want good authentic thai place not place go	thai	27--31	-1	authentic thai good place
725	191_1	oh yes lie phone claim seat garden course seat not available	seat	96--101	0	available claim garden lie phone seat course
3574	564_0	we tell book solid no table available	table	54--59	-1	available table no
3503	930_1	try times square cocktail ginger lemonade vodka also available without vodka	ginger lemonade vodka	33--59	1	available vodka square cocktail lemonade ginger try without
1352	3205_3	hard serve fresh fish trendy modern ambiance prime location park avenue south friendly service	location	66--74	1	avenue location
908	2487_0	you get excellent meal many indian restaurant nearby lexington avenue cost one dainty dish	meal	25--29	1	avenue meal
2026	1734_0	service average	service	0--7	0	average service
2643	2778_0	found service average could 13 u	service	6--13	1	average service
2663	2773_0	slightly average wine start $ 70 one selection list $ 30	wine	23--28	-1	average slightly wine
3274	2109_1	the sushi average average wait service always sub par atmosphere go nice really irritate sit area beyond kitchen acoustic horrid everything echo extremely loud	wait service	54--66	-1	average sub service wait
3273	2109_0	the sushi average average wait service always sub par atmosphere go nice really irritate sit area beyond kitchen acoustic horrid everything echo extremely loud	sushi	4--9	-1	average sushi
1527	1191_1	knowledge chef waitress average	waitress	30--38	-1	average waitress
884	1940_0	super friendly knowledgable staff fabulous bistro fare wonderful jazz brunch great live jazz chilaquiles awesome	staff	32--37	1	awesome knowledgable chilaquiles super friendly staff
284	2377_0	the food awful atrocious actually	food	4--8	-1	awful food the
309	345_0	the service awful	service	4--11	-1	awful the service
907	339_0	the sushi awful	sushi	4--9	-1	awful the sushi
1882	2458_0	it 's perfect restaurant ny life style get cool design awsome drink food lot 's good look people eat hang pink bar	design	59--65	1	awsome design
1883	2458_1	it 's perfect restaurant ny life style get cool design awsome drink food lot 's good look people eat hang pink bar	drink	74--80	1	awsome drink eat get
1368	1279_0	awsome pizza especially margherita slice	pizza	7--12	1	awsome slice margherita pizza
148	439_0	some baby pizzas get wish	baby pizza	5--16	0	baby pizzas
151	433_0	vt baby pizzas hope grow	baby pizza	11--22	0	baby pizzas
750	119_0	check secret back room	secret back room	14--30	1	back secret check room
3007	71_3	the pizza wine excellent the service really made place backyard din area	backyard din area	91--111	1	backyard din made place area
1024	3692_0	but n't ever order bacon late nite either platter sandwich matter n't take place morning frying turn hard almost like back hurt molar	bacon	21--26	-1	bacon nite
1643	3470_0	and forget read atmosphere n't bad either	atmosphere	39--49	0	bad atmosphere
3030	1295_0	the counter service bad	counter service	4--19	-1	bad counter the service
2123	1218_1	of course atmosphere lack expect 24 hour bagel place anyways	bagel	76--81	0	bagel anyways
554	2178_0	personal favorite everything bagel lox spread bale unbelievably good	bagel lox spread	38--59	1	bagel bale spread lox
2060	2154_0	they best bagel i 've	bagel	18--24	1	bagel best they ve
743	3170_1	good spread great beverage selection bagel really tasty	beverage selection	20--39	1	bagel beverage selection
2925	2153_0	we live new jersey whenever go new york city buy bagel eat hot freeze tell i call order 'd bring car i would n't look parking	bagel	67--73	0	bagel buy
2902	2172_0	when i live upstate i would buy freeze bagel would still good else	bagel	56--62	0	bagel buy freeze
2723	2167_1	the worker also absolutely load bagel cream cheese get little messy	bagel	43--48	0	bagel cheese
2342	1052_0	good bagel good cream cheese	bagel	5--11	1	bagel cheese good
2343	1052_1	good bagel good cream cheese	cream cheese	21--33	1	bagel cheese good cream
3173	1231_0	pick bagel best bagel city	bagel	26--32	1	bagel city best
2118	1062_1	only drawback wo n't toast bagel n't make egg bagel	egg	65--69	-1	bagel egg
1317	3157_2	try olive cream cheese lox spread whole wheat everything bagel	bagel	73--78	0	bagel everything spread
2819	3172_0	i complete total bagel experience lightly toast	bagel	21--26	1	bagel experience
723	2152_0	the bagel fabulous	bagel	4--10	1	bagel fabulous
2717	3167_0	their bagel fine little overcooked not really 'special ' bagel experience	bagel	84--89	0	bagel fine experience
2018	3154_0	i love visit murrays bagel fix	bagel	31--36	1	bagel fix
742	3170_0	good spread great beverage selection bagel really tasty	spread	5--12	1	bagel good spread
98	1215_0	great bagel spread good place hang	bagel	6--12	1	bagel great spread
3573	2169_0	i grow bagel	bagel	19--25	1	bagel grow
1664	1216_0	great place grab hot bagel way work	hot bagel	22--31	1	bagel hot work
3214	2165_0	the bagel huge	bagel	4--9	0	bagel huge
2580	1067_0	compared ess a tal offer less doughy bagel	bagel	44--49	-1	bagel less doughy offer
552	1055_0	great bagel make old fashioned way	bagel	6--12	1	bagel make great
334	2158_0	ess a bagel either sty town midtown far best bagel ny	bagel	63--68	1	bagel midtown ny either sty
639	1059_0	delicious bagel especially right oven	bagel	10--16	1	bagel oven delicious
1121	3169_0	also little expensive average bagel place	bagel	47--52	0	bagel place
2946	2156_0	the bagel also reasonably price nyc	bagel	4--10	1	bagel reasonably the
937	2157_0	growing ny i eat share bagel	bagel	43--49	0	bagel share eat
99	1215_1	great bagel spread good place hang	spread	14--21	1	bagel spread hang
2864	2159_0	the bagel always warm soft inside crispy outside enormous size	bagel	4--10	1	bagel the crispy
2644	1227_0	bagels ok sure not make special request	bagels	0--6	0	bagels ok
1034	443_4	pizza pizza nyc not additional topping crust taste like best freshly bake bread	bread	119--124	1	bake freshly best bread
2220	2718_0	the first time i go completely take live jazz band atmosphere i order lobster cobb salad	live jazz band	55--69	1	band atmosphere jazz live
1898	2508_0	love jazz band fri sat	jazz band	9--19	1	band fri jazz
3176	3666_2	yes wait seat small no wait area seat bar take	bar	101--104	0	bar area no seat take wait
2525	3688_0	it far popular bar restaurant table waiter bartender greatly enjoy unobtrusive atmosphere	bar	28--31	1	bar bartender
1530	1879_0	it save walk wait table often noisy crowd bar dinnertime	bar	72--75	-1	bar dinnertime
