	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
60	2622_1	reason whi it s becaus when you buy it you know first thing that you will not lose ani valu for that laptop the price will stay the same for the next year and even if appl do decid to chang mode your laptop valu will onli drop 10 20 % unlik pc laptop which drop more than 80 %	price	117--122	1	the price stay the same the	0.0
61	926_0	but guess what you have to buy an extern dvd drive it doesn t have a build in type the notebook can t be use becaus it doesn t read anyth for an extern drive	extern dvd drive	37--55	-1	have buy an extern dvd drive it have it read for an extern drive	0.0
62	1986_0	i have to re instal window within two week of the purchas and soon discov crack in the screen hing	window	20--27	-1	instal window week	0.0
63	2837_0	the mous be way way way to sensit	mous	4--9	-1	the mous be way way way to sensit	0.0
64	1691_1	the paint wear off easili due to the keyboard be farther back than usual	keyboard	38--46	-1	wear off easili due to the keyboard	1.0
65	878_0	the tech store i purchas thi from send it back eventu i get a new or repair machin approxim 3 week later	tech store	4--14	-1	the tech store purchas get a new	0.0
66	956_0	i send it back and find thi time that the batteri be faulti so i get a new one and some other fix they find	batteri	46--53	-1	the batteri faulti	-1.0
67	1964_0	thi comput be so challeng to carri and handl	carri	36--41	-1	comput be so challeng to carri and handl	1.0
68	367_0	i be addict to photo booth	photo booth	17--28	1	addict to photo booth	0.0
69	1716_1	there be a littl difficulti do the migrat a the firewir cabl system can t be use with the ibook	ibook	102--107	0	the the use with the ibook	0.0
70	80_0	great laptop that offer mani great featur	featur	36--44	1	offer mani great featur	1.0
71	712_0	i love my appl it be quick and easi to use	use	41--44	1	love it be quick and easi to use	1.0
72	1192_1	the other lock up problem be from a myriad of caus the most common be a corrupt version of applework which can render the browser useless	browser	133--140	-1	the most common render the browser useless	-1.0
73	2574_0	i play a lot of casual game onlin and the touchpad be veri respons	touchpad	45--53	1	play the touchpad be veri respons	1.0
74	1819_2	it didn t come with ani softwar instal outsid of window medium but for the price i be veri pleas with the condit and the overal product	price	81--86	1	didn for the price i be veri pleas the condit the	1.0
75	1399_1	the graphic be aw and the wireless switch it at the top rather than the side which i be use to it be on the side	wireless switch	31--46	-1	the graphic be aw and the wireless switch it the top the side be it be the side	-1.0
76	1377_0	you know use the comput should be fun not aggrav especi when you be play game or work with photo	play game	85--98	0	be aggrav when you be play game or work	1.0
77	1582_0	crisp screen great batteri life and plenti of storag	screen	6--12	1	crisp screen great life and plenti	1.0
78	76_1	i even get my teenag son one becaus of the featur that it offer like ichat photobooth garag band and more	ichat	77--82	1	offer ichat photobooth band and more	0.0
79	277_0	the internet be lock and freez everi time it be tri to be use and the command prompt would not work at all	internet	4--12	-1	the internet lock	0.0
80	207_1	learn all of the keyboard shortcut onli take a few minut to get use to a some of the shortcut be the same on window machin	shortcut	93--102	0	of the some of the shortcut the same machin	0.0
81	2214_0	the program come with the comput and work beauti	program	4--11	1	the program come	0.0
82	115_0	the batteri life befor the batteri complet die of cours leav much to be desir	batteri life	4--16	-1	the batteri life the batteri die leav much desir	-1.0
83	2909_0	have have mani higher price comput crash and burn long befor ever get to use all that great memori and speed etc	memori	96--102	-1	use all that great memori	1.0
84	2808_3	cord come out the right for power plu cord come out front for headphon mic plu network connect on left make for a veri messi setup with cord go everi direct	mic	80--83	-1	for front for headphon mic for	0.0
85	2649_1	the processor scream and becaus of the uniqu way that appl osx 16 function most of the graphic be rout through the hardwar rather than the softwar	osx 16	64--70	1	that appl osx 16 function	0.0
86	634_0	i respond that i do not have the old comput and thi way i would lose the data on my hard drive	hard drive	87--97	-1	lose on my hard drive	-1.0
87	1259_0	acer be no help and garmin could not determin the problem after spend about 2 hour with me so i return it and purchas a toshiba r700 that seem even nice and i be abl to load all of my softwar with no problem	softwar	200--208	1	all of my softwar	0.0
88	2918_0	if you check you will find the same notebook with the abov miss port and a dual core amd or intel processor	port	68--73	0	find the with the abov miss port and dual amd	-1.0
89	779_0	thi be my first dell i hear their custom servic be lack and that they be work on improv it	custom servic	36--52	-1	hear their custom servic	0.0
90	1937_0	i get it back and my build in webcam and build in mic be short out anytim i touch the lid mind you thi be my mean of commun with my fianc who be deploy but i suffer thru it and would constantli have to reset the comput to be abl to use my cam and mic anytim they go out	build in webcam	21--36	-1	get and my build in webcam and build in mic be short anytim mind be my my be deploy and be abl use my and mic anytim	0.0
91	1378_0	window also shut the comput down for no reason without warn	window	0--7	-1	window shut	0.0
92	2561_2	i wish iwork or ms offic come with the mac but ms offic doesn t even come with most pc laptop	ms offic	49--58	-1	iwork ms offic ms offic doesn	0.0
93	2573_1	i upgrad the memori and replac the base window 7 starter to win 7 home and it run just fine	window 7 starter	44--61	0	the replac the base window 7 starter 7 home	0.0
94	2447_0	it fast have high definit qualiti in the video	high definit qualiti	14--37	1	have high definit qualiti video	0.0
95	899_0	the comput itself be fast run smoothli and have no problem	run	30--33	1	comput itself be fast run smoothli and have	0.0
96	908_0	also my sister get the exact same laptop sinc they be so cheap and after 8 month the screen split in half just from everyday use	screen	93--99	-1	the the screen split	0.0
97	1812_0	the differ be it s a whole lot of fun use the laptop now still learn the appl navig but be fun and come with a lot of cool app	appl navig	83--99	0	the learn the appl navig	0.0
98	462_0	unabl to boot up thi brand new laptop	boot up	10--17	-1	unabl to boot up new laptop	0.0
99	678_1	and plenti of storag with 250 gb though i will upgrad thi and the ram	ram	69--72	0	thi the ram	0.0
100	2510_0	wait for the i7 be well worth it great valu for the price	price	58--63	1	for the great valu for the price	1.0
101	120_0	the dvd drive randomli pop open when it be in my backpack as well which be annoy	dvd drive	4--13	-1	the dvd drive pop	0.0
102	1964_1	thi comput be so challeng to carri and handl	handl	46--52	-1	challeng carri handl	1.0
103	1696_1	the size be perfect and i do not recommend anyth big except for ani person who can exceed the limit space it give you	space	107--112	-1	exceed the limit space give	-1.0
104	255_0	there be a small red circl next to it with a x in the middl and when i click on it it say consid replac your batteri and it do not hold full charg	batteri	121--128	0	replac your batteri	0.0
105	3062_2	the screen be nice and the imag come veri clear the keyboard and the fit just feel right	fit	73--76	1	the the keyboard the fit	1.0
106	38_1	in the shop these macbook be encas in a soft rubber enclosur so you will never know about the razor edg until you buy it get it home break the seal and use it veri clever con	edg	108--112	-1	the encas know about the razor edg get the con	0.0
107	1110_0	go to bring it to servic today	servic	21--28	0	to bring to servic today	0.0
108	219_0	the macbook be small enough to be veri portabl yet hold ton of inform and perform	perform	83--94	1	inform perform	0.0
109	2933_0	the graphic be great	graphic	4--12	1	the graphic be great	1.0
110	3047_0	bewar their staff could send you back make you feel that onli they know what a comput be	staff	15--20	-1	their staff send	0.0
111	2540_1	the program be say to use and be quick to process thi comput work like a charm	use	25--28	1	be say to use be quick to process	0.0
112	2680_0	again decent comp for the price and i be in need of one quickli a my other laptop die on me	price	27--32	1	decent comp for the price and i	0.0
113	2619_1	everyth i have tri have work and i never have to carri the wall charger caus the batteri be so awesom	batteri	88--95	1	the caus the batteri be so awesom	1.0
114	388_2	the processor be veri quick and effect a i load webpag and applic	load	47--51	1	quick load webpag	0.0
115	1225_0	the comput be ship to their repair depot on june 24 and return on juli 2 seem like a short turn around time except the comput be not repair when it be return	repair depot	34--46	0	comput be ship to their repair depot june return seem except comput be not repair be return	0.0
116	2603_0	i be most impress with the program includ the iphoto	program	29--40	1	i be most impress with the program includ the	1.0
117	1152_0	then the hard drive fail	hard drive	9--19	-1	then the hard drive fail	-1.0
118	2242_0	the graphic be stun	graphic	4--12	1	the graphic stun	0.0
119	1174_1	i also purchas applecar for $ 300 which be a three year extend warranti sinc i ve never see ani laptop that last more than two	extend warranti	63--80	0	purchas applecar extend warranti	1.0
120	2380_1	previou laptop be pc s still have them but the mac osx be a clean and smooth oper system	oper system	83--99	1	be osx be a clean and smooth oper system	1.0
121	2541_2	the onli fact i dont like about appl be they gener use safari and i dont use safari but after i instal mozilla firefox i love everi singl bit about it	mozilla firefox	110--125	1	i i i mozilla firefox i	0.0
122	331_1	it have a 10 hour batteri life when you re do web brows and word edit make it perfect for the classroom or offic and in term of game and movi play it ll have a batteri life of just over 5 hour	batteri life	180--192	1	have a 10 hour batteri life have a batteri life hour	0.0
123	3041_0	processor when compar to my 3 week old earli 2011 edit there i bare experi ani differ in perform 2 3 ghz v s 2 4 ghz	processor	0--9	0	processor experi	0.0
124	1776_0	the macbook arriv in a nice twin pack and seal in the box all the function work great	twin pack	30--42	1	arriv in a nice twin pack and seal in	1.0
125	1438_4	extern the key on my keyboard be fall off after a few use the paint be rub off the button below the mous pad and where the heal of my hand sit and the screen have a terribl glare	paint	73--78	-1	the the paint rub the the the the	0.0
126	455_1	itun be a handi music manag program and it be essenti for anyon with an ipod	program	35--42	1	itun be a handi music manag program and it be essenti anyon ipod	0.0
127	1358_0	becaus we do not purchas the extend warranti in time we be on the hook for the repair	extend warranti	32--49	-1	purchas the extend warranti the the	0.0
128	2672_0	the price be great for thi model i onli plan on use it for medium in the entertain room	price	4--9	1	the price be great model plan	1.0
129	2923_0	the batteri life seem to be veri good and have have no issu with it	batteri life	4--16	1	the batteri life seem to be veri good and have have	1.0
130	1028_0	or the cursor would show up some place els	cursor	7--13	-1	the cursor show	0.0
131	98_0	it take sever week just to get them to acknowledg that i own the warranti	warranti	71--79	-1	own the warranti	0.0
132	2974_0	it run veri quiet too which be a plu	run	3--7	1	it run veri quiet too plu	0.0
133	2004_1	if you realli want a bang up system and don t need to run window applic go with an appl	window applic	58--78	0	run window applic	0.0
134	1457_0	i must keep it plug in at all time becaus it will not keep a charg for long than four minut	charg	68--74	-1	keep keep a charg minut	0.0
135	1992_1	anyway in earli juli of thi year the dvd burner stop work and the comput star have issu with power suppli	power suppli	111--123	-1	have with power suppli	0.0
136	1717_1	the ibook backup also use a firewir connect	firewir connect	31--50	0	use a firewir connect	0.0
137	1172_0	i order through macmal which save me the sale tax i would have incur buy local	sale tax	46--55	1	save the sale tax	1.0
138	1057_0	acer have set me up with free recoveri disc when they be avail sinc i ask	recoveri disc	29--43	1	up with free recoveri disc	1.0
139	1733_0	game be the main issu	game	0--5	-1	game main issu	0.0
140	1366_1	after the warrenti expir the hard drive go bad and it would have cost more to fix then to replac	hard drive	33--43	-1	the expir the hard drive	-1.0
141	1796_0	despit the claim of the appl apologist a vice of which i be recent myself reform the intern of mac laptop be no differ from pc at thi point	intern	95--104	-1	the the be reform the intern laptop be no differ pc point	-1.0
142	552_0	overal poor featur averag perform poor batteri life excel price valu poor	featur	16--24	0	featur averag	0.0
143	1587_0	it be in the best condit and have a realli high qualiti	qualiti	50--57	1	have a realli high qualiti	0.0
144	697_0	the 13 macbook pro just fit in my budget and with free ship and no tax to ca thi be the best price we can get for a great product	ship	57--65	1	budget and with free ship and tax	1.0
145	1740_1	the materi thi pro be make out of seem a lot nicer than ani pc spec like i say thi perform a lot well than ani comput i ve have in the past	spec	68--73	-1	nicer than pc spec than have	1.0
146	2795_0	at first it work well for a month or so then the system board fail and i send it in to toshiba some complaint and three week later i then receiv my laptop back onli to discov that it still have the same problem so now i have to send it back again to get it fix again	system board	51--63	-1	so then the system board then the so	0.0
147	1867_2	i think part of the problem with thi comput be vista yet i know vista isn t the entir issu becaus my late purchas be my acer and it also have vista i should have wait the few month to get the next oper system	oper system	211--227	0	the the the get the next oper system	0.0
148	1928_1	after about a week i final get it back and be tell that the motherboard have fail and so they instal a new motherboard	motherboard	114--125	0	a the motherboard fail instal a new motherboard	-1.0
149	2093_0	i love a pc but i be readi for a chang and tire of the window system	window system	60--74	-1	i love i be readi chang and tire of the window system	1.0
150	1730_0	it small enough where i can take it pretti much anywher but still have a big enough screen to get everyth do	screen	86--92	1	small enough take have a big enough screen get	0.0
151	1149_0	i have alway use pc and be constantli frustrat by the crash and the poorli design oper system that be never veri intuit	oper system	93--110	-1	have be poorli design oper system that be never veri intuit	0.0
152	490_0	but soni say we could send it back and be charg for add the bluetooth an addit seventi someth dollar	add the bluetooth	55--75	-1	charg for add the bluetooth	0.0
153	260_0	oh yeah and if the fanci webcam break guess who you have to send it to to get it fix	webcam	26--32	-1	the fanci webcam break	0.0
154	392_0	i custom order the machin from hp and could not understand the techi due to hi accent	techi	66--72	-1	the understand the techi due accent	0.0
155	1366_0	after the warrenti expir the hard drive go bad and it would have cost more to fix then to replac	warrenti	12--20	0	the warrenti expir the	0.0
156	1071_0	i contact acer and they be give me free recoveri dvd so don t go and pay for them just ask for them and they should give them to you	recoveri dvd	45--58	1	give free recoveri dvd give	1.0
157	388_1	the processor be veri quick and effect a i load webpag and applic	applic	65--77	0	quick webpag applic	0.0
158	1179_1	first you ll discov that the word process program know a applework rare translat perfectli on anyon els s comput if it translat at all	word process program	32--55	-1	the word process program know	0.0
159	1746_4	screen keyboard and mous if you cant see yourself spend the extra money to jump up to a mac the beauti screen respons island backlit keyboard and fun multi touch mous be worth the extra money to me alon	multi touch mous	165--182	1	screen keyboard mous beauti screen respons backlit keyboard fun multi touch mous worth	1.0
160	1960_0	all in all a veri disappoint experi except that i learn how good the geek squad be and also custom servic	custom servic	102--118	1	how good be also custom servic	1.0
161	1819_1	it didn t come with ani softwar instal outsid of window medium but for the price i be veri pleas with the condit and the overal product	window medium	54--67	0	outsid of window medium	0.0
162	2954_0	it be load with program that be of no good for the averag user that make it run way to slow	program	18--26	-1	be load with program that be no good averag user that	1.0
163	357_0	keyboard be reason size	keyboard	0--8	1	keyboard be reason size	0.0
164	2236_3	also you may need to charg it onc a day if for medium use everi thing fast and easi with mac the size and look be the most featur that attract me to it	charg	21--27	0	need to charg it day thing fast and easi and look to it	1.0
165	1470_0	the comput will constantli be get hot and burn your leg unless you go through the hassl of take off the entir back of it just to clean out the fan	fan	156--159	-1	the the clean the fan	1.0
166	1372_0	we have have numer problem with vista such a adob flash player just quit and have to be uninstal and then reinstal internet explor just quit and you lose whatev you be work on also the same window updat have appear on thi comput sinc we get it and have be updat probabl 400 time the same updat	vista	37--42	-1	numer problem with vista	-1.0
167	1745_0	though the pictur video and music softwar be nowher close to profession grade softwar im use to cs5 but do the job for beginn and even intermedi medium design	music softwar	31--45	-1	pictur music softwar close to profession grade softwar to	0.0
168	1373_1	i notic window have a new system call window 7 what about u vista user they should get all the bug out of vista befor invest in a new system	vista	67--72	0	vista user get of vista	0.0
169	2291_0	there be no need to open a program first and the click open or import	program	27--34	1	open a program open	0.0
170	1595_3	it pretti fast and do not have hiccup while i be use it for web brows upload photo watch movi 720p on occas and creat present	creat present	137--159	1	use creat present	1.0
171	1376_0	it seem they could have updat xp and do without creat vista	xp	33--35	1	updat xp	1.0
172	1620_0	i will never go back to window	window	24--31	-1	go to window	0.0
173	400_2	the qualiti engin design and warranti be superior cover damag from drop the laptop	warranti	36--44	1	design warranti be superior damag laptop	1.0
174	2660_0	the bodi be a bit cheapli make so it will be interest to see how long it hold up	bodi	4--8	-1	the bodi be bit make so it will be interest see it	1.0
175	2534_1	but the machin be awesom and ilif be great and i love snow leopard x	snow leopard x	57--71	1	but machin be awesom and ilif be great and love snow leopard	1.0
176	2187_1	compar to similarli spec d pc thi machin be good valu well build and work easili right out of the box	build	67--72	1	good valu well build	1.0
177	2225_1	i also enjoy the fact that my macbook pro laptop allow me to run window 7 on it by use the vmware program	vmware program	95--109	0	the use the vmware program	0.0
178	374_3	love the graphic awesom program includ garageband and realli cool default background	default background	76--94	1	garageband realli cool default background	1.0
179	1192_0	the other lock up problem be from a myriad of caus the most common be a corrupt version of applework which can render the browser useless	applework	101--111	-1	myriad of corrupt version of applework	0.0
180	1494_0	i make a photo book a a gift on my comput push buy and it draw from my itun account and send the book to my hous the book be of perfect qualiti exactli how i have creat it and look good than i have even imagin	itun	80--86	0	itun account	0.0
181	995_0	it do fairli well other than it s poor perform overheat and occasion blue screen	perform	41--52	-1	do other than it s poor perform overheat and occasion blue screen	-1.0
182	1564_0	the display be awesom	display	4--11	1	the display be awesom	1.0
183	2749_0	love that it doesn t take up space like a regular comput	space	29--34	1	take space regular comput	0.0
184	577_1	it give me the power and speed that i need to run all the program i use to edit	speed	26--31	1	power speed	0.0
185	1037_0	the driver updat don t fix the issu veri frustrat	driver updat	4--18	-1	the driver updat don	0.0
186	61_0	what i d like be for the laptop to run well without have to purchas addit memori	memori	82--88	-1	purchas addit memori	0.0
187	27_0	the eas of set up be terrif	set up	12--18	1	eas of set up terrif	1.0
188	2407_1	you can even run a parallel type program easili and run ani leftov pc softwar that you absolut can not be without	softwar	73--81	1	run run ani leftov pc softwar	0.0
189	3055_1	it have a 1 ghz faster processor and a stock 500gb hard drive	500gb hard drive	45--61	1	stock 500gb hard drive	-1.0
190	515_1	they say that my comput be cover on an extend warranti and that product with extend warranti be take care of through third parti and not soni itself anymor	extend warranti	88--107	0	cover on an extend warranti product with extend warranti	0.0
191	237_2	i have my iwork itun email ms offic network and printer set up and complet work perfectli within an hour	ms offic	32--41	1	itun ms offic	0.0
192	1574_1	i love the oper system and the preload softwar	preload softwar	36--54	1	the system the preload softwar	0.0
193	464_0	they go through ask me open up variou compon take batteri out hard disk apart and after 2 hour on phone could not fix it	batteri	63--70	0	take batteri	0.0
194	1878_2	1 you can not chang your desktop background window s 7 starter do not support that function	function	87--95	-1	support that function	1.0
195	3034_0	if you buy thi don t go into it expect 7 hr of batteri life and you ll be perfectli satisfi	batteri life	57--69	-1	hr of batteri life	0.0
196	2509_1	not onli be the version of these program abl to be save work on and open on both a pc and mac the version of these program on a mac be graphic and function superior	program	127--135	1	be version of these program abl be save and and mac version of these program mac be graphic and function superior	1.0
197	84_2	while i mostli use it for email internet and game i m confid all other applic live up to the high standard i ve come to appreci from mac laptop	game	46--52	0	email game	0.0
198	3007_0	the onli problem be that i have to add 1 gb ram the comput be kinda slow	ram	43--46	-1	add 1 gb ram	0.0
199	2976_0	they onli stay charg a littl over an hour	charg	15--22	-1	stay charg a littl over hour	0.0
200	2636_0	the key bind take a littl get use to but have love the macbook pro	key bind	4--16	-1	the key bind take the	0.0
201	2233_0	u can do what u want in just few second even to start up your comput take few second	start up	50--58	1	want even to start up comput	1.0
202	823_1	it get stick all of the time you use it and you have to keep tap on it to get it to work	work	92--96	-1	get to to get to work	0.0
203	1926_1	again in februari my comput complet fail to the point that it could not load window so i contact acer to get it fix thru my warrenti and it take about 3 day fight on the phone with agent and it seem a though none of them speak english	warrenti	136--144	0	my it get it fix thru my warrenti it it	0.0
204	3022_0	it s still beauti and have good color reproduct than i could ever expect from a notebook	color reproduct	36--54	1	beauti have good color reproduct expect	1.0
205	454_0	the build in webcam be great for skype and similar video chat servic	build in webcam	4--19	1	the build in webcam be great skype and similar video servic	1.0
206	2385_0	i ve be impress with the batteri life and the perform for such a small amount of memori	batteri life	29--41	1	impress with the batteri life and the perform	1.0
207	2381_0	still test the batteri life a i think it would be good but be veri happi with the upgrad	batteri life	18--30	-1	test the batteri life the	0.0
208	1072_0	newer s rma servic be great a alway i contact them late friday night and they issu me an rma number and a prepaid up ship label the veri next morn on saturday	rma servic	9--20	1	s rma servic be great alway rma number	1.0
209	144_1	i think the price be great for the spec	spec	38--43	1	think the price be great for the spec	1.0
210	1543_0	i wipe nearli everyth off of it instal openoffic and firefox and i be oper an incred effici and use machin for a great price	openoffic	47--57	0	instal openoffic and firefox and effici and use	1.0
211	496_2	set would chang for some reason the screen size would chang on it s own like the pixel size and whatnot	pixel size	89--100	-1	chang the screen size chang on it s own like the pixel size and whatnot	1.0
212	156_0	it have a cool system malfunct after 10 minut of gener use and would not move past thi error	cool system	9--23	-1	cool system malfunct	0.0
213	220_0	although the price be high then dell laptop the macbook be worth the dough	price	13--18	-1	although the price be high laptop the macbook be worth the dough	1.0
214	2511_2	bigger hd good graphic card and a bid hd	graphic card	18--31	1	hd good graphic card hd	1.0
215	1722_0	after talk it over with the veri knowledg sale associ i choos the macbook pro over the white macbook	sale associ	50--65	1	talk with the veri knowledg sale associ the the	0.0
216	659_0	i reinstal window through the recoveri disc and everyth seem good again	window	14--21	1	reinstal window	0.0
217	458_0	in the first moth of own thi comput it hardriv fail which have to be replac	hardriv	46--54	-1	hardriv fail	-1.0
218	755_0	summari hp know they be ship out bad bio and do noth proactiv to resolv it	bio	44--48	-1	ship bad bio	-1.0
219	1707_0	i love thi program it be superior to window movi maker	program	12--19	1	love thi program it be superior maker	1.0
220	1393_0	the mous button be hard to push	mous button	4--17	-1	the mous button be hard push	-1.0
221	2565_0	i just take the broken cord into the appl store and they give me new one	cord	23--28	1	take the broken cord the	-1.0
222	162_0	awesom cool system much good graft card ati 5870 8gb ram led backlit screen	cool system	10--24	1	awesom cool system much good ati	1.0
