	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
59	1969_0	i also like acer arcade really two thing i like laptop	acer arcade	16--27	1	i also like acer arcade really thing i like	1.0
60	2622_1	reason it buy know first thing not lose value laptop price stay next year even apple decides change mode laptop value drop 10 20 % unlike pc laptop drop 80 %	price	117--122	1	price stay	0.0
61	926_0	but guess buy external dvd drive build type the notebook use read anything external drive	external dvd drive	37--55	-1	external dvd drive build read anything external drive	0.0
62	1986_0	i install windows within two week purchase soon discover crack screen hinge	windows	20--27	-1	windows purchase discover	0.0
63	2837_0	mouse way way way sensitive	mouse	4--9	-1	mouse way way way sensitive	0.0
64	1691_1	the paint wear easily due keyboard farther back usual	keyboard	38--46	-1	wear easily due keyboard back usual	1.0
65	878_0	the tech store i purchase send back eventually i get new repair machine approximately 3 week later	tech store	4--14	-1	the tech store purchase get	0.0
66	956_0	i send back find time battery faulty i get new one fix find	battery	46--53	-1	battery faulty	-1.0
67	1964_0	this computer challenging carry handle	carry	36--41	-1	computer carry handle	0.0
68	367_0	i addicted photo booth	photo booth	17--28	1	addicted photo booth	0.0
69	1716_1	there little difficulty migration firewire cable system use ibook	ibook	102--107	0	firewire cable system use ibook	0.0
70	80_0	great laptop offer many great feature	feature	36--44	1	offer many great feature	1.0
71	712_0	i love apple quick easy use	use	41--44	1	apple quick easy use	1.0
72	1192_1	the lock problem myriad cause common corrupt version appleworks render browser useless	browser	133--140	-1	appleworks render browser useless	-1.0
73	2574_0	i play lot casual game online touchpad responsive	touchpad	45--53	1	play touchpad responsive	1.0
74	1819_2	it come software instal outside window medium price i pleased condition overall product	price	81--86	1	medium price	0.0
75	1399_1	graphic awful wireless switch top rather side i use side	wireless switch	31--46	-1	graphic awful wireless switch top	-1.0
76	1377_0	you know use computer fun not aggravation especially play game work photo	play game	85--98	0	know fun not aggravation especially play game photo	1.0
77	1582_0	crisp screen great battery life plenty storage	screen	6--12	1	crisp screen great life	1.0
78	76_1	i even get teenage son one feature offer like ichat photobooth garage band	ichat	77--82	1	teenage one like ichat	1.0
79	277_0	the internet lock freeze every time try use command prompt would not work	internet	4--12	-1	the internet lock	0.0
80	207_1	learning keyboard shortcuts take minute get use shortcut windows machine	shortcut	93--102	0	shortcut machine	0.0
81	2214_0	the program come computer work beautifully	program	4--11	1	the program come	0.0
82	115_0	the battery life battery completely die course leave much desire	battery life	4--16	-1	the battery life battery die leave	-1.0
83	2909_0	have many higher price computer crash burn long ever get use great memory speed etc	memory	96--102	-1	great memory speed	1.0
84	2808_3	cords come right power plus cord come front headphone mic plus network connection left make messy setup cord go every direction	mic	80--83	-1	front headphone mic connection left	0.0
85	2649_1	the processor scream unique way apple osx 16 function graphic rout hardware rather software	osx 16	64--70	1	scream unique way apple osx 16 function	-1.0
86	634_0	i respond i not old computer way i would lose data hard drive	hard drive	87--97	-1	i respond i not old way i lose hard drive	1.0
87	1259_0	acer no help garmin could not determine problem spend 2 hour i return purchase toshiba r700 seem even nice i able load software no problem	software	200--208	1	problem i seem even nice i able load software problem	-1.0
88	2918_0	if check find notebook missing port dual core amd intel processor	port	68--73	0	port dual core	0.0
89	779_0	this first dell i hear customer service lack work improve	customer service	36--52	-1	customer service lack	-1.0
90	1937_0	i get back build webcam build mic short anytime i touch lid mind mean communication fiance deploy i suffer thru would constantly reset computer able use cam mic anytime go	build webcam	21--36	-1	i get back build webcam build mic anytime i mean i mic anytime	0.0
91	1378_0	windows also shut computer no reason without warning	windows	0--7	-1	windows shut	0.0
92	2561_2	i wish iwork ms office come mac ms office even come pc laptop	ms office	49--58	-1	iwork ms office come ms office come	0.0
93	2573_1	i upgrade memory replace base windows 7 starter win 7 home run fine	windows 7 starter	44--61	0	replace base windows 7 starter 7 home	0.0
94	2447_0	its fast high definition quality video	high definition quality	14--37	1	its fast high definition quality video	0.0
95	899_0	the computer fast run smoothly no problem	run	30--33	1	fast run smoothly problem	-1.0
96	908_0	also sister get exact laptop since cheap 8 month screen split half everyday use	screen	93--99	-1	screen split	0.0
97	1812_0	the difference whole lot fun use laptop still learn apple navigation fun come lot cool apps	apple navigation	83--99	0	learn apple navigation	0.0
98	462_0	unable boot brand new laptop	boot	10--17	-1	unable boot brand	0.0
99	678_1	plenty storage 250 gb though i upgrade ram	ram	69--72	0	upgrade ram	0.0
100	2510_0	waiting i7 well worth great value price	price	58--63	1	waiting i7 well worth great value price	1.0
101	120_0	the dvd drive randomly pop open backpack well annoy	dvd drive	4--13	-1	the dvd drive randomly pop	0.0
102	1964_1	this computer challenging carry handle	handle	46--52	-1	carry handle	0.0
103	1696_1	the size perfect i not recommend anything big except person exceed limited space give	space	107--112	-1	limited space give	-1.0
104	255_0	there small red circle next x middle i click say consider replace battery not hold full charge	battery	121--128	0	replace battery	0.0
105	3062_2	the screen nice image come clear keyboard fit feels right	fit	73--76	1	keyboard fit feels right	1.0
106	38_1	in shop macbooks encase soft rubber enclosure never know razor edge buy get home break seal use clever con	edge	108--112	-1	razor edge buy	0.0
107	1110_0	going bring service today	service	21--28	0	bring service	0.0
108	219_0	the macbooks small enough portable yet hold ton information performance	performance	83--94	1	hold ton information performance	0.0
109	2933_0	the graphic great	graphic	4--12	1	the graphic great	1.0
110	3047_0	beware staff could send back make feel know computer	staff	15--20	-1	staff send	0.0
111	2540_1	program say use quick process computer work like charm	use	25--28	1	say use quick work	0.0
112	2680_0	again decent comp price i need one quickly laptop die	price	27--32	1	decent comp price die	-1.0
113	2619_1	everything i try work i never carry wall charger cause battery awesome	battery	88--95	1	cause battery awesome	1.0
114	388_2	the processor quick effective i load webpage application	load	47--51	1	processor quick effective load application	1.0
115	1225_0	the computer ship repair depot june 24 return july 2 seem like short turn around time except computer not repair return	repair depot	34--46	0	ship repair depot june return seem not repair return	0.0
116	2603_0	i impressed programming include iphoto	programming	29--40	1	impressed programming	1.0
117	1152_0	then hard drive fail	hard drive	9--19	-1	then hard drive fail	-1.0
118	2242_0	the graphic stun	graphic	4--12	1	graphic stun	0.0
119	1174_1	i also purchase applecare $ 300 three year extend warranty since i never see laptop last two	extend warranty	63--80	0	purchase year extend warranty see	1.0
120	2380_1	previous laptop pc still mac osx clean smooth operating system	operating system	83--99	1	clean smooth operating system	1.0
121	2541_2	fact dont like apple generally use safari dont use safari install mozilla firefox love every single bit	mozilla firefox	110--125	1	mozilla firefox love	1.0
122	331_1	it 10 hour battery life web browsing word editing make perfect classroom office term gaming movie playing battery life 5 hour	battery life	180--192	1	10 hour battery life web perfect office term gaming movie playing battery life hour	1.0
123	3041_0	processor when compare 3 week old early 2011 edition i barely experience difference performance 2 3 ghz v 2 4 ghz	processor	0--9	0	processor experience	0.0
124	1776_0	the macbook arrive nice twin packing seal box function work great	twin packing	30--42	1	nice twin packing seal work great	1.0
125	1438_4	externally key keyboard fall use paint rub button mouse pad heals hand sit screen terrible glare	paint	73--78	-1	paint hand	1.0
126	455_1	itunes handy music management program essential anyone ipod	program	35--42	1	itunes handy music management program essential ipod	0.0
127	1358_0	because not purchase extended warranty time hook repair	extended warranty	32--49	-1	because purchase extended warranty time repair	0.0
128	2672_0	the price great model i plan use medium entertainment room	price	4--9	1	the price great model plan	1.0
129	2923_0	the battery life seem good no issue	battery life	4--16	1	the battery life seem good	1.0
130	1028_0	or cursor would show place else	cursor	7--13	-1	cursor show	0.0
131	98_0	it take several week get acknowledge i warranty	warranty	71--79	-1	acknowledge i warranty	0.0
132	2974_0	it run quiet plus	run	3--7	1	it run quiet plus	0.0
133	2004_1	if really want bang system need run windows application go apple	windows application	58--78	0	run windows application	0.0
134	1457_0	must keep plug time not keep charge long four minute	charge	68--74	-1	keep keep charge	0.0
135	1992_1	anyway early july year dvd burner stop work computer star issue power supply	power supply	111--123	-1	stop work computer star issue power supply	-1.0
136	1717_1	the ibook backup also use firewire connection	firewire connection	31--50	0	use firewire connection	0.0
137	1172_0	i order macmall save sale tax i would incur buy locally	sale tax	46--55	1	save sale tax	1.0
138	1057_0	acer set free recovery disc available since i ask	recovery disc	29--43	1	set free recovery disc	1.0
139	1733_0	games main issue	games	0--5	-1	games main issue	0.0
140	1366_1	after warrenty expire hard drive go bad would cost fix replace	hard drive	33--43	-1	hard drive go bad	-1.0
141	1796_0	despite claim apple apologists vice i recently reform internals mac laptop no different pcs point	internals	95--104	-1	internals laptop	0.0
142	552_0	overall poor features average performance poor battery life excellent price value poor	features	16--24	0	features average	0.0
143	1587_0	it best condition really high quality	quality	50--57	1	condition really high quality	0.0
144	697_0	the 13 macbook pro fit budget free shipping no tax ca best price get great product	shipping	57--65	1	budget free shipping price	1.0
145	1740_1	the material pro make seem lot nicer pc specs like i say perform lot well computer i past	specs	68--73	-1	nicer pc specs say	1.0
146	2795_0	at first work well month system board fail i send toshiba complaint three week later i receive laptop back discover still problem i send back get fixed	system board	51--63	-1	system board fail	-1.0
147	1867_2	i think part problem computer vista yet i know vista entire issue late purchase acer also vista i wait month get next operating system	operating system	211--227	0	get next operating system	0.0
148	1928_1	after week i finally get back tell motherboard fail instal new motherboard	motherboard	114--125	0	motherboard fail instal new motherboard	-1.0
149	2093_0	i love pc i ready change tired window system	window system	60--74	-1	ready change tired window system	-1.0
150	1730_0	its small enough i take pretty much anywhere still big enough screen get everything	screen	86--92	1	its small enough big enough screen get	0.0
151	1149_0	i always use pcs constantly frustrate crashing poorly design operate system never intuitive	operate system	93--110	-1	crashing poorly design operate system never intuitive	0.0
152	490_0	but sony say could send back charge add bluetooth additional seventy something dollar	add bluetooth	55--75	-1	send charge add bluetooth additional dollar	0.0
153	260_0	oh yeah fancy webcam break guess send get fix	webcam	26--32	-1	fancy webcam guess	0.0
154	392_0	i custom order machine hp could not understand techie due accent	techie	66--72	-1	techie due accent	0.0
155	1366_0	after warrenty expire hard drive go bad would cost fix replace	warrenty	12--20	0	warrenty expire	0.0
156	1071_0	i contact acer give free recovery dvds go pay ask give	recovery dvds	45--58	1	give free recovery dvds give	1.0
157	388_1	the processor quick effective i load webpage application	application	65--77	0	the processor quick effective i load webpage application	1.0
158	1179_1	first discover word processing program know appleworks rarely translate perfectly anyone else computer translate	word processing program	32--55	-1	discover word processing program know	0.0
159	1746_4	screen keyboard mouse if cant see spend extra money jump mac beautiful screen responsive island backlit keyboard fun multi touch mouse worth extra money alone	multi touch mouse	165--182	1	keyboard mouse beautiful screen responsive backlit keyboard fun multi touch mouse	1.0
160	1960_0	all disappointing experience except i learn good geek squad also customer service	customer service	102--118	1	learn good squad also customer service	1.0
161	1819_1	it come software instal outside window medium price i pleased condition overall product	window medium	54--67	0	come outside window medium price	0.0
162	2954_0	it load program no good average user make run way slow	program	18--26	-1	load program good average user make way slow	1.0
163	357_0	keyboard reasonable size	keyboard	0--8	1	keyboard reasonable size	0.0
164	2236_3	also may need charge day medium use every thing fast easy mac size look feature attract	charge	21--27	0	charge day	0.0
165	1470_0	the computer constantly get hot burn leg unless go hassle take entire back clean fan	fan	156--159	-1	take entire back clean fan	1.0
166	1372_0	we numerous problem vista adobe flash player quits uninstalled reinstall internet explore quits lose whatever work also windows update appear computer since get update probably 400 time update	vista	37--42	-1	we numerous problem vista quits quits	-1.0
167	1745_0	though picture video music software nowhere close professional grade software im use cs5 job beginner even intermediate medium designer	music software	31--45	-1	picture video music software close software job	0.0
168	1373_1	i notice window new system call windows 7 u vista user they get bug vista invest new system	vista	67--72	0	u vista user bug vista invest	0.0
169	2291_0	there no need open program first click open import	program	27--34	1	program click	0.0
170	1595_3	its pretty fast not hiccup i use web browsing upload photo watch movie 720p occasion create presentation	create presentation	137--159	1	pretty fast browsing occasion create presentation	1.0
171	1376_0	it seem could update xp without create vista	xp	33--35	1	update xp	1.0
172	1620_0	i never go back windows	windows	24--31	-1	go windows	0.0
173	400_2	the quality engineering design warranty superior cover damage drop laptop	warranty	36--44	1	quality engineering design warranty superior laptop	1.0
174	2660_0	the body bit cheaply make interesting see long hold	body	4--8	-1	body bit	0.0
175	2534_1	but machine awesome ilife great i love snow leopard x	snow leopard x	57--71	1	snow leopard	0.0
176	2187_1	compared similarly spec pcs machine good value well build work easily right box	build	67--72	1	similarly spec pcs well build work	1.0
177	2225_1	i also enjoy fact macbook pro laptop allow run windows 7 use vmware program	vmware program	95--109	0	use vmware program	0.0
178	374_3	love graphic awesome program include garageband really cool default background	default background	76--94	1	garageband really cool default background	1.0
179	1192_0	the lock problem myriad cause common corrupt version appleworks render browser useless	appleworks	101--111	-1	lock myriad common corrupt version appleworks browser useless	-1.0
180	1494_0	i make photo book gift computer push buy draw itunes account send book house book perfect quality exactly i create look good i even imagine	itunes	80--86	0	buy draw itunes account	0.0
181	995_0	it fairly well poor performance overheat occasional blue screen	performance	41--52	-1	well poor performance	-1.0
182	1564_0	the display awesome	display	4--11	1	the display awesome	1.0
183	2749_0	love take space like regular computer	space	29--34	1	take space regular computer	0.0
184	577_1	it give power speed i need run program i use edit	speed	26--31	1	give speed run	0.0
185	1037_0	the driver update fix issue frustrating	driver update	4--18	-1	the driver update issue frustrating	-1.0
186	61_0	what i like laptop run well without purchase additional memory	memory	82--88	-1	run without purchase additional memory	0.0
187	27_0	the ease set terrific	set	12--18	1	ease set terrific	1.0
188	2407_1	you even run parallels type program easily run leftover pc software absolutely not without	software	73--81	1	run run leftover pc software not	0.0
189	3055_1	it 1 ghz faster processor stock 500gb hard drive	500gb hard drive	45--61	1	processor stock 500gb hard drive	-1.0
190	515_1	they say computer cover extended warranty product extended warranty take care third party not sony anymore	extended warranty	88--107	0	cover extended warranty product extended warranty take	0.0
191	237_2	i iworks itunes email ms office network printer set completely work perfectly within hour	ms office	32--41	1	ms office work	0.0
192	1574_1	i love operating system preloaded software	preloaded software	36--54	1	love operating system preloaded software	1.0
193	464_0	they go ask open various component take battery hard disk apart 2 hour phone could not fix	battery	63--70	0	take battery	0.0
194	1878_2	1 you not change desktop background window 7 starter not support function	function	87--95	-1	1 function	0.0
195	3034_0	if buy go expect 7 hr battery life perfectly satisfy	battery life	57--69	-1	expect 7 hr battery life	0.0
196	2509_1	not version program able save work open pc mac version program mac graphically functionally superior	program	127--135	1	not version program able save mac version program mac graphically functionally superior	1.0
197	84_2	while i mostly use email internet gaming i confident application live high standard i come appreciate mac laptop	gaming	46--52	0	i internet gaming i confident application live i	1.0
198	3007_0	problem add 1 gb ram computer kinda slow	ram	43--46	-1	ram kinda slow	0.0
199	2976_0	they stay charge little hour	charge	15--22	-1	stay charge	0.0
200	2636_0	key binding take little get use love macbook pro	key binding	4--16	-1	key binding take	0.0
201	2233_0	u u want second even start computer take second	start	50--58	1	start computer	0.0
202	823_1	it get stick time use keep tap get work	work	92--96	-1	get get work	0.0
203	1926_1	again february computer completely fail point could not load windows i contact acer get fixed thru warrenty take 3 day fight phone agent seem though none speak english	warrenty	136--144	0	thru warrenty take	0.0
204	3022_0	it still beautiful good color reproduction i could ever expect notebook	color reproduction	36--54	1	beautiful good color reproduction expect	1.0
205	454_0	the build webcam great skype similar video chat service	build webcam	4--19	1	the build webcam great skype similar video service	1.0
206	2385_0	i impressed battery life performance small amount memory	battery life	29--41	1	impressed battery life performance small memory	1.0
207	2381_0	still test battery life think would good happy upgrade	battery life	18--30	-1	test battery life think would good happy upgrade	1.0
208	1072_0	newer rma service great always i contact late friday night issue rma number prepaid ups ship label next morning saturday	rma service	9--20	1	newer rma service great rma ship label	1.0
209	144_1	i think price great spec	spec	38--43	1	price great spec	1.0
210	1543_0	i wipe nearly everything installed openoffice firefox i operate incredibly efficient useful machine great price	openoffice	47--57	0	openoffice firefox	0.0
211	496_2	setting would change reason screen size would change like pixel size whatnot	pixel size	89--100	-1	change screen size change pixel size whatnot	0.0
212	156_0	it cooling system malfunction 10 minute general use would not move past error	cooling system	9--23	-1	cooling system malfunction 10 minute general	0.0
213	220_0	although price high dell laptop macbooks worth dough	price	13--18	-1	although price high dell laptop dough	0.0
214	2511_2	bigger hd good graphic card bid hd	graphic card	18--31	1	hd good graphic card hd	1.0
215	1722_0	after talk knowledgeable sale associate i choose macbook pro white macbook	sale associate	50--65	1	after talk knowledgeable sale associate choose	0.0
216	659_0	i reinstall window recovery disc everything seem good	window	14--21	1	window recovery	0.0
217	458_0	in first moth computer hardrive fail replace	hardrive	46--54	-1	computer hardrive fail	-1.0
218	755_0	summary hp know ship bad bios nothing proactive resolve	bios	44--48	-1	ship bad bios	-1.0
219	1707_0	i love program superior windows movie maker	program	12--19	1	program superior maker	1.0
220	1393_0	mouse button hard push	mouse button	4--17	-1	mouse button push	0.0
221	2565_0	i take broken cord apple store give new one	cord	23--28	1	broken cord store	-1.0
222	162_0	awesome cool system much good graft card ati 5870 8gb ram led backlit screen	cool system	10--24	1	awesome cool system much good ati	1.0
223	2936_0	oh word stuff trial version month go open ask product key didnt come computer even click cancel wont let use i use old word processer work good	word processer	240--254	1	oh word stuff old word processer work good	1.0
224	1432_0	i constantly try uninstall program clean cooky delete unused file	program	36--44	0	uninstall program clean cooky delete	1.0
225	1668_0	the bad part size weight	size	25--29	-1	bad size weight	-1.0
226	1535_0	however i love particular mac fast great size fantastic feature like light keyboard easy mouse pad	size	65--69	1	great size fantastic feature	1.0
227	29_0	i adjust mousepad sensitivity sensitive	mousepad sensitivity	19--39	-1	adjust mousepad sensitivity sensitive	0.0
228	733_0	microsoft seem unable keep repair multitude window problem	window	74--81	-1	window problem	-1.0
229	2171_0	i osx windows xp run time	osx	16--19	1	i osx run	0.0
230	113_0	in fact somehow i never open speck dust something get inside screen permanently behind front screen way display	screen	92--98	-1	get inside screen behind front screen display	0.0
231	1458_0	battery irreplaceable	battery	6--13	-1	battery irreplaceable	0.0
232	1694_0	overall i experience huge change mac run pretty fast compare old pc	run	52--56	1	experience huge mac run fast compare	1.0
233	2821_0	oh yea no numeric pad side	numeric pad	15--26	-1	numeric pad side	0.0
234	313_2	i also purchase iwork go program word processing spreadsheet presentation similar microsoft office	microsoft office	121--137	0	presentation similar microsoft office	0.0
235	2506_1	i originally concern i view work i college mac pc formatting i even thrilled learn program like ilife iwork allow convert pc document readable file macs	ilife	170--175	1	ilife iwork	0.0
236	1056_0	before i reload windows 7 ultimate use downloaded driver acer site	driver	72--79	0	downloaded driver site	0.0
237	2496_0	mac not make gaming	gaming	20--26	-1	make gaming	0.0
238	391_0	i pay extra memory 17 inch screen well top line dvd cd burner	memory	17--23	0	pay extra memory	-1.0
239	1154_0	so apple replace hard drive i enjoy another 4 month new computer freeze morning completely	hard drive	29--39	0	replace hard drive enjoy	1.0
240	111_0	the keyboard generally felt okay even someone use desktop keyboard look terrible	desktop keyboard	67--83	0	the keyboard felt okay even someone use desktop keyboard look terrible	-1.0
241	1771_1	it easy navigate update program	navigate	14--22	1	it easy navigate program	1.0
242	2853_1	it take toshiba tech support 4 call 4 different tech correct problem	tech	53--58	-1	toshiba tech support 4 4 different tech correct problem	0.0
243	1569_0	lightweight long battery life excellent transition pc	battery life	18--30	1	lightweight long battery life excellent pc	1.0
244	2378_0	it fast not problem internet connection problem	internet connection	45--64	1	problem internet connection problem	-1.0
245	835_0	major design flaw	design	20--26	-1	major design flaw	0.0
246	340_0	they also long service life computer i several friend still use old apple powerbook	service life	24--36	1	service life several friend	1.0
247	2785_0	also extended warranty problem	extended warranty	10--27	-1	extended warranty problem	-1.0
248	2258_1	applications respond immediately not like tired ms application	ms application	55--70	-1	not like tired ms application	1.0
249	2130_0	i also like glass screen	glass screen	17--29	1	like glass screen	1.0
250	2270_0	a great feature spotlight search one search document simply type keyword rather parse ten file folder document	spotlight search	23--39	1	great spotlight search search document simply type keyword rather parse ten document	1.0
251	2754_1	i recommend word processing internet user	internet	36--44	1	internet user	0.0
252	2168_0	there backlit keyboard perfect type dark	backlit keyboard	11--27	1	there backlit keyboard perfect type dark	1.0
253	1496_3	all program keynote pages numbers option save document microsoft compatible really eliminate need actual	numbers	37--44	0	numbers option	0.0
254	141_1	called acer many time want pay shipping ship repair center i disappointed since brand new computer	repair center	77--90	0	shipping ship repair center disappointed	-1.0
255	3006_0	lot preloaded software	preloaded software	8--26	1	lot preloaded software	0.0
256	846_0	i laptop return unrepaired since pay $ 176 every 3 month worth long port seem last	port	123--127	-1	month worth long port	1.0
257	771_0	the rep not even answer question i ask understand i ask speak english even try acknowledge question	rep	4--7	-1	the rep question understand acknowledge question	0.0
258	2588_2	its office compatible feature functioning new might well save money learn pre instal mac program	program	150--158	0	learn pre instal mac program	0.0
259	1316_0	the tech guy say service center not 1 1 exchange i direct concern sale team retail shop i buy netbook	service center	27--41	-1	say service center	0.0
260	1922_0	the battery life suppose 6 hour even i run battery high efficiency set battery would last average 2 5 3 hour	battery life	4--16	-1	the battery life suppose battery high efficiency battery last average 5	1.0
261	90_2	the battery never hold charge long one hour within two month stop hold charge ten minute	charge	94--100	-1	hold charge month stop hold charge	-1.0
262	301_0	i not problem application quit freezing	application	34--46	1	problem application quit	-1.0
263	2836_1	mouse pad left button always stick	left button	26--37	-1	pad left button	0.0
264	2807_2	headphone mic jack front touch pad make touch pad hard use use headphone mic not mention laptop design right hand person	touch pad	43--52	0	touch pad touch pad hard use use	-1.0
265	62_0	they include memory computer know vista would run slowly	memory	31--37	-1	memory computer	0.0
266	713_1	i call apple support set new printer wonderful experience helpful english speaking vancouver tech walk process help	tech	139--144	1	vancouver tech walk	0.0
267	2753_0	best thing i use exist 32 bit old program	program	44--52	1	exist 32 bit old program	0.0
268	811_0	computer has been at service facility more than in my hands	service facility	21--37	-1	service facility than	0.0
269	2318_0	wonderful zooming	zooming	10--17	1	wonderful zooming	1.0
270	246_1	very fast boot shut	shut	22--31	1	very fast boot shut	0.0
271	904_1	then one month warranty expire replacement charger go	replacement charger	48--67	-1	replacement charger go	0.0
272	3045_0	fan noise the fan make constant hissing noise background	fan	0--3	-1	fan noise noise	1.0
273	1713_0	love speed especially	speed	9--14	1	love speed especially	1.0
274	2529_0	well i say since i buy mac i win ever go back windows	windows	71--78	-1	go windows	0.0
275	2875_0	the toshiba laptop i use easy use i try	use	43--46	1	laptop i use easy use i try	1.0
