	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
101	120_0	the dvd drive randomly pops open backpack well annoying	dvd drive	4--13	-1	the dvd drive pops	0.0
102	1964_1	this computer challenging carry handle	handle	46--52	-1	carry handle	0.0
103	1696_1	the size perfect i not recommend anything bigger except person exceed limited space gives	space	107--112	-1	limited space gives	-1.0
104	255_0	there small red circle next x middle i click says consider replacing battery not hold full charge	battery	121--128	0	battery hold	0.0
105	3062_2	the screen nice images comes clear keyboard fit feels right	fit	73--76	1	keyboard fit feels right	1.0
106	38_1	in shop macbooks encased soft rubber enclosure never know razor edge buy get home break seal use clever con	edge	108--112	-1	razor edge buy	0.0
107	1110_0	going bring service today	service	21--28	0	bring service	0.0
108	219_0	the macbooks small enough portable yet hold tons information performance	performance	83--94	1	hold tons information performance	0.0
109	2933_0	the graphics great	graphics	4--12	1	the graphics great	1.0
110	3047_0	beware staff could send back making feel know computer	staff	15--20	-1	staff send	0.0
111	2540_1	programs say use quick process computer works like charm	use	25--28	1	say use quick works charm	1.0
112	2680_0	again decent comp price i need one quickly laptop died	price	27--32	1	decent comp price died	-1.0
113	2619_1	everything i tried worked i never carry wall charger cause battery awesome	battery	88--95	1	cause battery awesome	1.0
114	388_2	the processor quick effective i load webpages applications	load	47--51	1	the processor quick effective i load webpages	1.0
115	1225_0	the computer shipped repair depot june 24 returned july 2 seems like short turn around time except computer not repaired returned	repair depot	34--46	0	shipped repair depot	0.0
116	2603_0	i impressed programming including iphoto	programming	29--40	1	impressed programming iphoto	1.0
117	1152_0	then hard drive failed	hard drive	9--19	-1	then hard drive failed	-1.0
118	2242_0	the graphics stunning	graphics	4--12	1	the graphics stunning	1.0
119	1174_1	i also purchased applecare $300 three year extended warranty since i never seen laptop lasted two	extended warranty	63--80	0	purchased year extended warranty seen	0.0
120	2380_1	previous laptops pc still mac osx clean smooth operating system	operating system	83--99	1	clean smooth operating system	1.0
121	2541_2	fact dont like apples generally use safari dont use safari install mozilla firefox love every single bit	mozilla firefox	110--125	1	mozilla firefox love	1.0
122	331_1	it 10 hour battery life web browsing word editing making perfect classroom office terms gaming movie playing battery life 5 hours	battery life	180--192	1	it hour battery life web making playing battery life	1.0
123	3041_0	processor when compared 3 week old early 2011 edition i barely experience difference performance 2 3 ghz v 2 4 ghz	processor	0--9	0	processor experience	0.0
124	1776_0	the macbook arrived nice twin packing sealed box functions works great	twin packing	30--42	1	nice twin packing sealed	1.0
125	1438_4	externally keys keyboard falling uses paint rubbing button mouse pad heals hands sit screen terrible glare	paint	73--78	-1	keys uses paint rubbing	0.0
126	455_1	itunes handy music management program essential anyone ipod	program	35--42	1	itunes handy music management program essential ipod	0.0
127	1358_0	because not purchase extended warranty time hook repair	extended warranty	32--49	-1	because purchase extended warranty time repair	0.0
128	2672_0	the price great model i plan using media entertainment room	price	4--9	1	the price great model plan	1.0
129	2923_0	the battery life seems good no issues	battery life	4--16	1	the battery life seems good issues	1.0
130	1028_0	or cursor would show place else	cursor	7--13	-1	cursor show	0.0
131	98_0	it took several weeks get acknowledge i owned warranty	warranty	71--79	-1	owned warranty	0.0
132	2974_0	it runs quiet plus	runs	3--7	1	it runs quiet plus	0.0
133	2004_1	if really want bang system need run windows applications go apple	windows applications	58--78	0	run windows applications	0.0
134	1457_0	must keep plugged times not keep charge longer four minutes	charge	68--74	-1	keep keep charge	0.0
135	1992_1	anyway early july year dvd burner stopped working computer stared issues power supply	power supply	111--123	-1	issues power supply	0.0
136	1717_1	the ibook backup also uses firewire connection	firewire connection	31--50	0	uses firewire connection	0.0
137	1172_0	i ordered macmall saved sales tax i would incurred buying locally	sales tax	46--55	1	saved sales tax incurred	1.0
138	1057_0	acer set free recovery discs available since i asked	recovery discs	29--43	1	set free recovery discs	1.0
139	1733_0	games main issue	games	0--5	-1	games main issue	0.0
140	1366_1	after warrenty expired hard drive went bad would cost fix replace	hard drive	33--43	-1	hard drive went bad	-1.0
141	1796_0	despite claims apple apologists vice i recently reformed internals mac laptops no different pcs point	internals	95--104	-1	claims vice internals different point	0.0
142	552_0	overall poor features average performance poor battery life excellent price value poor	features	16--24	0	features average	0.0
143	1587_0	it best condition really high quality	quality	50--57	1	condition really high quality	0.0
144	697_0	the 13 macbook pro fits budget free shipping no tax ca best price get great product	shipping	57--65	1	fits budget free shipping price get	1.0
145	1740_1	the material pro made seems lot nicer pc specs like i said performs lot better computer i past	specs	68--73	-1	nicer pc specs said	1.0
146	2795_0	at first worked well month system board failed i send toshiba complaints three weeks later i receive laptop back discover still problem i send back get fixed	system board	51--63	-1	at first worked system board failed	-1.0
147	1867_2	i think part problem computer vista yet i know vista entire issue latest purchase acer also vista i waited months get next operating system	operating system	211--227	0	get next operating system	0.0
148	1928_1	after week i finally got back told motherboard failed installed new motherboard	motherboard	114--125	0	got told motherboard failed installed new motherboard	-1.0
149	2093_0	i love pc i ready change tired windows system	windows system	60--74	-1	ready change tired windows system	-1.0
150	1730_0	its small enough i take pretty much anywhere still big enough screen get everything done	screen	86--92	1	its small enough big enough screen get	0.0
151	1149_0	i always used pcs constantly frustrated crashing poorly designed operating systems never intuitive	operating systems	93--110	-1	crashing designed operating systems never intuitive	0.0
152	490_0	but sony said could send back charged adding bluetooth additional seventy something dollars	adding bluetooth	55--75	-1	charged adding bluetooth additional seventy dollars	-1.0
153	260_0	oh yeah fancy webcam breaks guess send get fixed	webcam	26--32	-1	fancy webcam breaks	0.0
154	392_0	i custom ordered machine hp could not understand techie due accent	techie	66--72	-1	techie due accent	0.0
155	1366_0	after warrenty expired hard drive went bad would cost fix replace	warrenty	12--20	0	warrenty expired	0.0
156	1071_0	i contacted acer giving free recovery dvds go pay ask give	recovery dvds	45--58	1	free recovery dvds	1.0
157	388_1	the processor quick effective i load webpages applications	applications	65--77	0	webpages applications	0.0
158	1179_1	first discover word processing program known appleworks rarely translates perfectly anyone else computer translates	word processing program	32--55	-1	discover word processing program known	0.0
159	1746_4	screen keyboard mouse if cant see spending extra money jump mac beautiful screen responsive island backlit keyboard fun multi touch mouse worth extra money alone	multi touch mouse	165--182	1	keyboard mouse beautiful screen responsive backlit keyboard fun multi touch mouse	1.0
160	1960_0	all disappointing experience except i learned good geek squad also customer service	customer service	102--118	1	learned good squad also customer service	1.0
161	1819_1	it come software installed outside windows media price i pleased condition overall product	windows media	54--67	0	installed outside windows media price	0.0
162	2954_0	it loaded programs no good average user makes run way slow	programs	18--26	-1	programs good average user makes way slow	1.0
163	357_0	keyboard reasonable size	keyboard	0--8	1	keyboard reasonable size	0.0
164	2236_3	also may need charge day medium use every thing fast easy mac size look feature attracted	charge	21--27	0	charge day	0.0
165	1470_0	the computer constantly getting hot burning leg unless go hassle taking entire back clean fan	fan	156--159	-1	taking entire back clean fan	1.0
166	1372_0	we numerous problems vista adobe flash player quits uninstalled reinstalled internet explore quits lose whatever working also windows update appeared computer since got updated probably 400 times update	vista	37--42	-1	numerous problems vista	-1.0
167	1745_0	though picture video music software nowhere close professional grade software im used cs5 job beginner even intermediate media designers	music software	31--45	-1	picture video music software close professional grade software	0.0
168	1373_1	i noticed windows new system called windows 7 us vista users they get bugs vista investing new system	vista	67--72	0	vista users bugs vista investing	0.0
169	2291_0	there no need open program first click open import	program	27--34	1	program click	0.0
170	1595_3	its pretty fast not hiccups i using web browsing uploading photos watching movies 720p occasion creating presentations	creating presentations	137--159	1	using 720p occasion creating presentations	1.0
171	1376_0	it seems could updated xp done without creating vista	xp	33--35	1	updated xp done	1.0
172	1620_0	i never go back windows	windows	24--31	-1	go windows	0.0
173	400_2	the quality engineering design warranty superior covers damage dropping laptop	warranty	36--44	1	the quality engineering design warranty superior covers	1.0
174	2660_0	the body bit cheaply made interesting see long holds	body	4--8	-1	the body made interesting see	1.0
175	2534_1	but machine awesome ilife great i love snow leopard x	snow leopard x	57--71	1	snow leopard	0.0
176	2187_1	compared similarly spec pcs machine good value well built works easily right box	built	67--72	1	good value well built	1.0
177	2225_1	i also enjoy fact macbook pro laptop allows run windows 7 using vmware program	vmware program	95--109	0	using vmware program	0.0
178	374_3	love graphics awesome programs including garageband really cool default background	default background	76--94	1	cool default background	1.0
179	1192_0	the lock problems myriad causes common corrupted version appleworks render browser useless	appleworks	101--111	-1	common corrupted version appleworks browser useless	-1.0
180	1494_0	i made photo book gift computer pushed buy drew itunes account sent book house book perfect quality exactly i created looked better i even imagined	itunes	80--86	0	itunes account	0.0
181	995_0	it fairly well poor performance overheating occasional blue screen	performance	41--52	-1	well poor performance	-1.0
182	1564_0	the display awesome	display	4--11	1	the display awesome	1.0
183	2749_0	love take space like regular computer	space	29--34	1	take space regular computer	0.0
184	577_1	it gives power speed i need run programs i use edit	speed	26--31	1	gives speed run	0.0
185	1037_0	the driver updates fix issue frustrating	driver updates	4--18	-1	the driver updates fix	0.0
186	61_0	what i like laptop run well without purchase additional memory	memory	82--88	-1	run without purchase additional memory	0.0
187	27_0	the ease set terrific	set	12--18	1	ease set terrific	1.0
188	2407_1	you even run parallels type program easily run leftover pc software absolutely cannot without	software	73--81	1	leftover pc software	0.0
189	3055_1	it 1 ghz faster processor stock 500gb hard drive	500gb hard drive	45--61	1	processor stock 500gb hard drive	-1.0
190	515_1	they said computer covered extended warranty products extended warranties taken care third parties not sony anymore	extended warranties	88--107	0	said extended warranty products extended warranties taken	0.0
191	237_2	i iworks itunes email ms office network printers set completely working perfectly within hour	ms office	32--41	1	iworks itunes email ms office printers	0.0
192	1574_1	i love operating system preloaded software	preloaded software	36--54	1	love operating system preloaded software	1.0
193	464_0	they went asking open various components taking battery hard disk apart 2 hours phone could not fix	battery	63--70	0	battery hard disk	-1.0
194	1878_2	1 you not change desktop background window 7 starter not support function	function	87--95	-1	1 function	0.0
195	3034_0	if buy go expecting 7 hrs battery life perfectly satisfied	battery life	57--69	-1	expecting 7 hrs battery life satisfied	1.0
196	2509_1	not versions programs able saved worked opened pc mac versions programs mac graphically functionally superior	programs	127--135	1	versions programs able mac versions programs mac graphically functionally superior	1.0
197	84_2	while i mostly use email internet gaming i confident applications live high standard i come appreciate mac laptops	gaming	46--52	0	use email internet gaming	0.0
198	3007_0	problem add 1 gb ram computer kinda slow	ram	43--46	-1	ram kinda slow	0.0
199	2976_0	they stay charged little hour	charged	15--22	-1	stay charged little hour	-1.0
200	2636_0	key bindings take little getting used loved macbook pro	key bindings	4--16	-1	key bindings take	0.0
201	2233_0	u u want seconds even start computer takes seconds	start	50--58	1	start computer	0.0
202	823_1	it gets stuck time use keep tapping get work	work	92--96	-1	get work	0.0
203	1926_1	again february computer completely failed point could not load windows i contacted acer get fixed thru warrenty took 3 days fighting phone agents seemed though none spoke english	warrenty	136--144	0	fixed thru warrenty took	0.0
204	3022_0	it still beautiful better color reproduction i could ever expect notebook	color reproduction	36--54	1	beautiful better color reproduction expect	1.0
205	454_0	the built webcam great skype similar video chat services	built webcam	4--19	1	the built webcam great skype	1.0
206	2385_0	i impressed battery life performance small amount memory	battery life	29--41	1	impressed battery life performance small memory	1.0
207	2381_0	still testing battery life thought would better happy upgrade	battery life	18--30	-1	testing battery life thought	0.0
208	1072_0	newer rma service great always i contacted late friday night issued rma number prepaid ups shipping label next morning saturday	rma service	9--20	1	newer rma service great always contacted issued rma ups	1.0
209	144_1	i thought price great specs	specs	38--43	1	thought price great specs	1.0
210	1543_0	i wiped nearly everything installed openoffice firefox i operating incredibly efficient useful machine great price	openoffice	47--57	0	openoffice firefox	0.0
211	496_2	setting would change reason screen size would change like pixel sizes whatnot	pixel sizes	89--100	-1	pixel sizes whatnot	0.0
212	156_0	it cooling system malfunction 10 minutes general use would not move past error	cooling system	9--23	-1	cooling system malfunction minutes general	0.0
213	220_0	although price higher dell laptops macbooks worth dough	price	13--18	-1	although price laptops dough	0.0
214	2511_2	bigger hd better graphics card bid hd	graphics card	18--31	1	hd better graphics card hd	1.0
215	1722_0	after talking knowledgeable sales associate i chose macbook pro white macbook	sales associate	50--65	1	talking knowledgeable sales associate	0.0
216	659_0	i reinstalled windows recovery discs everything seemed good	windows	14--21	1	reinstalled windows seemed good	1.0
217	458_0	in first moth owning computer hardrive failed replaced	hardrive	46--54	-1	owning computer hardrive	0.0
218	755_0	summary hp knew shipping bad bios nothing proactive resolve	bios	44--48	-1	bad bios resolve	-1.0
219	1707_0	i love program superior windows movie maker	program	12--19	1	program superior maker	1.0
220	1393_0	mouse buttons hard push	mouse buttons	4--17	-1	mouse buttons push	0.0
221	2565_0	i took broken cords apple store gave new ones	cords	23--28	1	took broken cords gave	-1.0
222	162_0	awesome cooling system much better grafts card ati 5870 8gb ram led backlit screen	cooling system	10--24	1	awesome cooling system better grafts	1.0
223	2936_0	oh word stuff trial version month go open asks product key didnt come computer even clicking cancel wont let use i use old word processer works good	word processer	240--254	1	word version old word processer works good	1.0
224	1432_0	i constantly trying uninstall programs clean cookies delete unused files	programs	36--44	0	trying uninstall programs clean cookies	1.0
225	1668_0	the bad part size weight	size	25--29	-1	bad size weight	-1.0
226	1535_0	however i love particular mac fast great size fantastic features like lighted keyboard easy mouse pad	size	65--69	1	great size fantastic features	1.0
227	29_0	i adjust mousepad sensitivity sensitive	mousepad sensitivity	19--39	-1	adjust mousepad sensitivity sensitive	0.0
228	733_0	microsoft seems unable keep repairs multitude windows problems	windows	74--81	-1	repairs windows problems	-1.0
229	2171_0	i osx windows xp running time	osx	16--19	1	i osx running	0.0
230	113_0	in fact somehow i never opened specks dust something got inside screen permanently behind front screen way display	screen	92--98	-1	got inside screen behind front screen display	0.0
231	1458_0	battery irreplaceable	battery	6--13	-1	battery irreplaceable	0.0
232	1694_0	overall i experienced huge change mac runs pretty fast compared old pc	runs	52--56	1	experienced huge mac runs old pc	1.0
233	2821_0	oh yea no numeric pad side	numeric pad	15--26	-1	numeric pad side	0.0
234	313_2	i also purchased iwork go programs word processing spreadsheets presentations similar microsoft office	microsoft office	121--137	0	presentations similar microsoft office	0.0
235	2506_1	i originally concerned i view work i done college mac pc formatting i even thrilled learn programs like ilife iwork allow convert pc documents readable files macs	ilife	170--175	1	ilife iwork	0.0
236	1056_0	before i reloaded windows 7 ultimate used downloaded drivers acer site	drivers	72--79	0	used downloaded drivers	0.0
237	2496_0	mac not made gaming	gaming	20--26	-1	made gaming	0.0
238	391_0	i paid extra memory 17 inch screen well top line dvd cd burners	memory	17--23	0	paid extra memory	0.0
239	1154_0	so apple replaced hard drive i enjoyed another 4 months new computer froze morning completely	hard drive	29--39	0	replaced hard drive enjoyed	1.0
240	111_0	the keyboard generally felt okay even someone used desktop keyboard looks terrible	desktop keyboard	67--83	0	the keyboard felt used desktop keyboard looks terrible	-1.0
241	1771_1	it easy navigate update programs	navigate	14--22	1	it easy navigate programs	1.0
242	2853_1	it took toshiba tech support 4 calls 4 different techs correct problem	techs	53--58	-1	4 4 different techs correct	0.0
243	1569_0	lightweight long battery life excellent transition pc	battery life	18--30	1	lightweight long battery life excellent pc	1.0
244	2378_0	it fast not problem internet connection problems	internet connection	45--64	1	internet connection problems	-1.0
245	835_0	major design flaw	design	20--26	-1	major design flaw	0.0
246	340_0	they also longer service life computers i several friends still use older apple powerbook	service life	24--36	1	service life computers	0.0
247	2785_0	also extended warranty problem	extended warranty	10--27	-1	extended warranty problem	-1.0
248	2258_1	applications respond immediately not like tired ms applications	ms applications	55--70	-1	not like tired ms applications	1.0
249	2130_0	i also liked glass screen	glass screen	17--29	1	liked glass screen	1.0
250	2270_0	a great feature spotlight search one search documents simply typing keyword rather parsing tens file folders document	spotlight search	23--39	1	great spotlight search search documents	1.0
251	2754_1	i recommend word processing internet users	internet	36--44	1	internet users	0.0
252	2168_0	there backlit keyboard perfect typing dark	backlit keyboard	11--27	1	there backlit keyboard perfect typing	1.0
253	1496_3	all programs keynote pages numbers option save documents microsoft compatible really eliminates need actual	numbers	37--44	0	numbers option	0.0
254	141_1	called acer many times want pay shipping ship repair center i disappointed since brand new computer	repair center	77--90	0	shipping ship repair center disappointed	-1.0
255	3006_0	lots preloaded software	preloaded software	8--26	1	lots preloaded software	0.0
256	846_0	i laptop returned unrepaired since paying $176 every 3 months worth long port seems last	port	123--127	-1	paying every months worth long port	1.0
257	771_0	the rep not even answer question i ask understood i ask spoke english even try acknowledge question	rep	4--7	-1	the rep question understood question	0.0
258	2588_2	its office compatible features functioning new might well save money learn pre installed mac programs	programs	150--158	0	learn pre installed mac programs	0.0
259	1316_0	the tech guy said service center not 1 1 exchange i direct concern sales team retail shop i bought netbook	service center	27--41	-1	said service center	0.0
260	1922_0	the battery life supposed 6 hours even i ran battery high efficiency setting battery would last average 2 5 3 hours	battery life	4--16	-1	the battery life supposed battery high efficiency setting battery last average 5	1.0
261	90_2	the battery never held charge longer one hour within two months stopped holding charge ten minutes	charge	94--100	-1	held charge stopped holding charge minutes	-1.0
262	301_0	i not problem applications quitting freezing	applications	34--46	1	problem applications quitting	-1.0
263	2836_1	mouse pad left button always sticks	left button	26--37	-1	pad left button	0.0
264	2807_2	headphone mic jack front touch pad making touch pad hard use using headphones mic not mention laptop designed right handed person	touch pad	43--52	0	headphone mic jack front touch pad making touch pad use headphones mic	0.0
265	62_0	they included memory computers knew vista would run slowly	memory	31--37	-1	memory computers	0.0
266	713_1	i call apple support set new printer wonderful experiences helpful english speaking vancouver techs walked processes help	techs	139--144	1	vancouver techs walked	0.0
267	2753_0	best thing i use existing 32 bit old programs	programs	44--52	1	use existing 32 bit old programs	0.0
268	811_0	computer has been at service facility more than in my hands	service facility	21--37	-1	service facility than	0.0
269	2318_0	wonderful zooming	zooming	10--17	1	wonderful zooming	1.0
