	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
37	1372_3	we numer problem vista adob flash player quit uninstal reinstal internet explor quit lose whatev work also window updat appear comput sinc get updat probabl 400 time updat	window updat	215--229	-1	window updat appear get updat probabl updat	0.0
38	387_0	the keyboard slick quiet not bulki like laptop i past	keyboard	4--12	1	keyboard slick	0.0
39	388_3	the processor quick effect i load webpag applic	webpag	52--60	0	processor quick effect webpag applic	1.0
40	2226_0	now i best world power eas mac	power	51--56	1	best world power eas	1.0
41	286_0	the display beyond horribl	display	4--11	-1	the display beyond horribl	-1.0
42	2644_2	it much easi navig oper system find file run lot faster	navig	23--31	1	it much easi navig system find run	1.0
43	1186_0	and lot write edit problem sinc no forward delet key	delet key	80--91	-1	edit sinc no forward delet key	-1.0
44	961_0	thi time mous pad right click key work	mous pad	16--25	-1	thi time mous pad click	0.0
45	2071_1	so i call custom support good go safeti featur not affect perform i choos hide messag	perform	129--140	0	affect perform	0.0
46	2711_0	seem slow occasion run mani applic ie internet tab program etc simultan	applic	50--62	1	mani applic tab	0.0
47	2558_0	we figur everyth hi pc actual end cost $ 350 origin mac	cost	57--64	-1	everyth pc actual end cost mac	0.0
48	2752_1	i use extern speaker sound good	sound	33--38	1	speaker sound good	1.0
49	1576_0	the display comput best i see long time batteri life long contin	display	4--11	1	display comput	0.0
50	2435_0	i disappoint i realiz keyboard light model	keyboard	44--52	-1	keyboard model	0.0
51	1399_0	graphic aw wireless switch top rather side i use side	graphic	4--12	-1	graphic aw wireless switch	-1.0
52	2159_0	the batteri life also rel good	batteri life	4--16	1	the batteri life also rel good	1.0
53	2863_0	the price featur meet need	price	4--9	1	price featur	0.0
54	2594_0	it make comput much easi use navig	use	36--39	1	make comput much easi use navig	1.0
55	2336_0	i buy cordless mous alway take	cordless mous	11--25	1	buy cordless mous	0.0
56	1570_0	compani provid up ship fast great	ship	21--29	1	up ship fast great	1.0
57	1088_1	a second problem involv the batteri which is advertis have storag life of 11 hour but when fulli charg show onli 7 hour servic	servic	140--147	-1	of hour hour servic	0.0
58	1599_0	i not experi lot heat come howev i would highli suggest purchas stand howev due natur design macbook one larg heat sink	stand	96--101	0	suggest purchas stand	0.0
59	1969_0	i also like acer arcad realli two thing i like laptop	acer arcad	16--27	1	i also like acer arcad realli thing i like	1.0
60	2622_1	reason it buy know first thing not lose valu laptop price stay next year even appl decid chang mode laptop valu drop 10 20 % unlik pc laptop drop 80 %	price	117--122	1	price stay	0.0
61	926_0	but guess buy extern dvd drive build type the notebook use read anyth extern drive	extern dvd drive	37--55	-1	extern dvd drive build read anyth extern drive	0.0
62	1986_0	i instal window within two week purchas soon discov crack screen hing	window	20--27	-1	window purchas discov	0.0
63	2837_0	mous way way way sensit	mous	4--9	-1	mous way way way sensit	0.0
64	1691_1	the paint wear easili due keyboard farther back usual	keyboard	38--46	-1	wear easili due keyboard back usual	1.0
65	878_0	the tech store i purchas send back eventu i get new repair machin approxim 3 week later	tech store	4--14	-1	the tech store purchas get	0.0
66	956_0	i send back find time batteri faulti i get new one fix find	batteri	46--53	-1	batteri faulti	-1.0
67	1964_0	thi comput challeng carri handl	carri	36--41	-1	comput carri handl	0.0
68	367_0	i addict photo booth	photo booth	17--28	1	addict photo booth	0.0
69	1716_1	there littl difficulti migrat firewir cabl system use ibook	ibook	102--107	0	firewir cabl system use ibook	0.0
70	80_0	great laptop offer mani great featur	featur	36--44	1	great offer mani great featur	1.0
71	712_0	i love appl quick easi use	use	41--44	1	appl quick easi use	1.0
72	1192_1	the lock problem myriad caus common corrupt version applework render browser useless	browser	133--140	-1	applework render browser useless	-1.0
73	2574_0	i play lot casual game onlin touchpad respons	touchpad	45--53	1	play touchpad respons	1.0
74	1819_2	it come softwar instal outsid window medium price i pleas condit overal product	price	81--86	1	medium price	0.0
75	1399_1	graphic aw wireless switch top rather side i use side	wireless switch	31--46	-1	graphic aw wireless switch top	-1.0
76	1377_0	you know use comput fun not aggrav especi play game work photo	play game	85--98	0	know fun not aggrav especi play game photo	1.0
77	1582_0	crisp screen great batteri life plenti storag	screen	6--12	1	crisp screen great life	1.0
78	76_1	i even get teenag son one featur offer like ichat photobooth garag band	ichat	77--82	1	teenag one like ichat	1.0
79	277_0	the internet lock freez everi time tri use command prompt would not work	internet	4--12	-1	the internet lock	0.0
80	207_1	learn keyboard shortcut take minut get use shortcut window machin	shortcut	93--102	0	shortcut shortcut machin	0.0
81	2214_0	the program come comput work beauti	program	4--11	1	the program come	0.0
82	115_0	the batteri life batteri complet die cours leav much desir	batteri life	4--16	-1	the batteri life batteri die leav	-1.0
83	2909_0	have mani higher price comput crash burn long ever get use great memori speed etc	memori	96--102	-1	great memori speed	1.0
84	2808_3	cord come right power plu cord come front headphon mic plu network connect left make messi setup cord go everi direct	mic	80--83	-1	front headphon mic connect left	0.0
85	2649_1	the processor scream uniqu way appl osx 16 function graphic rout hardwar rather softwar	osx 16	64--70	1	scream uniqu way appl osx 16 function	-1.0
86	634_0	i respond i not old comput way i would lose data hard drive	hard drive	87--97	-1	i respond i not old way i lose hard drive	1.0
87	1259_0	acer no help garmin could not determin problem spend 2 hour i return purchas toshiba r700 seem even nice i abl load softwar no problem	softwar	200--208	1	problem i seem even nice i abl load softwar problem	-1.0
88	2918_0	if check find notebook miss port dual core amd intel processor	port	68--73	0	port dual core	0.0
89	779_0	thi first dell i hear custom servic lack work improv	custom servic	36--52	-1	custom servic lack	-1.0
90	1937_0	i get back build webcam build mic short anytim i touch lid mind mean commun fianc deploy i suffer thru would constantli reset comput abl use cam mic anytim go	build webcam	21--36	-1	i get back build webcam build mic anytim i mean i cam mic anytim	0.0
91	1378_0	window also shut comput no reason without warn	window	0--7	-1	window shut	0.0
92	2561_2	i wish iwork ms offic come mac ms offic even come pc laptop	ms offic	49--58	-1	iwork ms offic come ms offic come	0.0
93	2573_1	i upgrad memori replac base window 7 starter win 7 home run fine	window 7 starter	44--61	0	replac base window 7 starter win 7 home	0.0
94	2447_0	it fast high definit qualiti video	high definit qualiti	14--37	1	it fast high definit qualiti video	0.0
95	899_0	the comput fast run smoothli no problem	run	30--33	1	fast run smoothli problem	-1.0
96	908_0	also sister get exact laptop sinc cheap 8 month screen split half everyday use	screen	93--99	-1	screen split	0.0
97	1812_0	the differ whole lot fun use laptop still learn appl navig fun come lot cool app	appl navig	83--99	0	learn appl navig app	0.0
98	462_0	unabl boot brand new laptop	boot	10--17	-1	unabl boot brand	0.0
99	678_1	plenti storag 250 gb though i upgrad ram	ram	69--72	0	upgrad ram	0.0
100	2510_0	wait i7 well worth great valu price	price	58--63	1	wait i7 well worth great valu price	1.0
101	120_0	the dvd drive randomli pop open backpack well annoy	dvd drive	4--13	-1	the dvd drive randomli pop	0.0
102	1964_1	thi comput challeng carri handl	handl	46--52	-1	carri handl	0.0
103	1696_1	the size perfect i not recommend anyth big except person exceed limit space give	space	107--112	-1	limit space give	-1.0
104	255_0	there small red circl next middl i click say consid replac batteri not hold full charg	batteri	121--128	0	replac batteri	0.0
105	3062_2	the screen nice imag come clear keyboard fit feel right	fit	73--76	1	keyboard fit feel right	1.0
106	38_1	in shop macbook encas soft rubber enclosur never know razor edg buy get home break seal use clever con	edg	108--112	-1	razor edg buy	0.0
107	1110_0	go bring servic today	servic	21--28	0	bring servic	0.0
108	219_0	the macbook small enough portabl yet hold ton inform perform	perform	83--94	1	hold ton inform perform	0.0
109	2933_0	the graphic great	graphic	4--12	1	the graphic great	1.0
110	3047_0	bewar staff could send back make feel know comput	staff	15--20	-1	staff send	0.0
111	2540_1	program say use quick process comput work like charm	use	25--28	1	say use quick work	0.0
112	2680_0	again decent comp price i need one quickli laptop die	price	27--32	1	decent comp price die	-1.0
113	2619_1	everyth i tri work i never carri wall charger caus batteri awesom	batteri	88--95	1	caus batteri awesom	1.0
114	388_2	the processor quick effect i load webpag applic	load	47--51	1	processor quick effect load applic	1.0
115	1225_0	the comput ship repair depot june 24 return juli 2 seem like short turn around time except comput not repair return	repair depot	34--46	0	ship repair depot june return seem turn not repair return	0.0
116	2603_0	i impress program includ iphoto	program	29--40	1	impress program	1.0
117	1152_0	then hard drive fail	hard drive	9--19	-1	then hard drive fail	-1.0
118	2242_0	the graphic stun	graphic	4--12	1	graphic stun	0.0
119	1174_1	i also purchas applecar $ 300 three year extend warranti sinc i never see laptop last two	extend warranti	63--80	0	purchas year extend warranti see	1.0
120	2380_1	previou laptop pc still mac osx clean smooth oper system	oper system	83--99	1	clean smooth oper system	1.0
121	2541_2	fact dont like appl gener use safari dont use safari instal mozilla firefox love everi singl bit	mozilla firefox	110--125	1	mozilla firefox love	1.0
122	331_1	it 10 hour batteri life web brows word edit make perfect classroom offic term game movi play batteri life 5 hour	batteri life	180--192	1	10 hour batteri life web perfect offic term game movi play batteri life hour	1.0
123	3041_0	processor when compar 3 week old earli 2011 edit i bare experi differ perform 2 3 ghz v 2 4 ghz	processor	0--9	0	processor experi	0.0
124	1776_0	the macbook arriv nice twin pack seal box function work great	twin pack	30--42	1	nice twin pack seal work great	1.0
125	1438_4	extern key keyboard fall use paint rub button mous pad heal hand sit screen terribl glare	paint	73--78	-1	paint hand	1.0
126	455_1	itun handi music manag program essenti anyon ipod	program	35--42	1	itun handi music manag program essenti ipod	0.0
127	1358_0	becaus not purchas extend warranti time hook repair	extend warranti	32--49	-1	becaus purchas extend warranti time repair	0.0
128	2672_0	the price great model i plan use medium entertain room	price	4--9	1	the price great model plan	1.0
129	2923_0	the batteri life seem good no issu	batteri life	4--16	1	the batteri life seem good	1.0
130	1028_0	or cursor would show place els	cursor	7--13	-1	cursor show	0.0
131	98_0	it take sever week get acknowledg i warranti	warranti	71--79	-1	acknowledg i warranti	0.0
132	2974_0	it run quiet plu	run	3--7	1	it run quiet plu	0.0
133	2004_1	if realli want bang system need run window applic go appl	window applic	58--78	0	run window applic appl	0.0
134	1457_0	must keep plug time not keep charg long four minut	charg	68--74	-1	keep keep charg	0.0
135	1992_1	anyway earli juli year dvd burner stop work comput star issu power suppli	power suppli	111--123	-1	stop work comput star issu power suppli	-1.0
136	1717_1	the ibook backup also use firewir connect	firewir connect	31--50	0	use firewir connect	0.0
137	1172_0	i order macmal save sale tax i would incur buy local	sale tax	46--55	1	save sale tax	1.0
138	1057_0	acer set free recoveri disc avail sinc i ask	recoveri disc	29--43	1	set free recoveri disc	1.0
139	1733_0	game main issu	game	0--5	-1	game main issu	0.0
140	1366_1	after warrenti expir hard drive go bad would cost fix replac	hard drive	33--43	-1	hard drive go bad	-1.0
141	1796_0	despit claim appl apologist vice i recent reform intern laptop differ pc point	intern	95--104	-1	intern laptop	0.0
142	552_0	overal poor featur averag perform poor batteri life excel price valu poor	featur	16--24	0	featur averag	0.0
143	1587_0	it best condit realli high qualiti	qualiti	50--57	1	condit realli high qualiti	0.0
144	697_0	the 13 macbook pro fit budget free ship no tax best price get great product	ship	57--65	1	budget free ship price get	1.0
145	1740_1	the materi pro make seem lot nicer spec like i say perform lot well comput i past	spec	68--73	-1	nicer spec say	1.0
146	2795_0	at first work well month system board fail i send toshiba complaint three week later i receiv laptop back discov still problem i send back get fix	system board	51--63	-1	system board fail	-1.0
147	1867_2	i think part problem comput vista yet i know vista entir issu late purchas acer also vista i wait month get next oper system	oper system	211--227	0	get next oper system	0.0
148	1928_1	after week i final get back tell motherboard fail instal new motherboard	motherboard	114--125	0	motherboard fail instal new motherboard	-1.0
149	2093_0	i love pc i readi chang tire window system	window system	60--74	-1	readi chang tire window system	-1.0
150	1730_0	it small enough i take pretti much anywher still big enough screen get everyth	screen	86--92	1	it small enough big enough screen get	0.0
151	1149_0	i alway use pc constantli frustrat crash poorli design oper system never intuit	oper system	93--110	-1	crash poorli design oper system never intuit	0.0
152	490_0	but soni say could send back charg add bluetooth addit seventi someth dollar	add bluetooth	55--75	-1	send charg add bluetooth addit dollar	0.0
153	260_0	oh yeah fanci webcam break guess send get fix	webcam	26--32	-1	fanci webcam guess	0.0
154	392_0	i custom order machin could not understand techi due accent	techi	66--72	-1	techi due accent	0.0
155	1366_0	after warrenti expir hard drive go bad would cost fix replac	warrenti	12--20	0	warrenti expir	0.0
156	1071_0	i contact acer give free recoveri dvd go pay ask give	recoveri dvd	45--58	1	give free recoveri dvd give	1.0
157	388_1	the processor quick effect i load webpag applic	applic	65--77	0	the processor quick effect i load webpag applic	1.0
158	1179_1	first discov word process program know applework rare translat perfectli anyon els comput translat	word process program	32--55	-1	discov word process program know	0.0
159	1746_4	screen keyboard mous if cant see spend extra money jump mac beauti screen respons island backlit keyboard fun multi touch mous worth extra money alon	multi touch mous	165--182	1	screen keyboard mous beauti screen respons backlit keyboard fun multi touch mous	1.0
160	1960_0	all disappoint experi except i learn good geek squad also custom servic	custom servic	102--118	1	learn good squad also custom servic	1.0
161	1819_1	it come softwar instal outsid window medium price i pleas condit overal product	window medium	54--67	0	come outsid window medium price	0.0
162	2954_0	it load program no good averag user make run way slow	program	18--26	-1	load program good averag user make way slow	1.0
163	357_0	keyboard reason size	keyboard	0--8	1	keyboard reason size	0.0
164	2236_3	also may need charg day medium use everi thing fast easi mac size look featur attract	charg	21--27	0	charg day	0.0
165	1470_0	the comput constantli get hot burn leg unless go hassl take entir back clean fan	fan	156--159	-1	take entir back clean fan	1.0
166	1372_0	we numer problem vista adob flash player quit uninstal reinstal internet explor quit lose whatev work also window updat appear comput sinc get updat probabl 400 time updat	vista	37--42	-1	we numer problem vista quit quit	-1.0
167	1745_0	though pictur video music softwar nowher close profession grade softwar use cs5 job beginn even intermedi medium design	music softwar	31--45	-1	pictur video music softwar close softwar job	0.0
168	1373_1	i notic window new system call window 7 u vista user they get bug vista invest new system	vista	67--72	0	u vista user bug vista invest	0.0
169	2291_0	there no need open program first click open import	program	27--34	1	program click	0.0
170	1595_3	it pretti fast not hiccup i use web brows upload photo watch movi 720p occas creat present	creat present	137--159	1	pretti fast brows occas creat present	1.0
171	1376_0	it seem could updat xp without creat vista	xp	33--35	1	updat xp	1.0
172	1620_0	i never go back window	window	24--31	-1	go window	0.0
173	400_2	the qualiti engin design warranti superior cover damag drop laptop	warranti	36--44	1	qualiti engin design warranti superior laptop	1.0
174	2660_0	the bodi bit cheapli make interest see long hold	bodi	4--8	-1	bodi bit	0.0
175	2534_1	but machin awesom ilif great i love snow leopard x	snow leopard x	57--71	1	snow leopard	0.0
176	2187_1	compar similarli spec pc machin good valu well build work easili right box	build	67--72	1	similarli spec pc well build work	1.0
177	2225_1	i also enjoy fact macbook pro laptop allow run window 7 use vmware program	vmware program	95--109	0	pro use vmware program	0.0
178	374_3	love graphic awesom program includ garageband realli cool default background	default background	76--94	1	garageband realli cool default background	1.0
179	1192_0	the lock problem myriad caus common corrupt version applework render browser useless	applework	101--111	-1	lock myriad common corrupt version applework browser useless	-1.0
180	1494_0	i make photo book gift comput push buy draw itun account send book hous book perfect qualiti exactli i creat look good i even imagin	itun	80--86	0	buy draw itun account	0.0
181	995_0	it fairli well poor perform overheat occasion blue screen	perform	41--52	-1	well poor perform	-1.0
182	1564_0	the display awesom	display	4--11	1	the display awesom	1.0
183	2749_0	love take space like regular comput	space	29--34	1	take space regular comput	0.0
184	577_1	it give power speed i need run program i use edit	speed	26--31	1	give speed run	0.0
185	1037_0	the driver updat fix issu frustrat	driver updat	4--18	-1	the driver updat issu frustrat	-1.0
186	61_0	what i like laptop run well without purchas addit memori	memori	82--88	-1	run without purchas addit memori	0.0
187	27_0	the eas set terrif	set	12--18	1	eas set terrif	1.0
188	2407_1	you even run parallel type program easili run leftov softwar absolut not without	softwar	73--81	1	run run leftov softwar not	0.0
189	3055_1	it 1 ghz faster processor stock 500gb hard drive	500gb hard drive	45--61	1	processor stock 500gb hard drive	-1.0
190	515_1	they say comput cover extend warranti product extend warranti take care third parti not soni anymor	extend warranti	88--107	0	cover extend warranti product extend warranti take	0.0
191	237_2	i iwork itun email ms offic network printer set complet work perfectli within hour	ms offic	32--41	1	ms offic work	0.0
192	1574_1	i love oper system preload softwar	preload softwar	36--54	1	love oper system preload softwar	1.0
193	464_0	they go ask open variou compon take batteri hard disk apart 2 hour phone could not fix	batteri	63--70	0	take batteri	0.0
194	1878_2	1 you not chang desktop background window 7 starter not support function	function	87--95	-1	1 function	0.0
195	3034_0	if buy go expect 7 hr batteri life perfectli satisfi	batteri life	57--69	-1	expect 7 hr batteri life	0.0
196	2509_1	not version program abl save work open mac version program mac graphic function superior	program	127--135	1	not version program abl save mac version program mac graphic function superior	1.0
197	84_2	while i mostli use email internet game i confid applic live high standard i come appreci mac laptop	game	46--52	0	i internet game i confid applic live i	1.0
198	3007_0	problem add 1 gb ram comput kinda slow	ram	43--46	-1	ram kinda slow	0.0
199	2976_0	they stay charg littl hour	charg	15--22	-1	stay charg	0.0
200	2636_0	key bind take littl get use love macbook pro	key bind	4--16	-1	key bind take	0.0
201	2233_0	u u want second even start comput take second	start	50--58	1	u u start comput	0.0
202	823_1	it get stick time use keep tap get work	work	92--96	-1	get get work	0.0
203	1926_1	again februari comput complet fail point could not load window i contact acer get fix thru warrenti take 3 day fight phone agent seem though none speak english	warrenti	136--144	0	thru warrenti take	0.0
204	3022_0	it still beauti good color reproduct i could ever expect notebook	color reproduct	36--54	1	beauti good color reproduct expect	1.0
205	454_0	the build webcam great skype similar video chat servic	build webcam	4--19	1	the build webcam great skype similar video servic	1.0
206	2385_0	i impress batteri life perform small amount memori	batteri life	29--41	1	impress batteri life perform small memori	1.0
207	2381_0	still test batteri life think would good happi upgrad	batteri life	18--30	-1	test batteri life think would good happi upgrad	1.0
208	1072_0	newer rma servic great alway i contact late friday night issu rma number prepaid up ship label next morn saturday	rma servic	9--20	1	newer rma servic great rma ship label	1.0
209	144_1	i think price great spec	spec	38--43	1	price great spec	1.0
210	1543_0	i wipe nearli everyth instal openoffic firefox i oper incred effici use machin great price	openoffic	47--57	0	openoffic firefox	0.0
211	496_2	set would chang reason screen size would chang like pixel size whatnot	pixel size	89--100	-1	chang screen size chang pixel size whatnot	0.0
212	156_0	it cool system malfunct 10 minut gener use would not move past error	cool system	9--23	-1	cool system malfunct 10 minut gener	0.0
213	220_0	although price high dell laptop macbook worth dough	price	13--18	-1	although price high dell laptop dough	0.0
214	2511_2	bigger good graphic card bid	graphic card	18--31	1	good graphic card	1.0
215	1722_0	after talk knowledg sale associ i choos macbook pro white macbook	sale associ	50--65	1	after talk knowledg sale associ choos	0.0
216	659_0	i reinstal window recoveri disc everyth seem good	window	14--21	1	window recoveri	0.0
217	458_0	in first moth comput hardriv fail replac	hardriv	46--54	-1	comput hardriv fail	-1.0
218	755_0	summari know ship bad bio noth proactiv resolv	bio	44--48	-1	ship bad bio	-1.0
219	1707_0	i love program superior window movi maker	program	12--19	1	program superior maker	1.0
220	1393_0	mous button hard push	mous button	4--17	-1	mous button push	0.0
221	2565_0	i take broken cord appl store give new one	cord	23--28	1	broken cord store	-1.0
222	162_0	awesom cool system much good graft card ati 5870 8gb ram led backlit screen	cool system	10--24	1	awesom cool system much good ati	1.0
223	2936_0	oh word stuff trial version month go open ask product key didnt come comput even click cancel wont let use i use old word process work good	word process	240--254	1	oh word stuff go old word process work good	1.0
224	1432_0	i constantli tri uninstal program clean cooki delet unus file	program	36--44	0	uninstal program clean cooki delet	1.0
225	1668_0	the bad part size weight	size	25--29	-1	bad size weight	-1.0
226	1535_0	howev i love particular mac fast great size fantast featur like light keyboard easi mous pad	size	65--69	1	great size fantast featur	1.0
227	29_0	i adjust mousepad sensit sensit	mousepad sensit	19--39	-1	adjust mousepad sensit sensit	0.0
228	733_0	microsoft seem unabl keep repair multitud window problem	window	74--81	-1	window problem	-1.0
229	2171_0	i osx window run time	osx	16--19	1	i osx run	0.0
230	113_0	in fact somehow i never open speck dust someth get insid screen perman behind front screen way display	screen	92--98	-1	get insid screen behind front screen display	0.0
231	1458_0	batteri irreplac	batteri	6--13	-1	batteri irreplac	0.0
232	1694_0	overal i experi huge chang mac run pretti fast compar old pc	run	52--56	1	experi huge mac run fast compar	1.0
233	2821_0	oh yea no numer pad side	numer pad	15--26	-1	numer pad side	0.0
234	313_2	i also purchas iwork go program word process spreadsheet present similar microsoft offic	microsoft offic	121--137	0	present similar microsoft offic	0.0
235	2506_1	i origin concern i view work i colleg mac format i even thrill learn program like ilif iwork allow convert document readabl file mac	ilif	170--175	1	work ilif iwork	0.0
236	1056_0	befor i reload window 7 ultim use download driver acer site	driver	72--79	0	download driver site	0.0
237	2496_0	mac not make game	game	20--26	-1	make game	0.0
238	391_0	i pay extra memori 17 inch screen well top line dvd cd burner	memori	17--23	0	pay extra memori	-1.0
239	1154_0	so appl replac hard drive i enjoy anoth 4 month new comput freez morn complet	hard drive	29--39	0	replac hard drive enjoy	1.0
240	111_0	the keyboard gener felt okay even someon use desktop keyboard look terribl	desktop keyboard	67--83	0	the keyboard felt okay even someon use desktop keyboard look terribl	-1.0
241	1771_1	it easi navig updat program	navig	14--22	1	it easi navig program	1.0
242	2853_1	it take toshiba tech support 4 call 4 differ tech correct problem	tech	53--58	-1	toshiba tech support 4 4 differ tech correct problem	0.0
243	1569_0	lightweight long batteri life excel transit pc	batteri life	18--30	1	lightweight long batteri life excel pc	1.0
244	2378_0	it fast not problem internet connect problem	internet connect	45--64	1	problem internet connect problem	-1.0
245	835_0	major design flaw	design	20--26	-1	major design flaw	0.0
246	340_0	they also long servic life comput i sever friend still use old appl powerbook	servic life	24--36	1	servic life sever friend	1.0
247	2785_0	also extend warranti problem	extend warranti	10--27	-1	extend warranti problem	-1.0
248	2258_1	applic respond immedi not like tire ms applic	ms applic	55--70	-1	applic not like tire ms applic	1.0
249	2130_0	i also like glass screen	glass screen	17--29	1	like glass screen	1.0
250	2270_0	a great featur spotlight search one search document simpli type keyword rather pars ten file folder document	spotlight search	23--39	1	great spotlight search search document simpli type keyword rather pars ten document	1.0
251	2754_1	i recommend word process internet user	internet	36--44	1	internet user	0.0
252	2168_0	there backlit keyboard perfect type dark	backlit keyboard	11--27	1	there backlit keyboard perfect type dark	1.0
253	1496_3	all program keynot page number option save document microsoft compat realli elimin need actual	number	37--44	0	number option	0.0
254	141_1	call acer mani time want pay ship ship repair center i disappoint sinc brand new comput	repair center	77--90	0	ship ship repair center disappoint	-1.0
255	3006_0	lot preload softwar	preload softwar	8--26	1	lot preload softwar	0.0
256	846_0	i laptop return unrepair sinc pay $ 176 everi 3 month worth long port seem last	port	123--127	-1	month worth long port	1.0
257	771_0	the rep not even answer question i ask understand i ask speak english even tri acknowledg question	rep	4--7	-1	the rep question understand acknowledg question	0.0
258	2588_2	it offic compat featur function new might well save money learn pre instal mac program	program	150--158	0	learn pre instal mac program	0.0
259	1316_0	the tech guy say servic center not 1 1 exchang i direct concern sale team retail shop i buy netbook	servic center	27--41	-1	say servic center	0.0
260	1922_0	the batteri life suppos 6 hour even i run batteri high effici set batteri would last averag 2 5 3 hour	batteri life	4--16	-1	the batteri life suppos batteri high effici batteri last averag 5	1.0
261	90_2	the batteri never hold charg long one hour within two month stop hold charg ten minut	charg	94--100	-1	hold charg month stop hold charg	-1.0
262	301_0	i not problem applic quit freez	applic	34--46	1	problem applic quit	-1.0
263	2836_1	mous pad left button alway stick	left button	26--37	-1	pad left button	0.0
264	2807_2	headphon mic jack front touch pad make touch pad hard use use headphon mic not mention laptop design right hand person	touch pad	43--52	0	touch pad touch pad hard use use	-1.0
265	62_0	they includ memori comput know vista would run slowli	memori	31--37	-1	memori comput	0.0
266	713_1	i call appl support set new printer wonder experi help english speak vancouv tech walk process help	tech	139--144	1	vancouv tech walk	0.0
267	2753_0	best thing i use exist 32 bit old program	program	44--52	1	exist 32 bit old program	0.0
268	811_0	comput ha been servic facil more than hand	servic facil	21--37	-1	ha servic facil than	0.0
269	2318_0	wonder zoom	zoom	10--17	1	wonder zoom	1.0
270	246_1	veri fast boot shut	shut	22--31	1	veri fast boot shut	0.0
271	904_1	then one month warranti expir replac charger go	replac charger	48--67	-1	replac charger go	0.0
272	3045_0	fan nois the fan make constant hiss nois background	fan	0--3	-1	fan nois fan nois	1.0
