	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
60	2622_1	reason it buy know first thing not lose valu laptop price stay next year even appl decid chang mode laptop valu drop 10 20 % unlik pc laptop drop 80 %	price	117--122	1	price stay
61	926_0	but guess buy extern dvd drive built type the notebook use read anyth extern drive	extern dvd drive	37--55	-1	buy built anyth read dvd drive extern
62	1986_0	i instal window within two week purchas soon discov crack screen hing	window	20--27	-1	i instal window
63	2837_0	mous way way way sensit	mous	4--9	-1	sensit mous
64	1691_1	the paint wear easili due keyboard farther back usual	keyboard	38--46	-1	due usual wear keyboard
65	878_0	the tech store i purchas sent back eventu i got new repair machin approxim 3 week later	tech store	4--14	-1	the tech sent store
66	956_0	i sent back found time batteri faulti i got new one fix found	batteri	46--53	-1	batteri faulti time
67	1964_0	thi comput challeng carri handl	carri	36--41	-1	handl carri challeng comput
68	367_0	i addict photo booth	photo booth	17--28	1	i photo addict booth
69	1716_1	there littl difficulti migrat firewir cabl system use ibook	ibook	102--107	0	difficulti use system cabl ibook
70	80_0	great laptop offer mani great featur	featur	36--44	1	mani great featur
71	712_0	i love appl quick easi use	use	41--44	1	use love easi
72	1192_1	the lock problem myriad caus common corrupt version applework render browser useless	browser	133--140	-1	useless browser
73	2574_0	i play lot casual game onlin touchpad respons	touchpad	45--53	1	touchpad respons
74	1819_2	it come softwar instal outsid window media price i pleas condit overal product	price	81--86	1	media price come product
75	1399_1	graphic aw wireless switch top rather side i use side	wireless switch	31--46	-1	graphic top wireless switch aw side
76	1377_0	you know use comput fun not aggrav especi play game work photo	play game	85--98	0	photo use game play
77	1582_0	crisp screen great batteri life plenti storag	screen	6--12	1	batteri storag screen crisp
78	76_1	i even got teenag son one featur offer like ichat photobooth garag band	ichat	77--82	1	band ichat
79	277_0	the internet lock froze everi time tri use command prompt would not work	internet	4--12	-1	lock internet
80	207_1	learn keyboard shortcut took minut get use shortcut window machin	shortcut	93--102	0	machin took shortcut keyboard
81	2214_0	the program came comput work beauti	program	4--11	1	the program came
82	115_0	the batteri life batteri complet die cours left much desir	batteri life	4--16	-1	batteri life complet
83	2909_0	have mani higher price comput crash burn long ever got use great memori speed etc	memori	96--102	-1	great speed memori
84	2808_3	cord come right power plu cord come front headphon mic plu network connect left make messi setup cord go everi direct	mic	80--83	-1	front headphon mic come connect
85	2649_1	the processor scream uniqu way appl osx 16 function graphic rout hardwar rather softwar	osx 16	64--70	1	function osx 16
86	634_0	i respond i not old comput way i would lose data hard drive	hard drive	87--97	-1	hard drive lose
87	1259_0	acer no help garmin could not determin problem spend 2 hour i return purchas toshiba r700 seem even nicer i abl load softwar no problem	softwar	200--208	1	load softwar nicer i abl seem
88	2918_0	if check find notebook miss port dual core amd intel processor	port	68--73	0	amd port
89	779_0	thi first dell i heard custom servic lack work improv	custom servic	36--52	-1	i servic dell custom heard improv
90	1937_0	i got back built webcam built mic short anytim i touch lid mind mean commun fianc deploy i suffer thru would constantli reset comput abl use cam mic anytim went	built webcam	21--36	-1	webcam use built anytim back
91	1378_0	window also shut comput no reason without warn	window	0--7	-1	shut window
92	2561_2	i wish iwork ms offic came mac ms offic even come pc laptop	ms offic	49--58	-1	offic mac ms iwork come came
93	2573_1	i upgrad memori replac base window 7 starter win 7 home run fine	window 7 starter	44--61	0	i replac window base 7 fine starter
94	2447_0	it fast high definit qualiti video	high definit qualiti	14--37	1	definit qualiti it fast high video
95	899_0	the comput fast ran smoothli no problem	ran	30--33	1	ran problem fast smoothli
96	908_0	also sister got exact laptop sinc cheap 8 month screen split half everyday use	screen	93--99	-1	screen split
97	1812_0	the differ whole lot fun use laptop still learn appl navig fun come lot cool app	appl navig	83--99	0	fun appl navig
98	462_0	unabl boot brand new laptop	boot	10--17	-1	brand boot
99	678_1	plenti storag 250 gb though i upgrad ram	ram	69--72	0	ram upgrad
100	2510_0	wait i7 well worth great valu price	price	58--63	1	great price worth valu wait
101	120_0	the dvd drive randomli pop open backpack well annoy	dvd drive	4--13	-1	randomli dvd drive
102	1964_1	thi comput challeng carri handl	handl	46--52	-1	handl carri thi
103	1696_1	the size perfect i not recommend anyth bigger except person exceed limit space give	space	107--112	-1	space limit give
104	255_0	there small red circl next x middl i click say consid replac batteri not hold full charg	batteri	121--128	0	batteri replac hold consid
105	3062_2	the screen nice imag come clear keyboard fit feel right	fit	73--76	1	feel clear fit keyboard
106	38_1	in shop macbook encas soft rubber enclosur never know razor edg buy get home break seal use clever con	edg	108--112	-1	razor buy edg
107	1110_0	go bring servic today	servic	21--28	0	servic today
108	219_0	the macbook small enough portabl yet hold ton inform perform	perform	83--94	1	perform inform
109	2933_0	the graphic great	graphic	4--12	1	great graphic
110	3047_0	bewar staff could send back make feel know comput	staff	15--20	-1	bewar send staff
111	2540_1	program say use quick process comput work like charm	use	25--28	1	say work use
112	2680_0	again decent comp price i need one quickli laptop die	price	27--32	1	need again price comp decent
113	2619_1	everyth i tri work i never carri wall charger caus batteri awesom	batteri	88--95	1	batteri awesom
114	388_2	the processor quick effect i load webpag applic	load	47--51	1	load applic
115	1225_0	the comput ship repair depot june 24 return juli 2 seem like short turn around time except comput not repair return	repair depot	34--46	0	repair comput june return the depot ship
116	2603_0	i impress program includ iphoto	program	29--40	1	i program impress includ
117	1152_0	then hard drive fail	hard drive	9--19	-1	fail then hard drive
118	2242_0	the graphic stun	graphic	4--12	1	graphic stun
119	1174_1	i also purchas applecar $ 300 three year extend warranti sinc i never seen laptop last two	extend warranti	63--80	0	i warranti purchas two extend
120	2380_1	previou laptop pc still mac osx clean smooth oper system	oper system	83--99	1	oper osx smooth system pc mac clean
121	2541_2	fact dont like appl gener use safari dont use safari instal mozilla firefox love everi singl bit	mozilla firefox	110--125	1	firefox mozilla love safari instal
122	331_1	it 10 hour batteri life web brows word edit make perfect classroom offic term game movi play batteri life 5 hour	batteri life	180--192	1	play life word hour edit it batteri
123	3041_0	processor when compar 3 week old earli 2011 edit i bare experi differ perform 2 3 ghz v 2 4 ghz	processor	0--9	0	differ processor
124	1776_0	the macbook arriv nice twin pack seal box function work great	twin pack	30--42	1	box twin pack
125	1438_4	extern key keyboard fall use paint rub button mous pad heal hand sit screen terribl glare	paint	73--78	-1	paint hand
126	455_1	itun handi music manag program essenti anyon ipod	program	35--42	1	ipod program
127	1358_0	becaus not purchas extend warranti time hook repair	extend warranti	32--49	-1	warranti repair becaus extend
128	2672_0	the price great model i plan use media entertain room	price	4--9	1	media price the room
129	2923_0	the batteri life seem good no issu	batteri life	4--16	1	batteri the seem life
130	1028_0	or cursor would show place els	cursor	7--13	-1	cursor or show
131	98_0	it took sever week get acknowledg i own warranti	warranti	71--79	-1	warranti acknowledg own i
132	2974_0	it run quiet plu	run	3--7	1	plu run it
133	2004_1	if realli want bang system need run window applic go appl	window applic	58--78	0	go applic window
134	1457_0	must keep plug time not keep charg longer four minut	charg	68--74	-1	longer charg keep
135	1992_1	anyway earli juli year dvd burner stop work comput stare issu power suppli	power suppli	111--123	-1	stare issu power suppli
136	1717_1	the ibook backup also use firewir connect	firewir connect	31--50	0	use connect firewir
137	1172_0	i order macmal save sale tax i would incur buy local	sale tax	46--55	1	i tax sale
138	1057_0	acer set free recoveri disc avail sinc i ask	recoveri disc	29--43	1	ask disc set recoveri free
139	1733_0	game main issu	game	0--5	-1	issu game
140	1366_1	after warrenti expir hard drive went bad would cost fix replac	hard drive	33--43	-1	went hard drive
141	1796_0	despit claim appl apologist vice i recent reform intern mac laptop no differ pc point	intern	95--104	-1	laptop intern
142	552_0	overal poor featur averag perform poor batteri life excel price valu poor	featur	16--24	0	poor overal featur excel averag
143	1587_0	it best condit realli high qualiti	qualiti	50--57	1	high qualiti it
144	697_0	the 13 macbook pro fit budget free ship no tax ca best price get great product	ship	57--65	1	free ship price budget fit
145	1740_1	the materi pro made seem lot nicer pc spec like i said perform lot better comput i past	spec	68--73	-1	i pc spec
146	2795_0	at first work well month system board fail i send toshiba complaint three week later i receiv laptop back discov still problem i send back get fix	system board	51--63	-1	fail board system
147	1867_2	i think part problem comput vista yet i know vista entir issu latest purchas acer also vista i wait month get next oper system	oper system	211--227	0	oper next system get
148	1928_1	after week i final got back told motherboard fail instal new motherboard	motherboard	114--125	0	fail motherboard new instal
149	2093_0	i love pc i readi chang tire window system	window system	60--74	-1	chang window system tire
150	1730_0	it small enough i take pretti much anywher still big enough screen get everyth done	screen	86--92	1	big screen enough get
151	1149_0	i alway use pc constantli frustrat crash poorli design oper system never intuit	oper system	93--110	-1	oper design system intuit poorli
152	490_0	but soni said could send back charg ad bluetooth addit seventi someth dollar	ad bluetooth	55--75	-1	dollar ad bluetooth
153	260_0	oh yeah fanci webcam break guess send get fix	webcam	26--32	-1	webcam guess
154	392_0	i custom order machin hp could not understand techi due accent	techi	66--72	-1	techi due
155	1366_0	after warrenti expir hard drive went bad would cost fix replac	warrenti	12--20	0	warrenti expir
156	1071_0	i contact acer give free recoveri dvd go pay ask give	recoveri dvd	45--58	1	go dvd recoveri free give
157	388_1	the processor quick effect i load webpag applic	applic	65--77	0	i applic processor load webpag
158	1179_1	first discov word process program known applework rare translat perfectli anyon els comput translat	word process program	32--55	-1	process known program word discov
159	1746_4	screen keyboard mous if cant see spend extra money jump mac beauti screen respons island backlit keyboard fun multi touch mous worth extra money alon	multi touch mous	165--182	1	jump multi island screen respons alon mac backlit mous touch see beauti keyboard fun spend
160	1960_0	all disappoint experi except i learn good geek squad also custom servic	custom servic	102--118	1	servic custom learn
161	1819_1	it come softwar instal outsid window media price i pleas condit overal product	window media	54--67	0	softwar media price window outsid instal
162	2954_0	it load program no good averag user make run way slow	program	18--26	-1	load make program
163	357_0	keyboard reason size	keyboard	0--8	1	size keyboard
164	2236_3	also may need charg day medium use everi thing fast easi mac size look featur attract	charg	21--27	0	need use charg
165	1470_0	the comput constantli get hot burn leg unless go hassl take entir back clean fan	fan	156--159	-1	fan clean
166	1372_0	we numer problem vista adob flash player quit uninstal reinstal internet explor quit lose whatev work also window updat appear comput sinc got updat probabl 400 time updat	vista	37--42	-1	adob vista
167	1745_0	though pictur video music softwar nowher close profession grade softwar im use cs5 job beginn even intermedi media design	music softwar	31--45	-1	softwar job music
168	1373_1	i notic window new system call window 7 us vista user they get bug vista invest new system	vista	67--72	0	vista user bug get
169	2291_0	there no need open program first click open import	program	27--34	1	need program open
170	1595_3	it pretti fast not hiccup i use web brows upload photo watch movi 720p occas creat present	creat present	137--159	1	watch creat present
171	1376_0	it seem could updat xp done without creat vista	xp	33--35	1	xp done updat
172	1620_0	i never go back window	window	24--31	-1	go window
173	400_2	the qualiti engin design warranti superior cover damag drop laptop	warranti	36--44	1	warranti design engin
174	2660_0	the bodi bit cheapli made interest see long hold	bodi	4--8	-1	bodi cheapli
175	2534_1	but machin awesom ilif great i love snow leopard x	snow leopard x	57--71	1	machin great love ilif i leopard snow but x awesom
176	2187_1	compar similarli spec pc machin good valu well built work easili right box	built	67--72	1	machin easili well built box
177	2225_1	i also enjoy fact macbook pro laptop allow run window 7 use vmware program	vmware program	95--109	0	vmware use program 7 allow
178	374_3	love graphic awesom program includ garageband realli cool default background	default background	76--94	1	default cool love background realli
179	1192_0	the lock problem myriad caus common corrupt version applework render browser useless	applework	101--111	-1	useless applework
180	1494_0	i made photo book gift comput push buy drew itun account sent book hous book perfect qualiti exactli i creat look better i even imagin	itun	80--86	0	account itun
181	995_0	it fairli well poor perform overh occasion blue screen	perform	41--52	-1	perform fairli screen
182	1564_0	the display awesom	display	4--11	1	display awesom
183	2749_0	love take space like regular comput	space	29--34	1	take space
184	577_1	it give power speed i need run program i use edit	speed	26--31	1	speed power give
185	1037_0	the driver updat fix issu frustrat	driver updat	4--18	-1	the driver fix updat
186	61_0	what i like laptop run well without purchas addit memori	memori	82--88	-1	without purchas like addit memori
187	27_0	the eas set terrif	set	12--18	1	eas set terrif
188	2407_1	you even run parallel type program easili run leftov pc softwar absolut can not without	softwar	73--81	1	absolut softwar
189	3055_1	it 1 ghz faster processor stock 500gb hard drive	500gb hard drive	45--61	1	500gb hard it drive
190	515_1	they said comput cover extend warranti product extend warranti taken care third parti not soni anymor	extend warranti	88--107	0	product said extend cover warranti taken
191	237_2	i iwork itun email ms offic network printer set complet work perfectli within hour	ms offic	32--41	1	printer offic set ms iwork email
192	1574_1	i love oper system preload softwar	preload softwar	36--54	1	preload softwar love system
193	464_0	they went ask open variou compon take batteri hard disk apart 2 hour phone could not fix	batteri	63--70	0	batteri disk
194	1878_2	1 you not chang desktop background window 7 starter not support function	function	87--95	-1	function support starter
195	3034_0	if buy go expect 7 hr batteri life perfectli satisfi	batteri life	57--69	-1	satisfi batteri life
196	2509_1	not version program abl save work open pc mac version program mac graphic function superior	program	127--135	1	version work abl pc mac program save open
197	84_2	while i mostli use email internet game i confid applic live high standard i come appreci mac laptop	game	46--52	0	i game
198	3007_0	problem add 1 gb ram comput kinda slow	ram	43--46	-1	ram kinda
199	2976_0	they stay charg littl hour	charg	15--22	-1	hour charg stay
200	2636_0	key bind take littl get use love macbook pro	key bind	4--16	-1	bind take key
201	2233_0	u u want second even start comput take second	start	50--58	1	start take want
202	823_1	it get stuck time use keep tap get work	work	92--96	-1	work get
203	1926_1	again februari comput complet fail point could not load window i contact acer get fix thru warrenti took 3 day fight phone agent seem though none spoke english	warrenti	136--144	0	fix thru warrenti
204	3022_0	it still beauti better color reproduct i could ever expect notebook	color reproduct	36--54	1	better reproduct color expect beauti
205	454_0	the built webcam great skype similar video chat servic	built webcam	4--19	1	webcam the great built skype
206	2385_0	i impress batteri life perform small amount memori	batteri life	29--41	1	i batteri life impress
207	2381_0	still test batteri life thought would better happi upgrad	batteri life	18--30	-1	thought batteri life
208	1072_0	newer rma servic great alway i contact late friday night issu rma number prepaid up ship label next morn saturday	rma servic	9--20	1	servic number issu alway rma newer night saturday
209	144_1	i thought price great spec	spec	38--43	1	great price spec
210	1543_0	i wipe nearli everyth instal openoffic firefox i oper incred effici use machin great price	openoffic	47--57	0	i openoffic
211	496_2	set would chang reason screen size would chang like pixel size whatnot	pixel size	89--100	-1	whatnot screen reason chang pixel size
212	156_0	it cool system malfunct 10 minut gener use would not move past error	cool system	9--23	-1	malfunct system it cool
213	220_0	although price higher dell laptop macbook worth dough	price	13--18	-1	price laptop macbook
214	2511_2	bigger hd better graphic card bid hd	graphic card	18--31	1	better graphic card hd
215	1722_0	after talk knowledg sale associ i chose macbook pro white macbook	sale associ	50--65	1	after chose knowledg sale associ talk
216	659_0	i reinstal window recoveri disc everyth seem good	window	14--21	1	window recoveri
217	458_0	in first moth own comput hardriv fail replac	hardriv	46--54	-1	fail own comput hardriv
218	755_0	summari hp knew ship bad bio noth proactiv resolv	bio	44--48	-1	bio resolv
219	1707_0	i love program superior window movi maker	program	12--19	1	i program love maker movi
220	1393_0	mous button hard push	mous button	4--17	-1	mous push button
221	2565_0	i took broken cord appl store gave new one	cord	23--28	1	cord store
222	162_0	awesom cool system much better graft card ati 5870 8gb ram led backlit screen	cool system	10--24	1	better system cool
223	2936_0	oh word stuff trial version month go open ask product key didnt come comput even click cancel wont let use i use old word process work good	word process	240--254	1	process trial work word
224	1432_0	i constantli tri uninstal program clean cooki delet unus file	program	36--44	0	i constantli program tri uninstal
225	1668_0	the bad part size weight	size	25--29	-1	weight size
226	1535_0	howev i love particular mac fast great size fantast featur like light keyboard easi mous pad	size	65--69	1	featur size
227	29_0	i adjust mousepad sensit sensit	mousepad sensit	19--39	-1	sensit adjust mousepad
228	733_0	microsoft seem unabl keep repair multitud window problem	window	74--81	-1	problem window
229	2171_0	i osx window xp run time	osx	16--19	1	osx xp
230	113_0	in fact somehow i never open speck dust someth got insid screen perman behind front screen way display	screen	92--98	-1	screen perman display
231	1458_0	batteri irreplac	batteri	6--13	-1	batteri irreplac
232	1694_0	overal i experienc huge chang mac run pretti fast compar old pc	run	52--56	1	run pretti
233	2821_0	oh yea no numer pad side	numer pad	15--26	-1	numer pad side
234	313_2	i also purchas iwork go program word process spreadsheet present similar microsoft offic	microsoft offic	121--137	0	spreadsheet offic go similar microsoft present
235	2506_1	i origin concern i view work i done colleg mac pc format i even thrill learn program like ilif iwork allow convert pc document readabl file mac	ilif	170--175	1	ilif iwork
236	1056_0	befor i reload window 7 ultim use download driver acer site	driver	72--79	0	driver site
237	2496_0	mac not made game	game	20--26	-1	mac made game
238	391_0	i paid extra memori 17 inch screen well top line dvd cd burner	memori	17--23	0	extra paid memori
239	1154_0	so appl replac hard drive i enjoy anoth 4 month new comput froze morn complet	hard drive	29--39	0	i hard drive
240	111_0	the keyboard gener felt okay even someon use desktop keyboard look terribl	desktop keyboard	67--83	0	use look gener someon desktop keyboard
241	1771_1	it easi navig updat program	navig	14--22	1	program navig easi
242	2853_1	it took toshiba tech support 4 call 4 differ tech correct problem	tech	53--58	-1	differ support toshiba call 4 tech correct
243	1569_0	lightweight long batteri life excel transit pc	batteri life	18--30	1	batteri life excel long lightweight
244	2378_0	it fast not problem internet connect problem	internet connect	45--64	1	not problem connect fast internet
245	835_0	major design flaw	design	20--26	-1	flaw design
246	340_0	they also longer servic life comput i sever friend still use older appl powerbook	servic life	24--36	1	life comput servic
247	2785_0	also extend warranti problem	extend warranti	10--27	-1	warranti also problem extend
248	2258_1	applic respond immedi not like tire ms applic	ms applic	55--70	-1	respond applic tire like ms
249	2130_0	i also like glass screen	glass screen	17--29	1	i glass screen like
250	2270_0	a great featur spotlight search one search document simpli type keyword rather pars ten file folder document	spotlight search	23--39	1	search document spotlight
251	2754_1	i recommend word process internet user	internet	36--44	1	user internet
252	2168_0	there backlit keyboard perfect type dark	backlit keyboard	11--27	1	dark there backlit keyboard
253	1496_3	all program keynot page number option save document microsoft compat realli elimin need actual	number	37--44	0	option number
254	141_1	call acer mani time want pay ship ship repair center i disappoint sinc brand new comput	repair center	77--90	0	pay center repair
255	3006_0	lot preload softwar	preload softwar	8--26	1	preload softwar lot
256	846_0	i laptop return unrepair sinc pay $ 176 everi 3 month worth long port seem last	port	123--127	-1	pay seem port long worth
257	771_0	the rep not even answer question i ask understood i ask spoke english even tri acknowledg question	rep	4--7	-1	not rep the
258	2588_2	it offic compat featur function new might well save money learn pre instal mac program	program	150--158	0	pre instal mac program learn
259	1316_0	the tech guy said servic center not 1 1 exchang i direct concern sale team retail shop i bought netbook	servic center	27--41	-1	servic said center
260	1922_0	the batteri life suppos 6 hour even i ran batteri high effici set batteri would last averag 2 5 3 hour	batteri life	4--16	-1	life effici suppos batteri last the
261	90_2	the batteri never held charg longer one hour within two month stop hold charg ten minut	charg	94--100	-1	longer stop held minut hold charg
262	301_0	i not problem applic quit freez	applic	34--46	1	freez applic
263	2836_1	mous pad left button alway stick	left button	26--37	-1	button stick left
264	2807_2	headphon mic jack front touch pad make touch pad hard use use headphon mic not mention laptop design right hand person	touch pad	43--52	0	touch use pad
265	62_0	they includ memori comput knew vista would run slowli	memori	31--37	-1	comput memori
266	713_1	i call appl support set new printer wonder experi help english speak vancouv tech walk process help	tech	139--144	1	vancouv tech walk
267	2753_0	best thing i use exist 32 bit old program	program	44--52	1	old program exist
268	811_0	comput ha been at servic facil more than in my hand	servic facil	21--37	-1	servic been hand at ha facil more
269	2318_0	wonder zoom	zoom	10--17	1	zoom wonder
270	246_1	veri fast boot shut	shut	22--31	1	shut boot
271	904_1	then one month warranti expir replac charger went	replac charger	48--67	-1	charger went replac
272	3045_0	fan nois the fan made constant hiss nois background	fan	0--3	-1	the made fan nois
273	1713_0	love speed especi	speed	9--14	1	speed especi
274	2529_0	well i say sinc i bought mac i ever go back window	window	71--78	-1	go window
275	2875_0	the toshiba laptop i use easier use i tri	use	43--46	1	i tri use laptop toshiba
276	2338_0	i take everywher easi carri	carri	53--58	1	carri everywher take easi
277	2146_1	but a way bigger screen is abl connect hdmi	hdmi	59--63	0	connect hdmi
278	2707_0	would like trendi high tech featur	featur	34--42	-1	trendi high featur tech like
279	2824_0	simpl use great graphic	graphic	25--33	1	use graphic great
280	842_0	i still within one year warranti repair depot deem time caus physic abus not cover	warranti	30--38	-1	i within one warranti deem year still
281	1799_3	the sata control motherboard chip let cpu talk hard drive	hard drive	75--85	0	hard drive talk
282	2331_0	i also tri touch pad compar netbook store	touch pad	19--28	0	i touch pad tri store
283	746_0	no even support bio could problem bio how compani make fairli decent product get away insan	bio	37--41	-1	even bio no support get problem make
284	838_2	the port secur motherboard happen see plug gone	plug	75--79	-1	plug gone see
285	1872_0	i bought thi lap top and the charg time doesn t last as long as they say it will more like 2 hour	charg time	30--41	-1	t charg time
286	128_0	second one problem bad video card unreli overal second time return laptop back best buy	video card	48--58	-1	video unreli card
287	171_0	the batteri get hot scari	batteri	4--11	-1	batteri the get
288	2440_1	i look close perform spec compar i took grant featur standard	featur	111--119	0	featur standard
289	2938_0	i wish volum could louder mous didnt break month	volum	11--17	-1	mous i volum wish
290	858_0	i would rather spend money comput cost toshiba good	cost	52--57	-1	money good cost comput spend
291	2267_0	as comput scienc student colleg i find portabl longev eas use comput make shockingli want homework	portabl	58--69	1	comput portabl
292	817_0	also batteri not last long	batteri	12--19	-1	batteri also not last
293	2015_0	it kind pre instal softwar updat complet shut comput click	pre instal softwar updat	20--49	-1	pre softwar kind it shut instal updat complet
294	839_0	i sent back toshiba twice cover warranti	warranti	59--67	1	warranti cover
295	1548_1	appar well built gorgeou look i5 macbook pro win combin price perform	perform	104--115	1	perform win price
296	1775_2	the 13 macbook pro fit budget free ship no tax ca best price get great product	budget	36--42	1	ship budget
297	1051_0	touchpad take bit time get use	touchpad	1--9	0	touchpad take
298	2846_1	it work great gener internet use microsoft offic app home bookkeep etc	internet use	27--39	1	gener great use microsoft internet
299	314_2	i like program better offic save file complet compat offic program well	offic program	106--121	0	compat like i better offic program file complet
300	1504_1	it enough ram run smoothli enough memori satisfi need	memori	50--56	1	satisfi memori
301	1018_0	i past dell laptop sent item need sent repair technician hous fix	repair technician	84--101	1	technician repair hous
302	719_0	it easi use keyboard easili accommod larg hand weight fantast	keyboard	23--31	1	easili keyboard
303	2708_1	the start menu not easiest thing navig due stack	navig	43--51	-1	menu stack easiest navig thing
304	2360_0	navig comput far superior compar window oper system well	navig	0--10	1	system navig
305	2782_0	keyboard alright plate around cheap plastic make hollow sound use mous command button	keyboard	10--18	1	plate keyboard
306	1479_0	the servic i receiv toshiba went beyond call duti	servic	4--11	1	servic toshiba
307	3078_1	i3 processor seem run hot fan rare turn	fan	49--52	1	turn fan
