	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
197	84_2	while i mostly use it for email internet and gaming i m confident all other applications live up to the high standard i ve come to appreciate from laptops	gaming	46--52	0	gaming m
198	3007_0	the only problem is that i had to add 1 gb ram the computer was kinda slow	ram	43--46	-1	1 slow add ram gb
199	2976_0	they only stay charged a little over an hour	charged	15--22	-1	little charged stay
200	2636_0	the key bindings take a little getting used to but have loved the	key bindings	4--16	-1	bindings the key take
201	2233_0	u can do what u want in just few seconds even to start up your computer takes few seconds	start up	50--58	1	even to up start computer want
202	823_1	it gets stuck all of the time you use it and you have to keep tapping on it to get it to work	work	92--96	-1	to work get
203	1926_1	again in my computer completely failed to the point that it could not load so i contacted to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though of them spoke	warrenty	136--144	0	thru fixed warrenty my
204	3022_0	it s still beautiful and has better color reproduction than i could ever expect from a notebook	color reproduction	36--54	1	better color has reproduction
205	454_0	the built in webcam is great for and similar video chat services	built in webcam	4--19	1	services webcam the built in
206	2385_0	i ve been impressed with the battery life and the performance for such a small amount of memory	battery life	29--41	1	and impressed life battery performance the with
207	2381_0	still testing the battery life as i thought it would be better but am very happy with the upgrade	battery life	18--30	-1	battery life testing the
208	1072_0	s rma service was great as always i contacted them late night and they issued me an rma number and a shipping label the very next morning on	rma service	9--20	1	s rma great service number
209	144_1	i thought the price was great for the specs	specs	38--43	1	the great specs for
210	1543_0	i wiped nearly everything off of it installed openoffice and and i am operating an incredibly efficient and useful machine for a great price	openoffice	47--57	0	openoffice installed
211	496_2	setting would change for some reason the screen size would change on it s own like the pixel sizes and whatnot	pixel sizes	89--100	-1	and whatnot own like sizes the pixel
212	156_0	it had a cooling system malfunction after 10 minutes of general use and would not move past this error	cooling system	9--23	-1	malfunction cooling system
213	220_0	although the price is higher then laptops the are worth the dough	price	13--18	-1	laptops price the
214	2511_2	better graphics card and a bid	graphics card	18--31	1	better and bid card graphics
215	1722_0	after talking it over with the very knowledgeable sales associate i chose the over the white	sales associate	50--65	1	chose associate knowledgeable after sales talking the with
216	659_0	i reinstalled windows through the recovery discs and everything seemed good again	windows	14--21	1	windows i discs reinstalled seemed
217	458_0	in the first moth of owning this computer its hardrive failed which had to be replaced	hardrive	46--54	-1	failed hardrive its
218	755_0	summary knew they were shipping out bad bios and did nothing proactive to resolve it	bios	44--48	-1	bios bad shipping
219	1707_0	i love this program it is superior to windows movie maker	program	12--19	1	this superior program love
220	1393_0	the mouse buttons are hard to push	mouse buttons	4--17	-1	buttons the hard mouse
221	2565_0	i just took the broken cords into the store and they gave me new ones	cords	23--28	1	the cords took broken
222	162_0	awesome cooling system much better grafts card 5870 8gb backlit screen	cooling system	10--24	1	better cooling awesome grafts system
223	2936_0	oh and it has word and stuff but its a trial version so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good	word processer	240--254	1	and stuff word works version old the has come processer
224	1432_0	i am constantly trying to uninstall programs clean cookies and delete unused files	programs	36--44	0	clean programs
225	1668_0	the only bad part is the size weight	size	25--29	-1	weight size
226	1535_0	however i love this particular because its very fast great size and has fantastic features like the lighted keyboard and easy mouse pad	size	65--69	1	great because love fast its size
227	29_0	i had to adjust my mousepad sensitivity because it is very sensitive	mousepad sensitivity	19--39	-1	mousepad sensitivity adjust my
228	733_0	seems to be unable to keep up with repairs for the multitude of windows problems	windows	74--81	-1	windows of multitude
229	2171_0	i can have both osx and running at the same time	osx	16--19	1	and osx both running have time
230	113_0	in fact somehow and i never opened it up some specks of dust or something got inside the screen and are now there permanently behind the front of the screen in the way of the display	screen	92--98	-1	of screen way front got the inside
231	1458_0	the battery is irreplaceable	battery	6--13	-1	battery irreplaceable the
232	1694_0	overall i experienced a huge change in that my mac runs pretty fast compared to my old pc	runs	52--56	1	runs that fast pc mac change
233	2821_0	oh yea has no numeric pad on the side	numeric pad	15--26	-1	has pad side numeric no
234	313_2	i also purchased iwork to go with it which has programs for word processing spreadsheets and presentations similar to microsoft office	microsoft office	121--137	0	to similar microsoft office
235	2506_1	i was originally concerned that i couldn t view work i had done in college on my because of the pc formatting but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on	ilife	170--175	1	and iwork like ilife programs
236	1056_0	before i reloaded with 7 and used only the downloaded drivers from s site	drivers	72--79	0	the drivers used only downloaded
237	2496_0	is not made for gaming	gaming	20--26	-1	gaming made for
238	391_0	i paid for extra memory and the 17 inch screen as well as the top of the line and burners	memory	17--23	0	and for extra screen paid as memory top
239	1154_0	so after replaced the hard drive i enjoyed another 4 months of my new computer until it froze this morning completely	hard drive	29--39	0	the hard replaced drive
240	111_0	the keyboard which generally felt okay even for someone used to a desktop keyboard now looks terrible	desktop keyboard	67--83	0	a used felt desktop to looks keyboard the
241	1771_1	it is easy to navigate and update programs	navigate	14--22	1	and programs navigate update to easy
242	2853_1	it took tech support 4 calls and 4 different techs to correct the problem	techs	53--58	-1	different techs calls 4
243	1569_0	lightweight long battery life excellent transition from pc	battery life	18--30	1	battery life transition long lightweight
244	2378_0	it is fast and i have not had a problem with internet connection or any other problems	internet connection	45--64	1	problems had connection internet with or
245	835_0	but it has a major design flaw	design	20--26	-1	flaw design
246	340_0	they also have a longer service life than other computers i have several friends who still use the older powerbook	service life	24--36	1	a life service longer have
247	2785_0	also the extended warranty was a problem	extended warranty	10--27	-1	warranty also the extended problem
248	2258_1	respond immediately not like the tired ms applications	ms applications	55--70	-1	respond like tired applications ms not the
249	2130_0	i also liked the glass screen	glass screen	17--29	1	the liked screen glass
250	2270_0	a great feature is the spotlight search one can search for documents by simply typing a keyword rather than parsing tens of file folders for a document	spotlight search	23--39	1	search documents is feature one can typing the spotlight
251	2754_1	i recommend for word processing and internet users	internet	36--44	1	users internet
252	2168_0	there is a backlit keyboard which is perfect for typing in the dark	backlit keyboard	11--27	1	a perfect is backlit keyboard
253	1496_3	all of the programs numbers have an option to save your documents as compatible which really eliminates the need for the actual	numbers	37--44	0	of all programs numbers the
254	141_1	called many times they want me to pay the shipping to ship it to their repair center i was very disappointed since it is a brand new computer	repair center	77--90	0	to ship repair center their
255	3006_0	lots of preloaded software	preloaded software	8--26	1	lots of preloaded software
256	846_0	i m having the laptop returned unrepaired since paying $176 every 3 months just isn t worth it that s about how long the port seems to last	port	123--127	-1	the seems port
257	771_0	the rep did not even answer my question i had to ask him if he understood what i ask or if he spoke english because he didn t even try to acknowledge my question	rep	4--7	-1	answer rep the
258	2588_2	its compatible but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs	programs	150--158	0	mac programs installed
