	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
17	296_4	they did not have mayonnaise forgot our toast left out ingredients ie cheese in an omelet below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it	ingredients	57--68	-1	cheese ingredients
18	296_5	they did not have mayonnaise forgot our toast left out ingredients ie cheese in an omelet below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it	plate	170--175	0	plate the crumbled on
19	296_6	they did not have mayonnaise forgot our toast left out ingredients ie cheese in an omelet below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it	omelet	86--92	0	cheese an omelet in
20	1793_0	it took half an hour to get our check which was perfect since we could sit have drinks and talk	drinks	82--88	0	and talk have drinks
21	1793_1	it took half an hour to get our check which was perfect since we could sit have drinks and talk	check	32--37	0	perfect our check get
22	2200_0	the design and atmosphere is just as good	design	4--10	1	and the good design atmosphere
23	2200_1	the design and atmosphere is just as good	atmosphere	15--25	1	atmosphere design
24	3195_0	he has visited thailand and is quite expert on the cuisine	cuisine	51--58	1	cuisine the expert on
25	3359_0	the pizza is the best if you like thin crusted pizza	pizza	4--9	1	like thin crusted the best pizza
26	3359_1	the pizza is the best if you like thin crusted pizza	thin crusted pizza	34--52	0	like thin crusted the best pizza
27	3534_0	all the money went into the interior decoration none of it went to the chefs	interior decoration	28--47	1	interior decoration none
28	3534_1	all the money went into the interior decoration none of it went to the chefs	chefs	72--77	-1	to went chefs the
29	1407_0	the seats are uncomfortable if you are sitting against the wall on wooden benches	seats	4--9	-1	the uncomfortable seats
30	565_0	i asked for seltzer with lime no ice	seltzer with lime	12--29	0	for ice seltzer with asked lime
31	675_0	don t go alone even two people isn t enough for the whole experience with pickles and a selection of meats and seafoods	pickles	77--84	1	pickles with experience
32	675_1	don t go alone even two people isn t enough for the whole experience with pickles and a selection of meats and seafoods	selection of meats and seafoods	91--122	1	and a selection of enough meats seafoods
33	2227_0	my suggestion is to eat family style because you ll want to try the other dishes	dishes	74--80	0	try the other dishes
34	2227_1	my suggestion is to eat family style because you ll want to try the other dishes	eat family style	20--36	1	style family is to want eat
35	3367_0	best of all is the warm vibe the owner is super friendly and service is fast	vibe	24--28	1	vibe is warm the friendly best
36	3367_1	best of all is the warm vibe the owner is super friendly and service is fast	owner	34--39	1	owner the friendly
37	3367_2	best of all is the warm vibe the owner is super friendly and service is fast	service	62--69	1	service fast
38	2191_0	fan s got a great concept but a little rough on the delivery	delivery	53--61	-1	delivery on rough the
39	270_0	from the incredible food to the warm atmosphere to the friendly service this downtown neighborhood spot doesn t miss a beat	food	20--24	1	atmosphere from incredible food the miss
40	270_1	from the incredible food to the warm atmosphere to the friendly service this downtown neighborhood spot doesn t miss a beat	atmosphere	38--48	1	atmosphere service food to warm the
41	270_2	from the incredible food to the warm atmosphere to the friendly service this downtown neighborhood spot doesn t miss a beat	service	66--73	1	to atmosphere the service friendly
42	638_0	great food at reasonable prices makes for an evening that can t be beat	food	6--10	1	food prices great makes
43	638_1	great food at reasonable prices makes for an evening that can t be beat	prices	25--31	1	food prices at reasonable
44	388_0	this little place has a cute interior decor and affordable city prices	interior decor	29--43	1	a cute decor and prices interior has
45	388_1	this little place has a cute interior decor and affordable city prices	prices	64--70	1	prices affordable decor city
46	3373_0	two words free wine	wine	16--20	1	free words wine
47	425_0	the price is reasonable although the service is poor	price	4--9	1	price the reasonable
48	425_1	the price is reasonable although the service is poor	service	37--44	-1	poor the service
49	3192_0	the quantity is also very good you will come out satisfied	quantity	4--12	1	the good quantity
50	391_0	i stumbled upon this second floor walk up two fridays ago when i was with two friends in town from l a being serious sushi lovers we sat at the sushi bar to be closer to the action	sushi	118--123	0	bar lovers sushi
51	391_1	i stumbled upon this second floor walk up two fridays ago when i was with two friends in town from l a being serious sushi lovers we sat at the sushi bar to be closer to the action	sushi bar	146--155	0	lovers bar sushi at the sat
52	2384_0	the fried rice is amazing here	fried rice	4--14	1	amazing rice the fried
53	2962_0	three courses choices include excellent mussels puff pastry goat cheese and salad with a delicious dressing and a hanger steak au poivre that is out of this world	mussels	42--49	1	cheese mussels
54	2962_1	three courses choices include excellent mussels puff pastry goat cheese and salad with a delicious dressing and a hanger steak au poivre that is out of this world	puff pastry goat cheese	51--74	1	and cheese salad mussels dressing pastry excellent puff include goat
55	2962_2	three courses choices include excellent mussels puff pastry goat cheese and salad with a delicious dressing and a hanger steak au poivre that is out of this world	salad with a delicious dressing	79--110	1	a cheese and salad poivre delicious dressing with
56	2962_3	three courses choices include excellent mussels puff pastry goat cheese and salad with a delicious dressing and a hanger steak au poivre that is out of this world	hanger steak au poivre	118--140	1	a hanger poivre au dressing steak out
57	2962_4	three courses choices include excellent mussels puff pastry goat cheese and salad with a delicious dressing and a hanger steak au poivre that is out of this world	courses	6--13	0	courses include three world
58	3404_0	it s a perfect place to have a amazing indian food	indian food	40--51	1	food a amazing indian have
59	2599_0	the place is so cool and the service is prompt and curious	service	29--36	1	the prompt service
60	2599_1	the place is so cool and the service is prompt and curious	place	4--9	1	the place cool
61	673_0	at the end you re left with a mild broth with noodles that you can slurp out of a cup	broth with noodles	35--53	1	a broth mild noodles with left
62	648_0	i just wonder how you can have such a delicious meal for such little money	meal	48--52	1	a such delicious meal have
63	648_1	i just wonder how you can have such a delicious meal for such little money	money	69--74	1	money little for have such
64	1623_0	the wine list is excellent	wine list	4--13	1	the wine list excellent
65	430_0	ive been to many thai restaurants in manhattan before and toons is by far the best thai food ive had except for my mom s of course	thai food	84--93	1	food ive thai restaurants
66	1101_0	they wouldnt even let me finish my glass of wine before offering another	glass of wine	35--48	0	glass of finish my wine
67	324_0	them asked we had to ask more detailed questions so that we knew what the specials were	specials	75--83	0	specials the were
68	2783_0	this is a consistently great place to dine for lunch or dinner	lunch	47--52	0	lunch dine or for dinner
69	2783_1	this is a consistently great place to dine for lunch or dinner	dinner	56--62	0	lunch dinner
70	2783_2	this is a consistently great place to dine for lunch or dinner	dine	38--42	1	to dine place lunch
71	2983_0	nice atmosphere the service was very pleasant and the desert was good	atmosphere	5--15	1	pleasant atmosphere nice
72	2983_1	nice atmosphere the service was very pleasant and the desert was good	service	21--28	1	pleasant the service
73	2983_2	nice atmosphere the service was very pleasant and the desert was good	desert	55--61	1	the good desert
74	627_0	after really enjoying ourselves at the bar we sat down at a table and had dinner	bar	39--42	1	the enjoying bar at sat
75	627_1	after really enjoying ourselves at the bar we sat down at a table and had dinner	table	60--65	0	a table at sat
76	627_2	after really enjoying ourselves at the bar we sat down at a table and had dinner	dinner	74--80	0	dinner had
77	3219_0	fabulous service fantastic food and a chilled out atmosphere and environment	service	9--16	1	food fabulous service
78	3219_1	fabulous service fantastic food and a chilled out atmosphere and environment	food	28--32	1	food and fantastic chilled service
79	3219_2	fabulous service fantastic food and a chilled out atmosphere and environment	atmosphere	52--62	1	and environment chilled atmosphere out
80	3219_3	fabulous service fantastic food and a chilled out atmosphere and environment	environment	67--78	1	environment atmosphere
81	2787_0	try the lasagnette appetizer	lasagnette appetizer	8--28	1	try the lasagnette appetizer
82	604_0	i liked the beer selection	beer selection	12--26	1	beer liked selection the
83	2911_0	great food good size menu great service and an unpretentious setting	food	6--10	1	food great service
84	2911_1	great food good size menu great service and an unpretentious setting	menu	22--26	1	menu service
85	2911_2	great food good size menu great service and an unpretentious setting	service	34--41	1	and great good service food menu setting size
86	2911_3	great food good size menu great service and an unpretentious setting	setting	63--70	1	unpretentious setting service an
87	3074_0	go here for a romantic dinner but not for an all out wow dining experience	dinner	23--29	1	a romantic for experience not dinner go
88	3074_1	go here for a romantic dinner but not for an all out wow dining experience	dining	57--63	1	dining experience
89	1074_0	i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds	dosa	17--21	0	dosa eating
90	912_0	wine list selection is good and wine by the glass was generously filled to the top	wine list selection	0--19	1	selection list glass good filled wine
91	912_1	wine list selection is good and wine by the glass was generously filled to the top	wine by the glass	32--49	1	selection top glass the by filled wine
92	728_0	with the great variety on the menu i eat here often and never get bored	menu	30--34	1	menu the on variety
93	2925_0	the menu is very limited i think we counted 4 or 5 entrees	menu	4--8	-1	limited the menu
94	2925_1	the menu is very limited i think we counted 4 or 5 entrees	entrees	53--60	-1	entrees counted 4
95	3436_0	the menu is limited but almost all of the dishes are excellent	menu	4--8	-1	limited the menu
96	3436_1	the menu is limited but almost all of the dishes are excellent	dishes	42--48	1	of all the dishes
97	3273_0	not too crazy about their sake martini	sake martini	26--38	-1	sake about crazy martini their
98	1215_0	great bagels spreads and a good place to hang out in	bagels	6--12	1	bagels spreads great
99	1215_1	great bagels spreads and a good place to hang out in	spreads	14--21	1	and bagels spreads place
100	282_0	one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests	table	90--95	0	table ot
101	3249_0	unfortunately the food is outstanding but everything else about this restaurant is the pits	food	19--23	1	food the unfortunately outstanding
102	3207_0	we always have a delicious meal and always leave feeling satisfied	meal	27--31	1	a delicious meal have
103	672_0	dip the ingredients in with your chopsticks swirl them around and eat	ingredients	8--19	0	the dip ingredients
104	672_1	dip the ingredients in with your chopsticks swirl them around and eat	chopsticks	33--43	0	dip chopsticks in swirl with your
105	2972_0	first went here to enjoy their garden terrace	garden terrace	31--45	1	enjoy their terrace garden
106	1755_0	the pizza was pretty good and huge	pizza	4--9	1	the good pizza
107	2277_0	the cuisine from what i ve gathered is authentic taiwanese though its very different from what i ve been accustomed to in taipei	cuisine	4--11	0	cuisine the taiwanese gathered
108	3680_0	i almost hesitate to write a review because the atmosphere was so great and i would hate for it too become to crowded	atmosphere	50--60	1	the great atmosphere
109	3155_0	they are often crowded on the weekends but they are efficient and accurate with their service	service	86--93	1	efficient their with service
110	3155_1	they are often crowded on the weekends but they are efficient and accurate with their service	crowded	15--22	-1	often crowded efficient weekends are they
111	1688_0	all my co workers were amazed at how small the dish was	dish	47--51	-1	dish the amazed
112	598_0	the atmosphere is unheralded the service impedible and the food magnificent	atmosphere	4--14	1	the unheralded atmosphere
113	598_1	the atmosphere is unheralded the service impedible and the food magnificent	service	34--41	1	impedible service
114	598_2	the atmosphere is unheralded the service impedible and the food magnificent	food	61--65	1	food magnificent
115	2926_0	we ordered the special grilled bronzino that was so infused with bone it was difficult to eat	grilled bronzino	24--40	-1	ordered bronzino grilled infused the special
116	3083_0	the wait staff is friendly and the food has gotten better and better	wait staff	4--14	1	the wait friendly staff
117	3083_1	the wait staff is friendly and the food has gotten better and better	food	36--40	1	food gotten the
118	2977_0	it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area	vibe	44--48	1	vibe the good
119	2977_1	it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area	french food	76--87	1	food is it french best the find packed
120	2977_2	it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area	packed	16--22	-1	and be good may weekends it but food bit packed
121	2604_0	right off the l in brooklyn this is a nice cozy place with good pizza	pizza	64--69	1	with good place pizza
122	2604_1	right off the l in brooklyn this is a nice cozy place with good pizza	place	48--53	1	a cozy this is brooklyn place pizza nice
123	2960_0	le pere pinard has a $15 pre theater menu that is outstanding	pre theater menu	25--41	1	a pre 15 $ outstanding menu theater has
124	1383_0	i also ordered for delivery and the restaurant forgot half the order	delivery	19--27	-1	delivery and ordered for restaurant
125	1383_1	i also ordered for delivery and the restaurant forgot half the order	order	63--68	-1	the half order forgot
126	892_0	our server checked on us maybe twice during the entire meal	server	4--10	-1	our checked server
127	892_1	our server checked on us maybe twice during the entire meal	meal	55--59	0	during the checked meal entire
128	2936_0	the strong scents coming from the left and right of me negatively affected my taste buds	scents	11--17	-1	the strong affected scents coming
129	3423_0	we had the lobster sandwich and it was fantastic	lobster sandwich	11--27	1	lobster the sandwich had
130	1197_0	had we been stalling i could understand where they were coming from but we had been there less than an hour and they hadn t even brought us a check yet	check	143--148	-1	brought a check
131	2274_0	though the spider roll may look like a challenge to eat with soft shell crab hanging out of the roll it is well worth the price you pay for them	price	124--129	1	the price worth pay
132	2274_1	though the spider roll may look like a challenge to eat with soft shell crab hanging out of the roll it is well worth the price you pay for them	shell crab	67--77	1	soft shell with eat crab
133	2804_0	deep fried skewers are good and still rare to find in nyc	deep fried skewers	0--18	1	skewers good fried deep
134	194_0	i have tried to make reservations but both times the hostess didn t have my name	reservations	21--33	0	reservations make
135	194_1	i have tried to make reservations but both times the hostess didn t have my name	hostess	55--62	-1	t hostess
136	148_0	i also recommend the rice dishes or the different varieties of congee rice porridge	rice dishes	21--32	1	porridge varieties dishes recommend the rice or
137	148_1	i also recommend the rice dishes or the different varieties of congee rice porridge	congee rice porridge	63--85	1	porridge varieties dishes of congee rice
138	2747_0	their tuna tartar appetizer is to die for	tuna tartar appetizer	6--27	1	their is tartar tuna appetizer
139	856_0	an oasis of refinement food though somewhat uneven often reaches the pinnacles of new american fine cuisine chef s passion and kitchen s precise execution is most evident in the fish dishes and soups	chef	114--118	1	cuisine of chef american new fine pinnacles
140	856_1	an oasis of refinement food though somewhat uneven often reaches the pinnacles of new american fine cuisine chef s passion and kitchen s precise execution is most evident in the fish dishes and soups	fish dishes	186--197	1	and evident dishes soups fish in the
141	856_2	an oasis of refinement food though somewhat uneven often reaches the pinnacles of new american fine cuisine chef s passion and kitchen s precise execution is most evident in the fish dishes and soups	soups	202--207	1	soups dishes
142	856_3	an oasis of refinement food though somewhat uneven often reaches the pinnacles of new american fine cuisine chef s passion and kitchen s precise execution is most evident in the fish dishes and soups	kitchen	134--141	1	passion kitchen
143	856_4	an oasis of refinement food though somewhat uneven often reaches the pinnacles of new american fine cuisine chef s passion and kitchen s precise execution is most evident in the fish dishes and soups	cuisine	104--111	1	chef cuisine
144	2033_0	if you love wine and cheese and delicious french fare you ll love artisanal	wine	12--16	1	fare and cheese french wine
145	2033_1	if you love wine and cheese and delicious french fare you ll love artisanal	french fare	42--53	1	fare love ll french delicious wine
146	2033_2	if you love wine and cheese and delicious french fare you ll love artisanal	cheese	21--27	1	cheese wine
147	1402_0	i love indian food and consider myself to be quite an expert on it	indian food	7--18	1	food indian love
148	439_0	some baby pizzas get their wish	baby pizzas	5--16	0	baby pizzas some get
149	2053_0	overall a oh ya even though there is waiting it is deaf worth it	waiting	37--44	-1	even though ya is there waiting worth
150	3316_0	the lava cake dessert was incredible and i recommend it	lava cake dessert	4--21	1	cake dessert the lava incredible
151	433_0	vt is what baby pizzas hope to be when they grow up	baby pizzas	11--22	0	baby pizzas hope
152	738_0	from the terrible service to the bland food not to mention the unaccommodating managers the overall experience was horrible	service	18--25	-1	food the from terrible service
153	738_1	from the terrible service to the bland food not to mention the unaccommodating managers the overall experience was horrible	food	40--44	-1	service mention food to bland the
154	738_2	from the terrible service to the bland food not to mention the unaccommodating managers the overall experience was horrible	managers	81--89	-1	mention the managers unaccommodating horrible
155	1549_0	lahore is a great place to duck into late night when you need some really tasty food on the cheap you ll likely have trouble finishing the amount of food you get for four dollars	food	80--84	1	food some cheap amount tasty have of
156	1549_1	lahore is a great place to duck into late night when you need some really tasty food on the cheap you ll likely have trouble finishing the amount of food you get for four dollars	food	152--156	1	food some cheap amount tasty have of
157	1798_0	the last time i went we were seated at a table in a corridor next to the kitchen	table	41--46	-1	a table at seated corridor
158	2941_0	good selection of wines ranging from affordable to high end	selection of wines	5--23	1	of good selection ranging wines
159	362_0	nice restaurant overall with classic upscale italian decor	italian decor	46--59	1	decor classic overall upscale with italian
160	2921_0	not impressed with the food	food	23--27	-1	food impressed the with
161	1909_0	the entire dining experience was wonderful	dining experience	11--28	1	entire the wonderful experience dining
162	1878_0	the wine selection by the glass and bottle is wonderful and i always recommend that friends make a reservation if they re going to be in town	wine selection	4--18	1	wonderful the selection wine
163	1878_1	the wine selection by the glass and bottle is wonderful and i always recommend that friends make a reservation if they re going to be in town	reservation	101--112	0	a reservation make
164	858_0	service is highly refined our seating was delayed 35 minutes past our reservation and the maitre d apologized and regularly kept us apprised of progress	service	0--7	1	refined service
165	858_1	service is highly refined our seating was delayed 35 minutes past our reservation and the maitre d apologized and regularly kept us apprised of progress	maitre	91--97	1	maitre d
166	858_2	service is highly refined our seating was delayed 35 minutes past our reservation and the maitre d apologized and regularly kept us apprised of progress	reservation	71--82	-1	past reservation delayed our
167	3376_0	order the panang duck it s fantastic	panang duck	10--21	1	the fantastic order panang duck
168	173_0	food is usually very good though occasionally i wondered about freshness of raw vegetables in side orders	raw vegetables	76--90	-1	of vegetables freshness raw
169	1836_0	other than the crappy service from two individuals it s great	service	22--29	-1	service than individuals the crappy other
170	1404_0	they have authentic indian at amazing prices	indian	20--26	1	indian authentic have
171	1404_1	they have authentic indian at amazing prices	prices	37--43	1	prices amazing at have
172	1819_0	ambiance relaxed and stylish	ambiance	0--8	1	relaxed ambiance
173	2639_0	luckily we saved room for the bbq salmon sea bass and crispy duck	bbq salmon	30--40	1	salmon bass bbq
174	2639_1	luckily we saved room for the bbq salmon sea bass and crispy duck	sea bass	42--50	1	and bass for salmon sea duck the saved bbq
175	2639_2	luckily we saved room for the bbq salmon sea bass and crispy duck	crispy duck	55--66	1	crispy bass duck
176	1474_0	yes they use fancy ingredients but even fancy ingredients don t make for good pizza unless someone knows how to get the crust right	ingredients	20--31	1	even don but fancy ingredients
177	1474_1	yes they use fancy ingredients but even fancy ingredients don t make for good pizza unless someone knows how to get the crust right	ingredients	48--59	1	even don but fancy ingredients
178	1474_2	yes they use fancy ingredients but even fancy ingredients don t make for good pizza unless someone knows how to get the crust right	pizza	80--85	-1	make good for pizza
179	1474_3	yes they use fancy ingredients but even fancy ingredients don t make for good pizza unless someone knows how to get the crust right	crust	122--127	0	right crust
180	2059_0	and yes dal bukhara is so dam good and so are all the kababs	kababs	54--60	1	all dam is kababs so are the
181	2059_1	and yes dal bukhara is so dam good and so are all the kababs	dal bukhara	8--19	1	and dal yes is bukhara
182	926_0	i look forward to eating here again	eating	18--24	1	to eating look here again
183	2385_0	i ve been coming here as a child and always come back for the taste	taste	62--67	1	taste the come for
184	2498_0	tut tut is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price	meal	99--103	1	a price good meal have
185	2498_1	tut tut is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price	price	114--119	1	a price meal fair at
186	2469_0	a glass of leaping lizard a glass of prosecco and the mussels had everything happy	glass of prosecco	29--46	1	a and of had leaping glass lizard mussels prosecco
187	2469_1	a glass of leaping lizard a glass of prosecco and the mussels had everything happy	mussels	56--63	1	mussels prosecco the
188	2469_2	a glass of leaping lizard a glass of prosecco and the mussels had everything happy	glass of leaping lizard	2--25	1	a of had leaping glass lizard prosecco
189	567_0	food was average and creme brulee was awful the sugar was charred not caramelized and smelled of kerosene	food	0--4	0	food brulee
190	567_1	food was average and creme brulee was awful the sugar was charred not caramelized and smelled of kerosene	creme brulee	21--33	-1	brulee food average creme awful was
191	567_2	food was average and creme brulee was awful the sugar was charred not caramelized and smelled of kerosene	sugar	50--55	-1	the caramelized sugar
192	3517_0	the food always tastes fresh and served promptly	food	4--8	1	food tastes the
193	3517_1	the food always tastes fresh and served promptly	served	33--39	1	served tastes promptly
194	1599_0	the pizza here is delicious	pizza	4--9	1	the here delicious pizza
195	2548_0	pizza and garlic knots are great as well i order from them quite often and the delivery is always super quick	pizza	0--5	1	knots and garlic pizza
196	2548_1	pizza and garlic knots are great as well i order from them quite often and the delivery is always super quick	delivery	80--88	1	quick delivery the
197	2548_2	pizza and garlic knots are great as well i order from them quite often and the delivery is always super quick	garlic knots	10--22	1	knots garlic order pizza
198	759_0	for great chinese food nearby you have wu liang ye and grand sichuan just a block away	chinese food	10--22	1	great chinese for food wu nearby
199	3175_0	but who says murray s is anything about service	service	40--47	0	about service anything
200	2209_0	this place is really trend but they have forgotten about the most important part of a restaurant the food	food	104--108	-1	food the restaurant
201	1352_0	hats off to the chef	chef	16--20	1	chef to hats the
202	3537_0	service could be improved but overall this is a place that understands the importance of little things the heavy black antique seeming teapot for one in the restaurant experience	service	0--7	-1	improved service
203	3537_1	service could be improved but overall this is a place that understands the importance of little things the heavy black antique seeming teapot for one in the restaurant experience	teapot	138--144	1	heavy antique understands seeming importance one black the teapot
204	1743_0	the pizza is delicious they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzeria s	pizza	4--9	1	the delicious pizza
205	1743_1	the pizza is delicious they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzeria s	fresh mozzarella	34--50	1	fresh use mozzarella cheese
206	1743_2	the pizza is delicious they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzeria s	cheese	90--96	-1	cheese frozen shredded common instead the mozzarella
207	1321_0	its an excellent place to relax and the food is one of the best in the city of new york	place	17--22	1	and relax food an place excellent one its
208	1321_1	its an excellent place to relax and the food is one of the best in the city of new york	food	40--44	1	food the place
209	2907_0	service is friendly and never had a problem walking in and getting a table	service	0--7	1	friendly service
210	2907_1	service is friendly and never had a problem walking in and getting a table	getting a table	60--75	1	a table problem walking getting
211	1890_0	the atmosphere was crowded but it was a great bistro type vibe	bistro type vibe	46--62	1	a bistro great crowded vibe type it but was
212	2588_0	first off the waitress was completely unattentive the 2 times we saw her odd in a restaurant with 6 tables and got our order wrong	waitress	15--23	-1	the off waitress first
213	2588_1	first off the waitress was completely unattentive the 2 times we saw her odd in a restaurant with 6 tables and got our order wrong	tables	101--107	0	tables 6 with restaurant
214	3130_0	the food was bland oily	food	4--8	-1	bland food the
215	709_0	what is even better is that the prices are very affordable as well and the food is really good	prices	33--39	1	affordable prices the
216	709_1	what is even better is that the prices are very affordable as well and the food is really good	food	77--81	1	food the good
217	1198_0	the fish is fresh but the variety of fish is nothing out of ordinary	fish	4--8	1	fresh fish of the variety
218	1198_1	the fish is fresh but the variety of fish is nothing out of ordinary	variety of fish	26--41	-1	variety of fish fresh the ordinary
219	2302_0	our favorite meal is a pesto pizza the house salad and a good bottle of wine	pesto pizza	23--34	1	a and salad is bottle pesto meal pizza
220	2302_1	our favorite meal is a pesto pizza the house salad and a good bottle of wine	house salad	40--51	1	house the salad pizza
221	2302_2	our favorite meal is a pesto pizza the house salad and a good bottle of wine	bottle of wine	64--78	1	a good of bottle pizza wine
222	2302_3	our favorite meal is a pesto pizza the house salad and a good bottle of wine	meal	13--17	1	our favorite meal pizza
223	1110_0	and kruna the beverage manager is the best bartender i have yet to come across	bartender	44--53	1	bartender is manager have the kruna best
224	1110_1	and kruna the beverage manager is the best bartender i have yet to come across	beverage manager	15--31	1	manager beverage bartender the
225	973_0	ambiance and music funky which i enjoy	ambiance	0--8	1	and funky ambiance
226	973_1	ambiance and music funky which i enjoy	music	13--18	1	funky music
227	2132_0	the food drinks and service are clearly among the best in the city	food	4--8	1	food drinks
228	2132_1	the food drinks and service are clearly among the best in the city	drinks	10--16	1	and service food the best drinks
229	2132_2	the food drinks and service are clearly among the best in the city	service	21--28	1	service drinks
230	231_0	i went there in late afternoon for some bite size food and refreshment with my date	food	50--54	0	for food bite some afternoon size
231	231_1	i went there in late afternoon for some bite size food and refreshment with my date	refreshment	59--70	0	date afternoon refreshment
232	250_0	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experience	ambiance	82--90	1	alluring service for ambiance the come or
233	250_1	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experience	service	108--115	1	star service ambiance five the featuring
234	250_2	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experience	foods	217--222	1	authentic foods come the for
235	250_3	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experience	tastes	228--234	1	the featuring tastes experience
236	250_4	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experience	sommelier	128--136	1	a and sommelier maze featuring come
237	250_5	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experience	captain	163--170	1	and captain back waiters
238	250_6	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experience	back waiters	175--187	1	maze captain back waiters of
239	2988_0	last time i went here the waitress didn t come back after taking our order	waitress	27--35	-1	t waitress
240	3092_0	try the tandoori salmon	tandoori salmon	8--23	1	try the salmon tandoori
241	3686_0	eating in the atmosphere saves it but at your desk it s a very disappointing experience	atmosphere	15--25	1	atmosphere eating the in
242	1922_0	granted the space is smaller than most it is the best service you will find in even the largest of restaurants	space	12--17	-1	the smaller space
243	1922_1	granted the space is smaller than most it is the best service you will find in even the largest of restaurants	service	55--62	1	service is it most the find best
244	2454_0	i love the atmosphere peep	atmosphere	11--21	1	peep atmosphere
245	603_0	the service was attentive and her suggestions of menu items was right on the mark	service	4--11	1	the attentive service
246	603_1	the service was attentive and her suggestions of menu items was right on the mark	menu items	49--59	1	items suggestions menu of
247	678_0	the other night we had the $30 three course meal and everything was delicious if i could of licked the plate clean i would of	three course meal	31--48	1	$ 30 had three course the meal
248	1830_0	even after getting pushed out by the no class famous ray s sal has risen again to carry on his father s uncle s legacies with a smile true love for his community and let s not forget the outstanding pizza	pizza	202--207	1	the outstanding forget pizza
