	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words
34	2227_1	my suggestion eat family style want try dishes	eat family style	20--36	1	family style eat suggestion want
35	3367_0	best warm vibe owner super friendly service fast	vibe	24--28	1	owner vibe
36	3367_1	best warm vibe owner super friendly service fast	owner	34--39	1	owner vibe warm service best
37	3367_2	best warm vibe owner super friendly service fast	service	62--69	1	owner fast super friendly service
38	2191_0	fan got great concept little rough delivery	delivery	53--61	-1	delivery got rough
39	270_0	from incredible food warm atmosphere friendly service downtown neighborhood spot miss beat	food	20--24	1	food from miss incredible
40	270_1	from incredible food warm atmosphere friendly service downtown neighborhood spot miss beat	atmosphere	38--48	1	atmosphere spot
41	270_2	from incredible food warm atmosphere friendly service downtown neighborhood spot miss beat	service	66--73	1	spot service
42	638_0	great food reasonable prices makes evening beat	food	6--10	1	prices food
43	638_1	great food reasonable prices makes evening beat	prices	25--31	1	prices food great makes reasonable
44	388_0	little place cute interior decor affordable city prices	interior decor	29--43	1	interior cute decor
45	388_1	little place cute interior decor affordable city prices	prices	64--70	1	prices cute affordable city
46	3373_0	two words free wine	wine	16--20	1	free words wine
47	425_0	the price reasonable although service poor	price	4--9	1	poor price the reasonable
48	425_1	the price reasonable although service poor	service	37--44	-1	although service reasonable
49	3192_0	the quantity also good come satisfied	quantity	4--12	1	the good come quantity
50	391_0	i stumbled upon second floor walk two fridays ago i two friends town l a being serious sushi lovers sat sushi bar closer action	sushi	118--123	0	bar lovers sushi
51	391_1	i stumbled upon second floor walk two fridays ago i two friends town l a being serious sushi lovers sat sushi bar closer action	sushi bar	146--155	0	action bar lovers sushi sat
52	2384_0	the fried rice amazing	fried rice	4--14	1	amazing rice the fried
53	2962_0	three courses choices include excellent mussels puff pastry goat cheese salad delicious dressing hanger steak au poivre world	mussels	42--49	1	mussels delicious excellent
54	2962_1	three courses choices include excellent mussels puff pastry goat cheese salad delicious dressing hanger steak au poivre world	puff pastry goat cheese	51--74	1	puff cheese pastry delicious goat
55	2962_2	three courses choices include excellent mussels puff pastry goat cheese salad delicious dressing hanger steak au poivre world	salad delicious dressing	79--110	1	cheese world salad mussels pastry delicious dressing puff include goat
56	2962_3	three courses choices include excellent mussels puff pastry goat cheese salad delicious dressing hanger steak au poivre world	hanger steak au poivre	118--140	1	world hanger au poivre steak
57	2962_4	three courses choices include excellent mussels puff pastry goat cheese salad delicious dressing hanger steak au poivre world	courses	6--13	0	courses include three
58	3404_0	perfect place amazing indian food	indian food	40--51	1	food amazing indian place
59	2599_0	the place cool service prompt curious	service	29--36	1	place service cool
60	2599_1	the place cool service prompt curious	place	4--9	1	curious the place service
61	673_0	at end left mild broth noodles slurp cup	broth noodles	35--53	1	broth cup noodles mild left
62	648_0	i wonder delicious meal little money	meal	48--52	1	money meal delicious
63	648_1	i wonder delicious meal little money	money	69--74	1	money little meal wonder
64	1623_0	the wine list excellent	wine list	4--13	1	the excellent list wine
65	430_0	ive many thai restaurants manhattan toons far best thai food ive except mom course	thai food	84--93	1	food ive thai restaurants
66	1101_0	they wouldnt even let finish glass wine offering another	glass wine	35--48	0	glass finish let offering wine
67	324_0	them asked ask detailed questions knew specials	specials	75--83	0	specials knew
68	2783_0	this consistently great place dine lunch dinner	lunch	47--52	0	lunch dinner
69	2783_1	this consistently great place dine lunch dinner	dinner	56--62	0	lunch dine dinner
70	2783_2	this consistently great place dine lunch dinner	dine	38--42	1	dine place dinner
71	2983_0	nice atmosphere service pleasant desert good	atmosphere	5--15	1	atmosphere service
72	2983_1	nice atmosphere service pleasant desert good	service	21--28	1	atmosphere good desert service nice
73	2983_2	nice atmosphere service pleasant desert good	desert	55--61	1	pleasant desert service
74	627_0	after really enjoying bar sat table dinner	bar	39--42	1	enjoying bar
75	627_1	after really enjoying bar sat table dinner	table	60--65	0	table dinner
76	627_2	after really enjoying bar sat table dinner	dinner	74--80	0	table dinner sat
77	3219_0	fabulous service fantastic food chilled atmosphere environment	service	9--16	1	food environment fabulous service
78	3219_1	fabulous service fantastic food chilled atmosphere environment	food	28--32	1	food fantastic service
79	3219_2	fabulous service fantastic food chilled atmosphere environment	atmosphere	52--62	1	environment atmosphere
80	3219_3	fabulous service fantastic food chilled atmosphere environment	environment	67--78	1	environment chilled atmosphere service
81	2787_0	try lasagnette appetizer	lasagnette appetizer	8--28	1	try lasagnette appetizer
82	604_0	i liked beer selection	beer selection	12--26	1	liked selection beer
83	2911_0	great food good size menu great service unpretentious setting	food	6--10	1	food menu great setting
84	2911_1	great food good size menu great service unpretentious setting	menu	22--26	1	food menu good size
85	2911_2	great food good size menu great service unpretentious setting	service	34--41	1	setting service
86	2911_3	great food good size menu great service unpretentious setting	setting	63--70	1	food great setting unpretentious service
87	3074_0	go romantic dinner not wow dining experience	dinner	23--29	1	go dinner romantic
88	3074_1	go romantic dinner not wow dining experience	dining	57--63	1	dining experience
89	1074_0	i grew eating dosa yet find place ny satisfy taste buds	dosa	17--21	0	dosa eating find
90	912_0	wine list selection good wine glass generously filled top	wine list selection	0--19	1	glass selection list filled wine
91	912_1	wine list selection good wine glass generously filled top	wine glass	32--49	1	glass good selection filled wine
92	728_0	with great variety menu i eat often never get bored	menu	30--34	1	menu great with eat variety
93	2925_0	the menu limited think counted 4 5 entrees	menu	4--8	-1	menu the think limited
94	2925_1	the menu limited think counted 4 5 entrees	entrees	53--60	-1	entrees 5 counted
95	3436_0	the menu limited almost dishes excellent	menu	4--8	-1	limited the menu
96	3436_1	the menu limited almost dishes excellent	dishes	42--48	1	almost dishes excellent
97	3273_0	not crazy sake martini	sake martini	26--38	-1	not sake crazy martini
98	1215_0	great bagels spreads good place hang	bagels	6--12	1	bagels spreads great
99	1215_1	great bagels spreads good place hang	spreads	14--21	1	bagels spreads hang
100	282_0	one thing i liked place i never felt rushed pressured give table ot incoming guests	table	90--95	0	table ot
101	3249_0	unfortunately food outstanding everything else restaurant pits	food	19--23	1	food everything unfortunately
102	3207_0	we always delicious meal always leave feeling satisfied	meal	27--31	1	leave meal
103	672_0	dip ingredients chopsticks swirl around eat	ingredients	8--19	0	dip chopsticks ingredients
104	672_1	dip ingredients chopsticks swirl around eat	chopsticks	33--43	0	chopsticks eat ingredients
105	2972_0	first went enjoy garden terrace	garden terrace	31--45	1	enjoy went terrace garden
106	1755_0	the pizza pretty good huge	pizza	4--9	1	huge the good pizza
107	2277_0	the cuisine i gathered authentic taiwanese though different i accustomed taipei	cuisine	4--11	0	cuisine the taiwanese taipei
108	3680_0	i almost hesitate write review atmosphere great i would hate become crowded	atmosphere	50--60	1	write atmosphere review
109	3155_0	they often crowded weekends efficient accurate service	service	86--93	1	weekends accurate service crowded
110	3155_1	they often crowded weekends efficient accurate service	crowded	15--22	-1	service often they crowded
111	1688_0	all co workers amazed small dish	dish	47--51	-1	dish small co amazed
112	598_0	the atmosphere unheralded service impedible food magnificent	atmosphere	4--14	1	atmosphere magnificent the service
113	598_1	the atmosphere unheralded service impedible food magnificent	service	34--41	1	atmosphere unheralded service
114	598_2	the atmosphere unheralded service impedible food magnificent	food	61--65	1	food magnificent
115	2926_0	we ordered special grilled bronzino infused bone difficult eat	grilled bronzino	24--40	-1	grilled bronzino eat special infused
116	3083_0	the wait staff friendly food gotten better better	wait staff	4--14	1	gotten the wait staff
117	3083_1	the wait staff friendly food gotten better better	food	36--40	1	food gotten
118	2977_0	it may bit packed weekends vibe good best french food find area	vibe	44--48	1	vibe it may food bit find
119	2977_1	it may bit packed weekends vibe good best french food find area	french food	76--87	1	vibe food good french
120	2977_2	it may bit packed weekends vibe good best french food find area	packed	16--22	-1	weekends packed
121	2604_0	right l brooklyn nice cozy place good pizza	pizza	64--69	1	good l pizza
122	2604_1	right l brooklyn nice cozy place good pizza	place	48--53	1	cozy brooklyn place l nice
123	2960_0	le pere pinard $15 pre theater menu outstanding	pre theater menu	25--41	1	pre theater $ outstanding menu 15
124	1383_0	i also ordered delivery restaurant forgot half order	delivery	19--27	-1	delivery restaurant
125	1383_1	i also ordered delivery restaurant forgot half order	order	63--68	-1	half order forgot
126	892_0	our server checked us maybe twice entire meal	server	4--10	-1	our checked server
127	892_1	our server checked us maybe twice entire meal	meal	55--59	0	entire checked maybe us twice meal
128	2936_0	the strong scents coming left right negatively affected taste buds	scents	11--17	-1	the strong affected scents coming
129	3423_0	we lobster sandwich fantastic	lobster sandwich	11--27	1	we sandwich lobster fantastic
130	1197_0	had stalling i could understand coming less hour even brought us check yet	check	143--148	-1	brought check yet
131	2274_0	though spider roll may look like challenge eat soft shell crab hanging roll well worth price pay	price	124--129	1	pay price
132	2274_1	though spider roll may look like challenge eat soft shell crab hanging roll well worth price pay	shell crab	67--77	1	shell soft eat crab hanging
133	2804_0	deep fried skewers good still rare find nyc	deep fried skewers	0--18	1	good rare skewers deep fried find
134	194_0	i tried make reservations times hostess name	reservations	21--33	0	reservations make name
135	194_1	i tried make reservations times hostess name	hostess	55--62	-1	name hostess
136	148_0	i also recommend rice dishes different varieties congee rice porridge	rice dishes	21--32	1	porridge congee rice dishes recommend
137	148_1	i also recommend rice dishes different varieties congee rice porridge	congee rice porridge	63--85	1	porridge rice varieties dishes congee
138	2747_0	their tuna tartar appetizer die	tuna tartar appetizer	6--27	1	die tuna tartar their appetizer
139	856_0	an oasis refinement food though somewhat uneven often reaches pinnacles new american fine cuisine chef passion kitchen precise execution evident fish dishes soups	chef	114--118	1	chef soups
140	856_1	an oasis refinement food though somewhat uneven often reaches pinnacles new american fine cuisine chef passion kitchen precise execution evident fish dishes soups	fish dishes	186--197	1	soups fish dishes
141	856_2	an oasis refinement food though somewhat uneven often reaches pinnacles new american fine cuisine chef passion kitchen precise execution evident fish dishes soups	soups	202--207	1	precise cuisine dishes evident soups fish reaches chef american passion new execution fine kitchen
142	856_3	an oasis refinement food though somewhat uneven often reaches pinnacles new american fine cuisine chef passion kitchen precise execution evident fish dishes soups	kitchen	134--141	1	soups kitchen
143	856_4	an oasis refinement food though somewhat uneven often reaches pinnacles new american fine cuisine chef passion kitchen precise execution evident fish dishes soups	cuisine	104--111	1	soups cuisine
144	2033_0	if love wine cheese delicious french fare love artisanal	wine	12--16	1	french wine
145	2033_1	if love wine cheese delicious french fare love artisanal	french fare	42--53	1	fare cheese love french delicious artisanal if wine
146	2033_2	if love wine cheese delicious french fare love artisanal	cheese	21--27	1	cheese french
147	1402_0	i love indian food consider quite expert	indian food	7--18	1	food indian consider
148	439_0	some baby pizzas get wish	baby pizzas	5--16	0	baby pizzas some get
149	2053_0	overall a oh ya even though waiting deaf worth	waiting	37--44	-1	ya even waiting worth though
150	3316_0	the lava cake dessert incredible i recommend	lava cake dessert	4--21	1	cake dessert the lava recommend
151	433_0	vt baby pizzas hope grow	baby pizzas	11--22	0	baby pizzas vt hope
152	738_0	from terrible service bland food not mention unaccommodating managers overall experience horrible	service	18--25	-1	bland from terrible service
153	738_1	from terrible service bland food not mention unaccommodating managers overall experience horrible	food	40--44	-1	food mention
154	738_2	from terrible service bland food not mention unaccommodating managers overall experience horrible	managers	81--89	-1	mention managers unaccommodating
155	1549_0	lahore great place duck late night need really tasty food cheap likely trouble finishing amount food get four dollars	food	80--84	1	need food amount tasty get
156	1549_1	lahore great place duck late night need really tasty food cheap likely trouble finishing amount food get four dollars	food	152--156	1	need food amount tasty get
157	1798_0	the last time i went seated table corridor next kitchen	table	41--46	-1	table kitchen
158	2941_0	good selection wines ranging affordable high end	selection wines	5--23	1	selection good ranging wines
159	362_0	nice restaurant overall classic upscale italian decor	italian decor	46--59	1	decor italian restaurant
160	2921_0	not impressed food	food	23--27	-1	not food impressed
161	1909_0	the entire dining experience wonderful	dining experience	11--28	1	dining the wonderful experience entire
162	1878_0	the wine selection glass bottle wonderful i always recommend friends make reservation going town	wine selection	4--18	1	selection bottle wine
163	1878_1	the wine selection glass bottle wonderful i always recommend friends make reservation going town	reservation	101--112	0	reservation make going
164	858_0	service highly refined seating delayed 35 minutes past reservation maitre apologized regularly kept us apprised progress	service	0--7	1	service highly
165	858_1	service highly refined seating delayed 35 minutes past reservation maitre apologized regularly kept us apprised progress	maitre	91--97	1	maitre apologized
166	858_2	service highly refined seating delayed 35 minutes past reservation maitre apologized regularly kept us apprised progress	reservation	71--82	-1	reservation apologized
167	3376_0	order panang duck fantastic	panang duck	10--21	1	fantastic panang duck
168	173_0	food usually good though occasionally i wondered freshness raw vegetables side orders	raw vegetables	76--90	-1	raw vegetables freshness wondered
169	1836_0	other crappy service two individuals great	service	22--29	-1	great other service crappy
170	1404_0	they authentic indian amazing prices	indian	20--26	1	indian authentic they
171	1404_1	they authentic indian amazing prices	prices	37--43	1	prices amazing they
172	1819_0	ambiance relaxed stylish	ambiance	0--8	1	relaxed ambiance
173	2639_0	luckily saved room bbq salmon sea bass crispy duck	bbq salmon	30--40	1	salmon bbq sea
174	2639_1	luckily saved room bbq salmon sea bass crispy duck	sea bass	42--50	1	room salmon sea duck saved bbq bass
175	2639_2	luckily saved room bbq salmon sea bass crispy duck	crispy duck	55--66	1	crispy saved bass duck
176	1474_0	yes use fancy ingredients even fancy ingredients make good pizza unless someone knows get crust right	ingredients	20--31	1	use make fancy ingredients
177	1474_1	yes use fancy ingredients even fancy ingredients make good pizza unless someone knows get crust right	ingredients	48--59	1	use make fancy ingredients
178	1474_2	yes use fancy ingredients even fancy ingredients make good pizza unless someone knows get crust right	pizza	80--85	-1	make good pizza
179	1474_3	yes use fancy ingredients even fancy ingredients make good pizza unless someone knows get crust right	crust	122--127	0	right crust
180	2059_0	yes dal bukhara dam good kababs	kababs	54--60	1	kababs dam good
181	2059_1	yes dal bukhara dam good kababs	dal bukhara	8--19	1	dal dam bukhara
182	926_0	i look forward eating	eating	18--24	1	eating look
183	2385_0	i coming child always come back taste	taste	62--67	1	taste come
184	2498_0	tut tut one comfortable neighborhood joints know always good meal fair price	meal	99--103	1	price meal
185	2498_1	tut tut one comfortable neighborhood joints know always good meal fair price	price	114--119	1	price good know fair meal
186	2469_0	a glass leaping lizard glass prosecco mussels everything happy	glass prosecco	29--46	1	a mussels leaping glass lizard prosecco
187	2469_1	a glass leaping lizard glass prosecco mussels everything happy	mussels	56--63	1	mussels happy glass
188	2469_2	a glass leaping lizard glass prosecco mussels everything happy	glass leaping lizard	2--25	1	a mussels leaping glass lizard prosecco
189	567_0	food average creme brulee awful sugar charred not caramelized smelled kerosene	food	0--4	0	food charred
190	567_1	food average creme brulee awful sugar charred not caramelized smelled kerosene	creme brulee	21--33	-1	brulee creme charred
191	567_2	food average creme brulee awful sugar charred not caramelized smelled kerosene	sugar	50--55	-1	charred sugar
192	3517_0	the food always tastes fresh served promptly	food	4--8	1	food tastes the
193	3517_1	the food always tastes fresh served promptly	served	33--39	1	fresh promptly served
194	1599_0	the pizza delicious	pizza	4--9	1	the delicious pizza
195	2548_0	pizza garlic knots great well i order quite often delivery always super quick	pizza	0--5	1	knots pizza
196	2548_1	pizza garlic knots great well i order quite often delivery always super quick	delivery	80--88	1	knots great often i delivery quick order
197	2548_2	pizza garlic knots great well i order quite often delivery always super quick	garlic knots	10--22	1	knots delivery garlic pizza
198	759_0	for great chinese food nearby wu liang ye grand sichuan block away	chinese food	10--22	1	food wu great for chinese
199	3175_0	but says murray anything service	service	40--47	0	anything says murray service
200	2209_0	this place really trend forgotten important part restaurant food	food	104--108	-1	food restaurant part important forgotten
201	1352_0	hats chef	chef	16--20	1	chef hats
202	3537_0	service could improved overall place understands importance little things heavy black antique seeming teapot one restaurant experience	service	0--7	-1	improved service
203	3537_1	service could improved overall place understands importance little things heavy black antique seeming teapot one restaurant experience	teapot	138--144	1	heavy antique seeming things black teapot
204	1743_0	the pizza delicious use fresh mozzarella instead cheap frozen shredded cheese common pizzeria	pizza	4--9	1	delicious pizza
205	1743_1	the pizza delicious use fresh mozzarella instead cheap frozen shredded cheese common pizzeria	fresh mozzarella	34--50	1	fresh use mozzarella pizzeria
206	1743_2	the pizza delicious use fresh mozzarella instead cheap frozen shredded cheese common pizzeria	cheese	90--96	-1	cheese pizzeria
207	1321_0	its excellent place relax food one best city new york	place	17--22	1	place one
208	1321_1	its excellent place relax food one best city new york	food	40--44	1	food one
209	2907_0	service friendly never problem walking getting table	service	0--7	1	problem service
210	2907_1	service friendly never problem walking getting table	getting table	60--75	1	table walking getting
211	1890_0	the atmosphere crowded great bistro type vibe	bistro type vibe	46--62	1	vibe bistro great type crowded
212	2588_0	first waitress completely unattentive 2 times saw odd restaurant 6 tables got order wrong	waitress	15--23	-1	saw unattentive waitress first
213	2588_1	first waitress completely unattentive 2 times saw odd restaurant 6 tables got order wrong	tables	101--107	0	tables 6 restaurant
214	3130_0	the food bland oily	food	4--8	-1	bland food the
215	709_0	what even better prices affordable well food really good	prices	33--39	1	prices better what affordable
216	709_1	what even better prices affordable well food really good	food	77--81	1	food good well
217	1198_0	the fish fresh variety fish nothing ordinary	fish	4--8	1	nothing fish the ordinary
218	1198_1	the fish fresh variety fish nothing ordinary	variety fish	26--41	-1	nothing fish ordinary the variety
219	2302_0	our favorite meal pesto pizza house salad good bottle wine	pesto pizza	23--34	1	salad favorite our pesto wine meal pizza
220	2302_1	our favorite meal pesto pizza house salad good bottle wine	house salad	40--51	1	house salad pizza
221	2302_2	our favorite meal pesto pizza house salad good bottle wine	bottle wine	64--78	1	good wine bottle pizza
222	2302_3	our favorite meal pesto pizza house salad good bottle wine	meal	13--17	1	meal pizza
223	1110_0	and kruna beverage manager best bartender i yet come across	bartender	44--53	1	i bartender
224	1110_1	and kruna beverage manager best bartender i yet come across	beverage manager	15--31	1	and manager beverage come kruna
225	973_0	ambiance music funky i enjoy	ambiance	0--8	1	i ambiance
226	973_1	ambiance music funky i enjoy	music	13--18	1	i music
227	2132_0	the food drinks service clearly among best city	food	4--8	1	food the drinks
228	2132_1	the food drinks service clearly among best city	drinks	10--16	1	food city clearly service drinks
229	2132_2	the food drinks service clearly among best city	service	21--28	1	service drinks
230	231_0	i went late afternoon bite size food refreshment date	food	50--54	0	date food
231	231_1	i went late afternoon bite size food refreshment date	refreshment	59--70	0	date refreshment
232	250_0	i understand area folks need not come romantic alluring ambiance five star service featuring sommelier complicated maze captain back waiters come authentic foods tastes experience	ambiance	82--90	1	ambiance service
233	250_1	i understand area folks need not come romantic alluring ambiance five star service featuring sommelier complicated maze captain back waiters come authentic foods tastes experience	service	108--115	1	alluring star service ambiance five featuring come
234	250_2	i understand area folks need not come romantic alluring ambiance five star service featuring sommelier complicated maze captain back waiters come authentic foods tastes experience	foods	217--222	1	tastes authentic foods
235	250_3	i understand area folks need not come romantic alluring ambiance five star service featuring sommelier complicated maze captain back waiters come authentic foods tastes experience	tastes	228--234	1	tastes come foods experience
236	250_4	i understand area folks need not come romantic alluring ambiance five star service featuring sommelier complicated maze captain back waiters come authentic foods tastes experience	sommelier	128--136	1	captain sommelier
237	250_5	i understand area folks need not come romantic alluring ambiance five star service featuring sommelier complicated maze captain back waiters come authentic foods tastes experience	captain	163--170	1	complicated maze sommelier featuring captain come
238	250_6	i understand area folks need not come romantic alluring ambiance five star service featuring sommelier complicated maze captain back waiters come authentic foods tastes experience	back waiters	175--187	1	come back waiters
239	2988_0	last time i went waitress come back taking order	waitress	27--35	-1	come waitress
240	3092_0	try tandoori salmon	tandoori salmon	8--23	1	try tandoori salmon
241	3686_0	eating atmosphere saves desk disappointing experience	atmosphere	15--25	1	atmosphere saves eating
242	1922_0	granted space smaller best service find even largest restaurants	space	12--17	-1	granted space
243	1922_1	granted space smaller best service find even largest restaurants	service	55--62	1	best find service
244	2454_0	i love atmosphere peep	atmosphere	11--21	1	peep atmosphere
245	603_0	the service attentive suggestions menu items right mark	service	4--11	1	the suggestions service mark
246	603_1	the service attentive suggestions menu items right mark	menu items	49--59	1	menu items mark
247	678_0	the night $30 three course meal everything delicious i could licked plate clean i would	three course meal	31--48	1	$ everything 30 three course licked meal
248	1830_0	even getting pushed no class famous ray sal risen carry father uncle legacies smile true love community let not forget outstanding pizza	pizza	202--207	1	outstanding forget pizza
249	2521_0	the environment romantic food horrible service pathetic gabriella lies everything could	environment	4--15	1	environment gabriella
250	2521_1	the environment romantic food horrible service pathetic gabriella lies everything could	food	37--41	-1	food gabriella
251	2521_2	the environment romantic food horrible service pathetic gabriella lies everything could	service	59--66	-1	gabriella service
252	1918_0	we crawfish boiled despite making mess ton fun quite tasty well	crawfish boiled	7--22	1	crawfish we boiled making
253	2930_0	i high expectations place made reservation couple months advance special occasion	reservation	55--66	0	reservation months
254	887_0	what came table burned beyond recognition stringy	table	17--22	0	table burned came
255	2448_0	i pad thai noodles sticky	pad thai	10--18	-1	i thai noodles pad sticky
256	2448_1	i pad thai noodles sticky	noodles	27--34	-1	thai noodles
257	3244_0	so i never actually m proper i delivered times	delivered	57--66	0	delivered i never m actually so proper times
258	1478_0	among new 5th avenue restaurants offers far one best values money	values money	80--101	1	money offers values best one
259	1413_0	frankly compare lunch versus muds many sandwich shops city no comparison	lunch	53--58	1	lunch compare city
260	3129_0	the hostess rude point offensive	hostess	4--11	-1	the offensive hostess
261	2271_0	if craving hard great food especially house roll stand wait building outside head across street sake bar	food	35--39	1	great food hard stand craving wait
262	2271_1	if craving hard great food especially house roll stand wait building outside head across street sake bar	wait building	88--101	-1	building head bar food wait if
263	1554_0	a narrow corridor leads tiny space three tiny white tiled counters great deal mess stacks bottles cans small counter holding 12 14 entrees	corridor	9--17	-1	leads a narrow corridor
264	1554_1	a narrow corridor leads tiny space three tiny white tiled counters great deal mess stacks bottles cans small counter holding 12 14 entrees	space	34--39	-1	leads tiny space
265	1554_2	a narrow corridor leads tiny space three tiny white tiled counters great deal mess stacks bottles cans small counter holding 12 14 entrees	counters	79--87	-1	counter three tiny leads tiled white counters
266	1554_3	a narrow corridor leads tiny space three tiny white tiled counters great deal mess stacks bottles cans small counter holding 12 14 entrees	counter	148--155	-1	counter stacks holding counters
267	1554_4	a narrow corridor leads tiny space three tiny white tiled counters great deal mess stacks bottles cans small counter holding 12 14 entrees	entrees	170--177	0	entrees 14 holding
268	2306_0	the food great	food	4--8	1	food great the
269	1975_0	succulent steaks cooked precisely desired doneness accompanied salads sides look like leafy road kill	steaks	10--16	1	cooked succulent steaks
270	1975_1	succulent steaks cooked precisely desired doneness accompanied salads sides look like leafy road kill	salads	76--82	1	salads sides
271	1975_2	succulent steaks cooked precisely desired doneness accompanied salads sides look like leafy road kill	sides	87--92	1	salads look sides
272	3699_0	lunch came pickles slaw no extra charge	lunch	0--5	1	lunch came
273	3699_1	lunch came pickles slaw no extra charge	pickles slaw	16--32	0	slaw pickles charge came
274	2875_0	decent wine reasonable prices	wine	7--11	1	prices decent wine
275	2875_1	decent wine reasonable prices	prices	26--32	1	prices reasonable wine
276	2303_0	all conveniently delivered right door	delivered	17--26	1	delivered conveniently right
277	2513_0	even wine glass good	wine glass	9--26	1	glass good wine
278	809_0	would rather tried terrace sky water club price	price	66--71	-1	water club price sky tried
279	141_0	this dish favorite i always get i go never get tired	dish	5--9	1	i dish
280	3655_0	i also ordered change motto world	change motto	19--32	1	world motto change
281	2098_0	okay service	service	5--12	0	okay service
282	1624_0	the thing wonderful food exceptional service	food	39--43	1	food thing wonderful
283	1624_1	the thing wonderful food exceptional service	service	74--81	1	thing service exceptional
284	2377_0	the food awful atrocious actually	food	4--8	-1	awful food the
285	338_0	the soup udon soy sauce water	soup udon	4--21	-1	water soup the udon
286	338_1	the soup udon soy sauce water	soy sauce	26--35	0	water soy sauce
287	338_2	the soup udon soy sauce water	water	40--45	0	water soup sauce udon soy
288	1630_0	the anti pasta excellent especially calamari filling pasta mains	anti pasta	4--14	1	pasta calamari the mains anti
289	1630_1	the anti pasta excellent especially calamari filling pasta mains	calamari	45--53	1	pasta calamari especially excellent
290	1630_2	the anti pasta excellent especially calamari filling pasta mains	filling pasta mains	67--86	1	mains filling anti pasta the calamari
291	1907_0	the waitress suggested glasses wine went well food	waitress	4--12	1	suggested the waitress
292	1907_1	the waitress suggested glasses wine went well food	food	68--72	0	food went well
293	1907_2	the waitress suggested glasses wine went well food	glasses wine	23--38	1	went glasses wine
294	1535_0	they might business counter give order food says i love	food	78--82	1	food order give
